case_id,node_id,region_type,pl_name,discoverymethod,pl_bmasse,pl_orbper,pl_orbsmax,r3_log_mass,r3_log_period,r3_log_semimajor,r3_z_mass,r3_z_period,r3_z_semimajor,imputation_status_pl_bmasse,imputation_status_pl_orbper,imputation_status_pl_orbsmax,rv_proxy,is_anchor,belongs_to_target_node,r3_valid
case_1,cube17_cluster2,N1,14 And b,Radial Velocity,1131.1513005099996,186.76,0.7750000000000001,3.0535206991622865,2.271283865258768,-0.11069829749368963,1.6781277645967054,1.1350523050551211,1.270508239464759,observed,observed,observed,2.2964260774093637,False,False,True
case_1,cube17_cluster2,N1,14 Her b,Radial Velocity,2828.6728223,1766.41,2.839,3.4515827178045053,3.2470915146839134,0.4531653925258572,2.0691586098545853,2.2423626051672327,2.2117762654607573,observed,observed,observed,2.3692188795765343,False,False,True
case_1,cube17_cluster2,N1,16 Cyg B b,Radial Velocity,565.7374000000008,798.5,1.6599999999999997,2.752614890207132,2.9022749204745018,0.22010808804005502,1.3825370091157183,1.8510775331116982,1.8227294216576129,observed,observed,observed,1.7851899167156313,False,False,True
case_1,cube17_cluster2,N1,17 Sco b,Radial Velocity,1373.018718240001,578.3800000000001,1.4499999999999995,3.137676457974505,2.762213266928569,0.16136800223497474,1.7607970371234005,1.6921407675375495,1.7246735163187412,observed,observed,observed,2.2169387023316487,False,False,True
case_1,cube17_cluster2,N1,24 Sex b,Radial Velocity,632.46,452.8000000000002,1.3330000000000002,2.8010330637156744,2.6559064181802152,0.12483014941385927,1.4300999476182865,1.5715077015220709,1.6636802067515453,observed,observed,observed,1.9157309243222693,False,False,True
case_1,cube17_cluster2,N1,24 Sex c,Radial Velocity,273.32000000000005,882.9999999999991,2.08,2.4366714120506496,2.945960703577568,0.31806333496276157,1.0721742024891314,1.9006505382290348,1.986247916533015,observed,observed,observed,1.454684510858127,False,False,True
case_1,cube17_cluster2,N1,4 UMa b,Radial Velocity,2511.4800721100005,270.26999999999987,0.8770000000000001,3.3999297365043284,2.4317978416383057,-0.05700040663395942,2.018418001627776,1.3171976074225715,1.3601471160661849,observed,observed,observed,2.5893304559582266,False,False,True
case_1,cube17_cluster2,N1,47 UMa b,Radial Velocity,804.08,1078.0000000000002,2.1,2.9052992599799583,3.03261876085072,0.3222192947339193,1.5325244366366484,1.9989868850108987,1.9931855365982134,observed,observed,observed,1.894426339696385,False,False,True
case_1,cube17_cluster2,N1,47 UMa c,Radial Velocity,171.62100000000007,2391.0000000000005,3.600000000000002,2.2345704281870007,3.378579576115775,0.5563025007672875,0.8736430318509135,2.391570376648679,2.3839449367188434,observed,observed,observed,1.1083772361484092,False,False,True
case_1,cube17_cluster2,N1,55 Cnc f,Radial Velocity,44.81200000000001,260.58,0.802,1.6513943273002463,2.4159410797458727,-0.09582563171583647,0.30076786922730686,1.2992039426052686,1.2953354539242197,observed,observed,observed,0.846080634051622,False,False,True
case_1,cube17_cluster2,N1,6 Lyn b,Radial Velocity,597.8352335699998,919.86,2.028,2.7765815067121506,2.9637217340258637,0.3070679506612984,1.4060802909939933,1.9208050963200567,1.9678931193369995,observed,observed,observed,1.7886742620368627,False,False,True
case_1,cube17_cluster2,N1,61 Vir d,Radial Velocity,22.9,123.01,0.4759999999999999,1.359835482339888,2.0899404184986348,-0.3223930472795069,0.0143589775271123,0.9292704928571713,0.9171223010339561,observed,observed,observed,0.6631886761736764,False,False,True
case_1,cube17_cluster2,N1,7 CMa b,Radial Velocity,587.9855,735.0999999999998,1.7580000000000005,2.769366616301251,2.8663464227496016,0.2450188707377532,1.3989928408890067,1.8103072075031896,1.8643134492708555,observed,observed,observed,1.8139178087180508,False,False,True
case_1,cube17_cluster2,N1,7 CMa c,Radial Velocity,276.51209999999986,996.0000000000002,2.153,2.4417141405168556,2.998259338423699,0.3330440298234872,1.0771278586587716,1.9599970878087993,2.011255465926938,observed,observed,observed,1.4422943610422894,False,False,True
case_1,cube17_cluster2,N1,70 Vir b,Radial Velocity,2380.4500000000007,116.68800000000005,0.4809999999999999,3.3766590637974456,2.067026196218923,-0.3178549236261683,1.99555837073576,0.903268283954289,0.9246978742948548,observed,observed,observed,2.6876503317244715,False,False,True
case_1,cube17_cluster2,N1,8 UMi b,Radial Velocity,524.4168715499999,93.31,0.4619999999999999,2.719676655373499,1.969928189428116,-0.3353580244438746,1.3501805792000205,0.793085069974407,0.8954796262552972,observed,observed,observed,2.0630339255641266,False,False,True
case_1,cube17_cluster2,N1,81 Cet b,Radial Velocity,1051.0585419500003,1005.5700000000004,2.1040000000000005,3.021626906073709,3.0024123082053427,0.32304573548170157,1.6467973279163952,1.9647097237652582,1.9945651293349629,observed,observed,observed,2.0208228033385947,False,False,True
case_1,cube17_cluster2,N1,91 Aqr b,Radial Velocity,1017.0000000000002,181.4,0.6999999999999998,3.0073209529227447,2.2586372827240764,-0.15490195998574327,1.632744068145663,1.1207014326161402,1.196718252856034,observed,observed,observed,2.254441858681386,False,False,True
case_1,cube17_cluster2,N1,BD+03 2562 b,Radial Velocity,2034.112,481.9000000000001,1.2999999999999998,3.3083748618821245,2.6829569263012085,0.1139433523068367,1.9284803076646209,1.602203614065171,1.6455066761558959,observed,observed,observed,2.4140558864483883,False,False,True
case_1,cube17_cluster2,N1,BD+14 4559 b,Radial Velocity,330.5432,268.94000000000005,0.7800000000000001,2.5192282271970177,2.429655400539932,-0.10790539730951952,1.1532727743111728,1.3147664447882035,1.2751704790976508,observed,observed,observed,1.709343093683707,False,False,True
case_1,cube17_cluster2,N1,BD+15 2375 b,Radial Velocity,337.2176299999999,153.22,0.5760000000000001,2.527910271799578,2.1853154580036565,-0.2395775165767879,1.1618014635116292,1.037498547514998,1.0553677892363567,observed,observed,observed,1.799471785798359,False,False,True
case_1,cube17_cluster2,N1,BD+15 2940 b,Radial Velocity,352.78000000000014,137.48,0.539,2.5475039558933252,2.1382395234651876,-0.2684112348132613,1.1810490543243068,0.9840785243858918,1.0072351331938487,observed,observed,observed,1.834757448071596,False,False,True
case_1,cube17_cluster2,N1,BD+20 274 b,Radial Velocity,1334.886,578.1999999999998,1.2999999999999998,3.1254441782961377,2.762078087334639,0.1139433523068367,1.748780822468262,1.691987370752013,1.6455066761558959,observed,observed,observed,2.204751482517925,False,False,True
case_1,cube17_cluster2,N1,BD+42 2315 b,Radial Velocity,174.80562385000007,123.05000000000004,0.5400000000000001,2.2425554006538366,2.0900816180388215,-0.2676062401770314,0.8814869616579272,0.9294307208542689,1.0085789255422357,observed,observed,observed,1.5458615279742296,False,False,True
case_1,cube17_cluster2,N1,BD+45 564 b,Radial Velocity,432.2466335199998,307.87999999999994,0.8299999999999998,2.63573161952981,2.488381477887442,-0.08092190762392618,1.2677183075340968,1.3814066175419086,1.3202145145984319,observed,observed,observed,1.8062711269006626,False,False,True
case_1,cube17_cluster2,N1,BD+48 738 b,Radial Velocity,289.22529999999995,392.6000000000001,1.0,2.461236280219331,2.5939502952639875,0.0,1.0963051688054164,1.5012021929512307,1.4552989429757281,observed,observed,observed,1.5965861817980018,False,False,True
case_1,cube17_cluster2,N1,BD+48 740 b,Radial Velocity,540.3110000000004,732.9999999999997,1.6999999999999995,2.7326438092765115,2.8651039746411278,0.2304489213782738,1.3629186876198582,1.8088973235074264,1.839991564894893,observed,observed,observed,1.7776091510628023,False,False,True
case_1,cube17_cluster2,N1,BD+49 828 b,Radial Velocity,508.50000000000006,2590.0000000000005,4.200000000000001,2.7062909572587635,3.413299764081252,0.6232492903979006,1.3370313195293149,2.430969557192765,2.4957004436573946,observed,observed,observed,1.5685243692316795,False,False,True
case_1,cube17_cluster2,N1,BD+55 362 b,Radial Velocity,228.83645304,265.5899999999999,0.7800000000000001,2.359525207590861,2.424211718939284,-0.10790539730951952,0.9963906709649587,1.3085891569687456,1.2751704790976508,observed,observed,observed,1.5514546346110998,False,False,True
case_1,cube17_cluster2,N1,BD+63 1405 b,Radial Velocity,3305.4154327999986,1198.4799999999996,2.0600000000000005,3.519226050458373,3.0786307910087114,0.3138672203691535,2.1356071236663885,2.0511996289395076,1.979243265284339,observed,observed,observed,2.4930157867888023,False,False,True
case_1,cube17_cluster2,N1,BD-06 1339 c,Radial Velocity,52.99999999999999,125.93999999999998,0.435,1.724275869600789,2.100163688966044,-0.3615107430453627,0.3723620675049732,0.9408714807117583,0.8518224122013153,observed,observed,observed,1.0242213066121075,False,False,True
case_1,cube17_cluster2,N1,BD-08 2823 c,Radial Velocity,103.99999999999996,237.60000000000005,0.6800000000000002,2.0170333392987803,2.375846436309156,-0.16749108729376358,0.6599484120199386,1.2537060294838112,1.17570299115365,observed,observed,observed,1.2250845271957282,False,False,True
case_1,cube17_cluster2,N1,BD-11 4672 c,Radial Velocity,15.369999999999996,74.2,0.2999999999999999,1.186673867499745,1.8704039052790271,-0.5228787452803377,-0.1557439949898918,0.680148606507972,0.5824478388583015,observed,observed,observed,0.5632058990734027,False,False,True
case_1,cube17_cluster2,N1,BD-13 2130 b,Radial Velocity,3108.377400000001,714.2999899999999,1.6599999999999997,3.492533742685839,2.853880644044541,0.22010808804005502,2.109386295801978,1.7961615045389185,1.8227294216576129,observed,observed,observed,2.541240194670992,False,False,True
case_1,cube17_cluster2,N1,BD-17 63 b,Radial Velocity,1639.9945801199997,655.5699999999998,1.3400000000000003,3.214842412786804,2.816619071297846,0.12710479836480773,1.836599970139488,1.7538784548773394,1.6674773200712891,observed,observed,observed,2.2759693890208554,False,False,True
case_1,cube17_cluster2,N1,BD-210397 b,Radial Velocity,214.00000000000009,1891.0,2.6299999999999994,2.330413773349191,3.27669152884504,0.41995574848975775,0.9677934469016879,2.2759516025309945,2.156338796017024,observed,observed,observed,1.2381832637341779,False,False,True
case_1,cube17_cluster2,N1,BEBOP-3 b,Radial Velocity,177.34825110999992,547.0000000000001,1.4439999999999995,2.2488269101069664,2.737987326333431,0.15956719323362017,0.8876476942263473,1.6646500693792559,1.721667392739757,observed,observed,observed,1.336164467995823,False,False,True
case_1,cube17_cluster2,N1,CWISEP J193518.59-154620.3 b,Imaging,4926.340308499998,1414.8260733924378,2.4799999999999995,3.692524409329884,3.150703054695245,0.3944516808262162,2.3058444248348735,2.132984558561149,2.113764386901059,observed,imputed,observed,2.6422900577648023,False,False,True
case_1,cube17_cluster2,N1,CoRoT-20 c,Radial Velocity,5403.109999999998,1674.9999999999995,2.8999999999999986,3.732643809276511,3.224014811372864,0.46239799789895586,2.3452551752648683,2.2161760188210304,2.2271884233779224,observed,observed,observed,2.6579722054855566,False,False,True
case_1,cube17_cluster2,N1,CoRoT-9 b,Transit,266.97720000000004,95.272656,0.4021,2.426474173960119,1.9789682725973061,-0.3956659268970889,1.0621570834395995,0.803343420801039,0.7948065357569032,observed,observed,observed,1.7668180830943503,False,False,True
case_1,cube17_cluster2,N1,DMPP-8 b,Radial Velocity,81.09000000000003,62.91499999999999,0.3098,1.908967300418388,1.7987542009395965,-0.5089185865768128,0.553791198952465,0.5988431815486802,0.605751788479534,observed,observed,observed,1.309382566771856,False,False,True
case_1,cube17_cluster2,N1,EPIC 212737443 c,Transit,7.699999999999999,65.55,0.2799999999999999,0.8864907251724818,1.816572696026103,-0.5528419686577809,-0.4506248486738978,0.6190629483781463,0.5324296791147908,observed,observed,observed,0.28096649316378086,False,False,True
case_1,cube17_cluster2,N1,EPIC 248847494 b,Transit,4131.789999999998,3650.0,4.500000000000001,3.616138240205074,3.5622928644564746,0.6532125137753437,2.2308075037521493,2.6000413971074385,2.545718603400905,observed,observed,observed,2.428707285386249,False,False,True
case_1,cube17_cluster2,N1,GJ 2056 b,Radial Velocity,16.200000000000003,69.97099999999999,0.283,1.209515014542631,1.8449180807347574,-0.5482135644757098,-0.13330630282999997,0.651228238809128,0.5401559593223684,observed,observed,observed,0.5945423209643785,False,False,True
case_1,cube17_cluster2,N1,GJ 2126 b,Radial Velocity,413.1769291000001,272.70000000000005,0.71,2.6161360634664295,2.43568513794163,-0.14874165128092473,1.2484688778173447,1.3216087669772179,1.207001769451879,observed,observed,observed,1.8042410174858863,False,False,True
case_1,cube17_cluster2,N1,GJ 3021 b,Radial Velocity,1071.04,133.70999999999998,0.4899999999999999,3.029805690677683,2.1261638888058387,-0.30980391997148643,1.6548316464574684,0.9703755424031567,0.9381375627363401,observed,observed,observed,2.32108439440907,False,False,True
case_1,cube17_cluster2,N1,GJ 3138 d,Radial Velocity,10.5,257.80000000000007,0.6980000000000001,1.021189299069938,2.4112829130173843,-0.15614457737683887,-0.3183055247006788,1.293918027905652,1.194643928796004,observed,observed,observed,0.21742832806414336,False,False,True
case_1,cube17_cluster2,N1,GJ 328 c,Radial Velocity,21.399999999999995,241.79999999999995,0.657,1.3304137733491908,2.383456296524753,-0.1824346304402192,-0.014543040743322796,1.2623414163903475,1.1507574597994985,observed,observed,observed,0.5359283411742731,False,False,True
case_1,cube17_cluster2,N1,GJ 96 b,Radial Velocity,19.660000000000004,73.93999999999998,0.291,1.2935835134961169,1.868879446237088,-0.5361070110140927,-0.05072274884644441,0.6784187069727176,0.5603656516294511,observed,observed,observed,0.6706236980837543,False,False,True
case_1,cube17_cluster2,N1,Gaia22dkvL b,Microlensing,187.83658854,537.6078470847256,1.3999999999999997,2.2737801920477843,2.7304655991840194,0.14612803567823793,0.9121602135633059,1.656114692604865,1.6992331599152148,observed,imputed,observed,1.3636249923197779,False,False,True
case_1,cube17_cluster2,N1,HAT-P-11 c,Radial Velocity,851.7801307600001,3361.0,4.1,2.9303275051883815,3.5264685124694775,0.6127838567197355,1.5571105951266089,2.559389252216575,2.478230302781508,observed,observed,observed,1.7548380010318891,False,False,True
case_1,cube17_cluster2,N1,HAT-P-13 c,Radial Velocity,4538.421,446.2700000000001,1.258,3.656904780111339,2.6495976928625513,0.09968064110925012,2.27085396337711,1.5643487942016143,1.6216976700930334,observed,observed,observed,2.7737055491571554,False,False,True
case_1,cube17_cluster2,N1,HAT-P-44 c,Radial Velocity,1271.2999999999995,872.1999999999996,1.7520000000000004,3.104248046990444,2.9406160823374075,0.24353410183206203,1.7279590892897645,1.8945856604296918,1.861834897234863,observed,observed,observed,2.1240426862113084,False,False,True
case_1,cube17_cluster2,N1,HATS-59 c,Radial Velocity,4036.441,1421.9999999999998,2.504,3.605998608854194,3.1528995963937474,0.3986343245383921,2.220846973904911,2.135477112548413,2.1207465509596592,observed,observed,observed,2.555032076722945,False,False,True
case_1,cube17_cluster2,N1,HD 100777 b,Radial Velocity,390.92894061,383.0000000000001,1.0599999999999998,2.5920978225989906,2.583198773968623,0.02530586526477017,1.22485523671446,1.4890017656649255,1.4975424891829066,observed,observed,observed,1.7310315646094496,False,False,True
case_1,cube17_cluster2,N1,HD 10180 e,Radial Velocity,25.1,49.748,0.2699,1.3996737214810382,1.6967756256561493,-0.5687971154434834,0.05349353343899182,0.48312167960242824,0.5057954592044185,observed,observed,observed,0.8340818462623218,False,False,True
case_1,cube17_cluster2,N1,HD 10180 f,Radial Velocity,23.9,122.74400000000004,0.4929,1.3783979009481377,2.089000272032658,-0.3072411818452758,0.0325935186249368,0.9282036495443492,0.9424155886136923,observed,observed,observed,0.6820644769372517,False,False,True
case_1,cube17_cluster2,N1,HD 10180 g,Radial Velocity,3375.3376823399994,604.6699999999998,1.4270000000000005,3.5283172279050428,2.7815184221239555,0.1544239731146471,2.1445377189879076,1.7140475410760716,1.7130817208223459,observed,observed,observed,2.601144420530391,False,False,True
case_1,cube17_cluster2,N1,HD 10180 h,Radial Velocity,64.39999999999999,2205.0,3.380999999999999,1.808885867359812,3.3434085938038574,0.5290451707657688,0.45547755552322416,2.351659651413035,2.338443774543351,observed,observed,observed,0.6944163360918596,False,False,True
case_1,cube17_cluster2,N1,HD 101930 b,Radial Velocity,79.4575,70.45999999999998,0.2999999999999999,1.900134896570275,1.8479426388452236,-0.5228787452803377,0.5451148063788472,0.6546603950860128,0.5824478388583015,observed,observed,observed,1.2841540169552004,False,False,True
case_1,cube17_cluster2,N1,HD 102272 b,Radial Velocity,1570.0802000000008,127.57999999999996,0.51,3.1959218368218845,2.1057825978144415,-0.2924298239020636,1.8180135980018883,0.9472476099078012,0.967140460777467,observed,observed,observed,2.493994304217071,False,False,True
case_1,cube17_cluster2,N1,HD 102329 b,Radial Velocity,2593.4927999999986,778.0999799999996,1.8100000000000005,3.4138850466520982,2.8910354041523627,0.2576785748691846,2.0321268119823332,1.8383233471826224,1.885446526162316,observed,observed,observed,2.4502065786013105,False,False,True
case_1,cube17_cluster2,N1,HD 102329 c,Radial Velocity,483.1016000000002,1123.0000000000002,2.307672307841208,2.68403847584301,3.050379756261458,0.36317413853902797,1.315171895093978,2.0191414033426005,2.0615522104339994,observed,observed,physically_derived,1.6672452237558575,False,False,True
case_1,cube17_cluster2,N1,HD 102843 b,Radial Velocity,113.90000000000003,3090.941999999999,4.074,2.0565237240791006,3.49009085581831,0.6100210246641453,0.6987412579007884,2.518109237730616,2.473618256428544,observed,observed,observed,0.8931601054729974,False,False,True
case_1,cube17_cluster2,N1,HD 103891 b,Radial Velocity,918.5240962299996,1919.0,3.270000000000001,2.9630905539161403,3.2830749747354715,0.5145477526602862,1.589294933338378,2.2831952999839173,2.3142429679233802,observed,observed,observed,1.8687322290043165,False,False,True
case_1,cube17_cluster2,N1,HD 103949 b,Radial Velocity,11.199999999999998,120.87800000000006,0.4389999999999999,1.0492180226701815,2.0823472657241737,-0.35753547975787875,-0.2907718868060428,0.9206540649346819,0.8584583923036953,observed,observed,observed,0.35510226742879025,False,False,True
case_1,cube17_cluster2,N1,HD 104067 b,Radial Velocity,62.09999999999997,55.85100000000001,0.2674,1.79309160017658,1.747030953469424,-0.5728385970740344,0.4399622705735211,0.5401495602056726,0.499048939604343,observed,observed,observed,1.2107479490201054,False,False,True
case_1,cube17_cluster2,N1,HD 10442 b,Radial Velocity,472.61321,1032.2999999999995,2.01,2.6745058564201916,3.0138059273405924,0.30319605742048883,1.3058076552121098,1.9776387798465964,1.961429696754287,observed,observed,observed,1.6699038806399942,False,False,True
case_1,cube17_cluster2,N1,HD 104985 b,Radial Velocity,1766.808114509999,199.68,0.7149999999999999,3.247189385197415,2.30033456800233,-0.14569395819891948,1.8683755814032776,1.168017964211812,1.212089339554223,observed,observed,observed,2.4804111958633053,False,False,True
case_1,cube17_cluster2,N1,HD 105779 b,Radial Velocity,203.41018047999992,2412.0,3.38,2.3083726851434796,3.3823773034681137,0.5289167002776547,0.9461416817298155,2.395879896682407,2.3382293163952443,observed,observed,observed,1.1809135839874418,False,False,True
case_1,cube17_cluster2,N1,HD 106252 b,Radial Velocity,3178.2840699999992,1535.0,2.6550000000000007,3.5021927111595925,3.1861083798132053,0.42406452541748796,2.118874652966759,2.173161207314652,2.1631976528940977,observed,observed,observed,2.440156584555191,False,False,True
case_1,cube17_cluster2,N1,HD 106270 b,Radial Velocity,3623.2438398,1887.9999999999995,3.339999999999999,3.5590975624960652,3.27600198996205,0.5237464668115643,2.1747743647585907,2.275169139401184,2.3295985506007733,observed,observed,observed,2.467096899175382,False,False,True
case_1,cube17_cluster2,N1,HD 10647 b,Radial Velocity,298.75000000000006,989.1999999999996,2.015,2.475307913956194,2.9952841076892596,0.3042750504771283,1.1101282480659138,1.9566209064072746,1.9632308797041078,observed,observed,observed,1.4768798780597745,False,False,True
case_1,cube17_cluster2,N1,HD 106515 A b,Radial Velocity,6006.956892300001,3625.999999999998,4.48,3.778654515332837,3.5594277997594896,0.651278013998144,2.390453170646307,2.5967902280360255,2.542489307351515,observed,observed,observed,2.592178582079674,False,False,True
case_1,cube17_cluster2,N1,HD 10697 b,Radial Velocity,1825.2885414000004,1075.3798999999997,2.051,3.2613315274405212,3.031561914788798,0.3119656603683663,1.882267923742147,1.9977876153283043,1.9760689562094065,observed,observed,observed,2.250810889177589,False,False,True
case_1,cube17_cluster2,N1,HD 107148 b,Radial Velocity,66.74099999999999,48.056,0.2690000000000001,1.824392709529267,1.6817476189392988,-0.5702477199975919,0.470710492394432,0.466068455396279,0.5033739383487323,observed,observed,observed,1.263810169882834,False,False,True
case_1,cube17_cluster2,N1,HD 108202 b,Radial Velocity,953.485221,2989.9999999999995,3.700000000000002,2.979313965879255,3.4756711883244296,0.5682017240669952,1.6052317828638423,2.5017463342940918,2.403808528974293,observed,observed,observed,1.8207569031044453,False,False,True
case_1,cube17_cluster2,N1,HD 108341 b,Radial Velocity,715.1139157500003,1129.0,2.0000000000000004,2.854375229270955,3.052693941924968,0.3010299956639813,1.4824999031732398,2.021767455334595,1.9578138500349094,observed,observed,observed,1.8368105819626326,False,False,True
case_1,cube17_cluster2,N1,HD 108863 b,Radial Velocity,767.2416200000001,437.7000000000001,1.3199999999999998,2.884932153659568,2.641176546613114,0.12057393120584982,1.5125170849503835,1.5547927900175462,1.6565752234341722,observed,observed,observed,2.0045399714551966,False,False,True
case_1,cube17_cluster2,N1,HD 108874 b,Radial Velocity,451.3185999999999,394.48123000000015,1.0400000000000005,2.6544832322812937,2.5960263436636715,0.017033339298780554,1.2861387009420686,1.5035580156155186,1.4837330094738341,observed,observed,observed,1.7891411177267367,False,False,True
case_1,cube17_cluster2,N1,HD 108874 c,Radial Velocity,314.6400000000001,1623.999999999999,2.6590000000000003,2.4978139334016904,3.2105860249051563,0.4247183373315671,1.1322367321588729,2.2009375303930514,2.164289073144472,observed,observed,observed,1.4276185917666384,False,False,True
case_1,cube17_cluster2,N1,HD 109246 b,Radial Velocity,273.3337999999999,68.26999999999998,0.33,2.436693339141805,1.8342299028516773,-0.4814860601221125,1.072195742270841,0.6390996912758746,0.6515454093158103,observed,observed,observed,1.825283371524579,False,False,True
case_1,cube17_cluster2,N1,HD 109286 b,Radial Velocity,950.3069369299996,520.0999999999998,1.259,2.977863899484022,2.716086853774832,0.10002573010786256,1.603807329734297,1.6397982260310864,1.622273733503865,observed,observed,observed,2.0725016148924116,False,False,True
case_1,cube17_cluster2,N1,HD 10975 b,Radial Velocity,143.02278315000007,283.8000000000001,0.9499999999999996,2.1554052249349365,2.4530123911214554,-0.022276394711152406,0.7958761641445774,1.3412710907251144,1.418112547669183,observed,observed,observed,1.3377344278944514,False,False,True
case_1,cube17_cluster2,N1,HD 110014 b,Radial Velocity,3524.590000000001,835.4770000000003,2.14,3.5471086047050946,2.9219344986213027,0.33041377334919086,2.1629971740716845,1.8733864926598593,2.0068647304296086,observed,observed,observed,2.573130438497994,False,False,True
case_1,cube17_cluster2,N1,HD 110067 g,Transit,8.4,54.769920000000006,0.2621,0.9242792860618817,1.738542106574505,-0.5815329790533995,-0.4135037664966451,0.5305167318420542,0.4845352478951136,observed,observed,observed,0.34476525053704676,False,False,True
case_1,cube17_cluster2,N1,HD 111232 b,Radial Velocity,2531.503261760001,1169.1320200000002,2.148,3.403378491297601,3.067863555062759,0.33203427702751803,2.021805839298148,2.0389813692510184,2.0095698670174342,observed,observed,observed,2.3807573062766814,False,False,True
case_1,cube17_cluster2,N1,HD 111998 b,Radial Velocity,1525.5763535999995,810.0000000000005,1.9099999999999997,3.1834339485351797,2.90848501887865,0.2810333672477275,1.8057462896842236,1.8581245222715743,1.924433110524461,observed,observed,observed,2.2139389422422964,False,False,True
case_1,cube17_cluster2,N1,HD 112300 b,Radial Velocity,5031.223682809999,466.6299999999998,1.33,3.7016736260219485,2.6689726564800895,0.12385164096708581,2.314832034224859,1.5863347837464146,1.6620467646086703,observed,observed,observed,2.8120160738619187,False,False,True
case_1,cube17_cluster2,N1,HD 112570 b,Radial Velocity,1086.9731519400004,2614.999999999999,3.900000000000001,3.036218817215728,3.417471693203293,0.5910646070264993,1.6611314946556743,2.4357037075049655,2.441973959898075,observed,observed,observed,1.8970615861479636,False,False,True
case_1,cube17_cluster2,N1,HD 112640 b,Radial Velocity,1589.15,613.1999999999999,1.6999999999999995,3.201164892234256,2.7876021461823375,0.2304489213782738,1.8231640426402058,1.7209511253191905,1.839991564894893,observed,observed,observed,2.271964176840144,False,False,True
case_1,cube17_cluster2,N1,HD 113337 b,Radial Velocity,1035.80277841,317.58638999999994,1.0219999999999998,3.015277071623479,2.5018618826891017,0.009450895798693841,1.640559653845429,1.3967036805392647,1.4710754971142328,observed,observed,observed,2.181323110727112,False,False,True
case_1,cube17_cluster2,N1,HD 113996 b,Radial Velocity,2002.3290000000004,610.1999999999998,1.6,3.301535437351819,2.785472203306388,0.2041199826559248,1.9217616913940077,1.7185341452037153,1.7960401833528472,observed,observed,observed,2.3730447029163564,False,False,True
case_1,cube17_cluster2,N1,HD 114082 b,Radial Velocity,2542.6272560000007,109.74999999999996,0.5109000000000001,3.4052826981515363,2.040404528914159,-0.2916640973177364,2.0236764111707926,0.8730590040515446,0.9684187022447573,observed,observed,observed,2.72514785518015,False,False,True
