pl_name,hostname,discoverymethod,disc_year,pl_dens_source,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_met,sy_pnum,pl_rade_was_imputed,pl_bmasse_was_imputed,pl_dens_was_imputed,pl_orbper_was_imputed,pl_orbsmax_was_imputed,pl_orbeccen_was_imputed,st_teff_was_imputed,st_met_was_imputed,sy_pnum_was_imputed,complete_case_before_imputation,any_feature_was_imputed,imputation_method
HATS-33 b,HATS-33,Transit,2016.0,derived_from_pl_bmasse_pl_rade,13.787070000000002,378.85335999999984,0.7971168015812445,2.5495551000000005,0.03727,0.08,5659.0,0.29,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-34 b,HATS-34,Transit,2016.0,derived_from_pl_bmasse_pl_rade,16.028869999999998,299.0780300000001,0.40044470293263473,2.1061606999999998,0.031659999999999994,0.108,5380.0,0.25,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-35 b,HATS-35,Transit,2016.0,derived_from_pl_bmasse_pl_rade,16.409975999999997,388.38825999999995,0.4846285752120996,1.8209993000000002,0.031990000000000005,0.306,6300.0,0.21,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-36 b,HATS-36,Transit,2018.0,derived_from_pl_bmasse_pl_rade,12.92,1022.1412800000002,2.613305297124033,4.175186,0.05229999999999999,0.105,5950.0,0.15,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-37 A b,HATS-37 A,Transit,2020.0,derived_from_pl_bmasse_pl_rade,6.792654,31.465170000000008,0.553577416179655,4.331536599999999,0.049130000000000014,0.0,5326.0,0.051,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-38 b,HATS-38,Transit,2020.0,derived_from_pl_bmasse_pl_rade,6.882326,23.519419999999997,0.39782094846661065,4.375021,0.050359999999999995,0.0,5732.0,-0.102,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-39 b,HATS-39,Transit,2018.0,derived_from_pl_bmasse_pl_rade,17.598129999999998,200.23290000000003,0.20258283029967256,4.5776348,0.060070000000000005,0.275,6572.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-4 b,HATS-4,Transit,2014.0,derived_from_pl_bmasse_pl_rade,11.432999999999998,420.4709999999999,1.5513943271068378,2.5167289999999998,0.03620000000000001,0.012999999999999998,5403.0,0.43,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-40 b,HATS-40,Transit,2018.0,derived_from_pl_bmasse_pl_rade,17.710219999999996,505.3496999999999,0.5016339318315207,3.2642736000000006,0.04997000000000001,0.312,6460.0,0.01,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-41 b,HATS-41,Transit,2018.0,derived_from_pl_bmasse_pl_rade,14.907969999999997,3082.951,5.130714554881912,4.193649,0.0583,0.38,6424.0,0.47,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-42 b,HATS-42,Transit,2018.0,derived_from_pl_bmasse_pl_rade,15.692600000000002,597.5203999999998,0.8525793006190445,2.292102,0.03689,0.229,6060.0,0.22,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-43 b,HATS-43,Transit,2018.0,derived_from_pl_bmasse_pl_rade,13.22662,82.95363,0.1976767205821732,4.3888497,0.04944,0.173,5099.0,0.05,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-44 b,HATS-44,Transit,2018.0,derived_from_pl_bmasse_pl_rade,11.960002999999999,177.98479999999998,0.5736616409969647,2.7439004,0.036489999999999995,0.279,5080.0,0.32,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-45 b,HATS-45,Transit,2018.0,derived_from_pl_bmasse_pl_rade,14.414774000000003,222.4810000000001,0.40957758074672346,4.1876244,0.055110000000000006,0.24,6450.0,0.02,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-46 b,HATS-46,Transit,2018.0,derived_from_pl_bmasse_pl_rade,10.121727000000002,54.98459,0.292377463683176,4.742372900000001,0.05366999999999999,0.559,5495.0,-0.06,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-47 b,HATS-47,Transit,2020.0,derived_from_pl_bmasse_pl_rade,12.520452999999998,117.27926999999998,0.3294791136444441,3.9228038,0.04268999999999999,0.088,4512.0,-0.113,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-48 A b,HATS-48 A,Transit,2020.0,derived_from_pl_bmasse_pl_rade,8.967200000000002,77.23269,0.5906053202069212,3.1316666,0.03769,0.162,4546.0,0.186,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-49 b,HATS-49,Transit,2020.0,derived_from_pl_bmasse_pl_rade,8.574885,112.19398999999997,0.9811862241869415,4.1480467,0.04515000000000001,0.071,4405.0,0.208,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-5 b,HATS-5,Transit,2014.0,derived_from_pl_bmasse_pl_rade,10.222999999999999,75.32300000000001,0.38874005194474975,4.763387,0.05419999999999999,0.019,5304.0,0.19,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-50 b,HATS-50,Transit,2017.0,derived_from_pl_bmasse_pl_rade,12.666169999999997,123.9537,0.33634913780301134,3.8297015,0.05046,0.516,5990.0,0.06185123384366477,1.0,False,False,False,False,False,False,False,True,False,False,True,knn
HATS-51 b,HATS-51,Transit,2017.0,derived_from_pl_bmasse_pl_rade,15.804689999999997,244.09343999999993,0.3409297690145322,3.3488702,0.046389999999999994,0.33,5758.0,0.14781457467652515,1.0,False,False,False,False,False,False,False,True,False,False,True,knn
HATS-52 b,HATS-52,Transit,2017.0,derived_from_pl_bmasse_pl_rade,15.490838000000004,711.9392,1.0560510954492788,1.36665436,0.024980000000000002,0.246,6010.0,-0.2843,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-53 b,HATS-53,Transit,2017.0,derived_from_pl_bmasse_pl_rade,15.02006,189.10884999999993,0.3077255898435152,3.8537768,0.04753000000000001,0.33,5644.0,0.1412414777002431,1.0,False,False,False,False,False,False,False,True,False,False,True,knn
HATS-54 b,HATS-54,Transit,2019.0,derived_from_pl_bmasse_pl_rade,11.37711541,239.32479047,0.8961030557525917,2.5441765,0.037,0.0,5621.0,0.37,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-55 b,HATS-55,Transit,2019.0,derived_from_pl_bmasse_pl_rade,14.022458999999998,292.7214299999999,0.5853946422495512,4.2042001,0.054120000000000015,0.09199999999999998,6214.0,0.108,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-56 b,HATS-56,Transit,2019.0,derived_from_pl_bmasse_pl_rade,18.920792000000002,191.33365999999998,0.15575435782838545,4.324799,0.06043000000000001,0.019,6536.0,0.19,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-57 b,HATS-57,Transit,2019.0,derived_from_pl_bmasse_pl_rade,12.767051000000004,1000.21101,2.650248594416918,2.350621,0.034929999999999996,0.028,5587.0,0.268,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-58 A b,HATS-58 A,Transit,2019.0,derived_from_pl_bmasse_pl_rade,12.273855000000001,327.3648999999999,0.9762384514110689,4.2180896,0.05798,0.168,7175.0,0.01556537136783379,1.0,False,False,False,False,False,False,False,True,False,False,True,knn
HATS-59 b,HATS-59,Transit,2018.0,derived_from_pl_bmasse_pl_rade,12.621334,256.17097999999993,0.7025559438980639,5.416081000000001,0.061119999999999994,0.129,5670.0,0.18,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-59 c,HATS-59,Radial Velocity,2018.0,derived_from_pl_bmasse_pl_rade,12.300000000000004,4036.4410000000003,11.960519303099039,1421.9999999999998,2.504,0.083,5670.0,0.18,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-6 b,HATS-6,Transit,2015.0,derived_from_pl_bmasse_pl_rade,11.186582000000001,101.38776999999999,0.39935589666935445,3.3252725,0.03623,0.0,3724.0,0.2,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-60 b,HATS-60,Transit,2018.0,derived_from_pl_bmasse_pl_rade,12.923977000000002,210.40345999999994,0.5374413900029579,3.560828999999999,0.04708000000000001,0.191,5688.0,0.335,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-61 b,HATS-61,Transit,2018.0,derived_from_pl_bmasse_pl_rade,13.394754999999998,1080.6219999999998,2.4793408922422167,7.817952999999999,0.07908000000000001,0.09199999999999998,5542.0,0.247,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-62 b,HATS-62,Transit,2018.0,derived_from_pl_bmasse_pl_rade,11.825495000000002,56.89157,0.18969535397017773,3.2768837,0.04163,0.298,5416.0,0.133,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-63 b,HATS-63,Transit,2018.0,derived_from_pl_bmasse_pl_rade,13.529263000000002,305.11680000000007,0.6793764133496752,3.0566527000000003,0.04026,0.136,5627.0,0.081,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-64 b,HATS-64,Transit,2018.0,derived_from_pl_bmasse_pl_rade,18.819911000000015,305.11680000000007,0.2523946743237408,4.908897,0.06561999999999998,0.151,6554.0,0.22,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-65 b,HATS-65,Transit,2018.0,derived_from_pl_bmasse_pl_rade,16.824709,260.93843000000004,0.30210792818409893,3.1051610000000003,0.04497000000000002,0.062,6277.0,0.199,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-66 b,HATS-66,Transit,2018.0,derived_from_pl_bmasse_pl_rade,15.815898999999998,1694.0338999999992,2.3610610127763345,3.1414391,0.04714000000000001,0.064,6626.0,-0.017000000000000005,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-67 b,HATS-67,Transit,2018.0,derived_from_pl_bmasse_pl_rade,18.887165,460.8535000000005,0.37716321474800635,1.6091787999999998,0.03032,0.057,6594.0,0.332,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-68 b,HATS-68,Transit,2018.0,derived_from_pl_bmasse_pl_rade,13.809487999999996,410.00069999999994,0.8584571634720445,3.5862202,0.05070999999999999,0.036,6147.0,0.21,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-69 b,HATS-69,Transit,2018.0,derived_from_pl_bmasse_pl_rade,10.592505000000001,183.38791,0.8508273262395157,2.2252577,0.03211,0.519,5137.0,0.377,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-7 b,HATS-7,Transit,2015.0,derived_from_pl_bmasse_pl_rade,6.310666999999999,38.139599999999994,0.8367911986875203,3.1853149999999997,0.04012000000000001,0.17,4985.0,0.25,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-70 b,HATS-70,Transit,2019.0,derived_from_pl_bmasse_pl_rade,15.513255999999998,4100.007,6.055395058654349,1.8882378,0.036320000000000005,0.18,7930.0,0.041,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-71 b,HATS-71,Transit,2020.0,derived_from_pl_bmasse_pl_rade,11.478016000000002,117.59710000000003,0.4288080169861421,3.7955202000000003,0.03744999999999999,0.0,3405.0,0.17,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-72 b,HATS-72,Transit,2020.0,derived_from_pl_bmasse_pl_rade,8.0973816,39.85588200000001,0.4139285353354212,7.3279474,0.066517,0.012999999999999998,4656.1,0.099,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-74 A b,HATS-74 A,Transit,2021.0,derived_from_pl_bmasse_pl_rade,11.567668080000002,464.02947422,1.6530076861724712,1.73185606,0.02384,0.044,3776.9,0.514,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-75 b,HATS-75,Transit,2021.0,derived_from_pl_bmasse_pl_rade,9.908738939999997,156.05374784000003,0.8844754964872611,2.7886555999999993,0.032742,0.064,3790.4,0.522,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-76 b,HATS-76,Transit,2021.0,derived_from_pl_bmasse_pl_rade,12.094490179999998,835.5708820000003,2.604278108768709,1.9416423,0.026579999999999996,0.062,4016.0,0.322,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-77 b,HATS-77,Transit,2021.0,derived_from_pl_bmasse_pl_rade,13.058462519999999,436.6962312200006,1.081359412843441,3.0876262,0.03606999999999999,0.045,4071.0,0.25300000000000006,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-8 b,HATS-8,Transit,2015.0,derived_from_pl_bmasse_pl_rade,9.785457,43.86054000000001,0.2581055822433876,3.583893,0.046669999999999996,0.376,5679.0,0.21,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HATS-9 b,HATS-9,Transit,2015.0,derived_from_pl_bmasse_pl_rade,13.850000000000001,266.02371000000005,0.5521254769891297,1.9152909999999999,0.031200000000000006,0.075,5599.0,0.38,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 100508 b,HD 100508,Radial Velocity,2026.0,derived_from_pl_bmasse_pl_rade,13.699999999999998,381.39408840000016,0.8178600928917967,5680.999999999997,6.11,0.42,5419.0,0.33,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 100546 b,HD 100546,Imaging,2014.0,derived_from_pl_bmasse_pl_rade,77.34210000000002,2701.5414595,0.03219812031925118,19.72599003408068,52.99999999999996,0.25317230899365734,10500.0,-0.0014365234079826046,1.0,False,False,False,True,False,True,False,True,False,False,True,knn
HD 100655 b,HD 100655,Radial Velocity,2011.0,derived_from_pl_bmasse_pl_rade,13.5,511.70629999999994,1.146796134003963,157.57001,0.6800000000000002,0.09,4891.0,0.07,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 100777 b,HD 100777,Radial Velocity,2007.0,derived_from_pl_bmasse_pl_rade,13.699999999999998,390.92894061000004,0.8383065952140917,383.0000000000001,1.0599999999999998,0.38,5533.0,-0.27,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 101581 b,HIP 56998,Transit,2025.0,derived_from_pl_bmasse_pl_rade,0.9560000000000001,0.8270000000000001,5.219135767652884,4.46569,0.046,0.03559223233718216,4675.0,-0.343,2.0,False,False,False,False,False,True,False,False,False,False,True,knn
HD 101581 c,HIP 56998,Transit,2025.0,derived_from_pl_bmasse_pl_rade,0.99,0.937,5.324768962969148,6.204010000000001,0.05730000000000001,0.03272556922037857,4675.0,-0.343,2.0,False,False,False,False,False,True,False,False,False,False,True,knn
HD 10180 c,HD 10180,Radial Velocity,2010.0,,2.6851919177013017,2741.587838779999,8.141711052988423,5.759690000000001,0.06412,0.073,5911.0,0.08,6.0,True,False,True,False,False,False,False,False,False,False,True,knn
HD 10180 d,HD 10180,Radial Velocity,2010.0,,4.084860671868152,3295.8805805900015,1.4902749653831608,16.357000000000003,0.12859,0.131,5911.0,0.08,6.0,True,False,True,False,False,False,False,False,False,False,True,knn
HD 10180 e,HD 10180,Radial Velocity,2010.0,derived_from_pl_bmasse_pl_rade,5.39,25.1,0.8838410890487777,49.748,0.2699,0.051,5911.0,0.08,6.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 10180 f,HD 10180,Radial Velocity,2010.0,derived_from_pl_bmasse_pl_rade,5.239999999999999,23.900000000000002,0.9159479642950397,122.74400000000004,0.4929,0.119,5911.0,0.08,6.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 10180 g,HD 10180,Radial Velocity,2010.0,,7.907944322926399,3375.3376823399994,0.6055832114845398,604.6699999999998,1.4270000000000003,0.263,5911.0,0.08,6.0,True,False,True,False,False,False,False,False,False,False,True,knn
HD 10180 h,HD 10180,Radial Velocity,2010.0,derived_from_pl_bmasse_pl_rade,9.399999999999999,64.39999999999999,0.42753243500958366,2205.0,3.3810000000000007,0.095,5911.0,0.08,6.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 101930 b,HD 101930,Radial Velocity,2005.0,derived_from_pl_bmasse_pl_rade,10.599999999999998,79.4575,0.36786126718700674,70.45999999999998,0.29999999999999993,0.11,5108.0,0.15,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102117 b,HD 102117,Radial Velocity,2005.0,derived_from_pl_bmasse_pl_rade,8.47,54.03110000000001,0.49029824651538584,20.8133,0.15,0.12,5655.0,0.28,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102195 b,HD 102195,Radial Velocity,2006.0,derived_from_pl_bmasse_pl_rade,14.200000000000001,130.3103,0.250946113070009,4.11377,0.049999999999999996,0.0,5301.0,0.04,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102272 b,HD 102272,Radial Velocity,2008.0,derived_from_pl_bmasse_pl_rade,12.900000000000002,1570.0802000000008,4.032918705410984,127.57999999999997,0.51,0.05,4790.0,-0.41,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102329 b,HD 102329,Radial Velocity,2011.0,derived_from_pl_bmasse_pl_rade,12.600000000000001,2593.4927999999986,7.14891565345715,778.0999799999996,1.8100000000000003,0.21,4745.0,0.05,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102329 c,HD 102329,Radial Velocity,2018.0,derived_from_pl_bmasse_pl_rade,13.5,483.1016000000002,1.0826895178174056,1123.0000000000002,2.6766902602757763,0.20900000000000002,4830.0,0.3,2.0,False,False,False,False,True,False,False,False,False,False,True,knn
HD 102843 b,HD 102843,Radial Velocity,2019.0,derived_from_pl_bmasse_pl_rade,13.099999999999998,113.90000000000005,0.27936796152824783,3090.941999999999,4.074,0.11,5436.0,0.16,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102888 b,HD 102888,Radial Velocity,2025.0,derived_from_pl_bmasse_pl_rade,12.799999999999999,1808.4436358300004,4.754904846175488,252.06000000000012,1.05,0.11,4990.0,0.07,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 102956 b,HD 102956,Radial Velocity,2010.0,derived_from_pl_bmasse_pl_rade,13.799999999999999,305.11680000000007,0.640170450124654,6.494700000000001,0.08070000000000001,0.037,4985.0,0.19,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 103197 b,HD 103197,Radial Velocity,2009.0,derived_from_pl_bmasse_pl_rade,5.83,28.6047,0.7959732903821033,47.83999999999999,0.25,0.0,5250.0,0.22,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 103720 b,HD 103720,Radial Velocity,2014.0,derived_from_pl_bmasse_pl_rade,14.1,197.04600000000005,0.3875940013291852,4.5557,0.049800000000000004,0.086,5017.0,-0.02,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 103774 b,HD 103774,Radial Velocity,2013.0,derived_from_pl_bmasse_pl_rade,13.299999999999999,116.00000000000003,0.2718753466854428,5.8881,0.07000000000000002,0.09,6489.0,0.28,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 103891 b,HD 103891,Radial Velocity,2022.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,918.5240962299996,2.202092318941925,1918.9999999999998,3.269999999999999,0.31,6072.0,-0.19,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 103949 b,HD 103949,Radial Velocity,2019.0,derived_from_pl_bmasse_pl_rade,3.3499999999999996,11.199999999999998,1.6426701422714893,120.87800000000006,0.43899999999999995,0.19,4792.0,-0.07,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 104067 b,HD 104067,Radial Velocity,2009.0,derived_from_pl_bmasse_pl_rade,9.199999999999998,62.09999999999997,0.4397388941398866,55.85100000000001,0.2674,0.123,4952.0,0.11,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 104067 c,HD 104067,Radial Velocity,2024.0,derived_from_pl_bmasse_pl_rade,3.6899999999999995,13.199999999999998,1.4486437415104538,13.899200000000002,0.10579999999999999,0.29,4952.0,0.11,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 10442 b,HD 10442,Radial Velocity,2014.0,derived_from_pl_bmasse_pl_rade,13.599999999999998,472.61321000000004,1.035990786537312,1032.2999999999995,2.01,0.132,4912.0,0.11,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 104985 b,HD 104985,Radial Velocity,2003.0,derived_from_pl_bmasse_pl_rade,12.799999999999999,1766.808114509999,4.645433398918217,199.67999999999998,0.715,0.047,4738.0,-0.32,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 105618 b,HD 105618,Radial Velocity,2022.0,derived_from_pl_bmasse_pl_rade,5.44,25.426272560000005,0.8708688584684049,10.022450000000001,0.09100000000000001,0.45500000000000007,5671.0,0.0034085012439869847,2.0,False,False,False,False,False,False,False,True,False,False,True,knn
HD 105618 c,HD 105618,Radial Velocity,2022.0,derived_from_pl_bmasse_pl_rade,11.900000000000002,8419.592329839996,27.549704275227313,77114.07158000008,35.730999999999995,0.126,5671.0,0.04087683900291142,2.0,False,False,False,False,False,False,False,True,False,False,True,knn
HD 105779 b,HD 105779,Radial Velocity,2022.0,derived_from_pl_bmasse_pl_rade,14.1,203.41018047999992,0.4001124902983818,2412.0,3.38,0.0,5792.0,-0.25,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 106252 b,HD 106252,Radial Velocity,2002.0,derived_from_pl_bmasse_pl_rade,12.500000000000002,3178.2840699999992,8.97282988133376,1535.0,2.6549999999999994,0.48,5874.0,-0.06,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 106270 b,HD 106270,Radial Velocity,2011.0,derived_from_pl_bmasse_pl_rade,12.400000000000002,3623.2438398000004,10.478503644482183,1887.9999999999995,3.3400000000000007,0.18500000000000003,5509.0,0.06,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 106315 b,HD 106315,Transit,2017.0,derived_from_pl_bmasse_pl_rade,2.44,12.600000000000001,4.782641498627639,9.55237,0.09070000000000002,0.093,6327.0,-0.311,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 106315 c,HD 106315,Transit,2017.0,derived_from_pl_bmasse_pl_rade,4.35,15.200000000000003,1.018222240445374,21.057040000000004,0.15359999999999996,0.22,6327.0,-0.311,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 10647 b,HD 10647,Radial Velocity,2006.0,derived_from_pl_bmasse_pl_rade,13.799999999999999,298.75000000000006,0.626812164963517,989.1999999999997,2.015,0.15,6218.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 106515 A b,HD 106515 A,Radial Velocity,2012.0,derived_from_pl_bmasse_pl_rade,12.1,6006.956892300001,18.69670889353638,3625.999999999998,4.479999999999998,0.571,5362.0,0.03,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 106906 b,HD 106906,Imaging,2013.0,derived_from_pl_bmasse_pl_rade,12.400000000000002,3495.9999999999986,10.110511563895134,35825.445774999345,650.0000000000002,0.34538013295692077,6516.0,0.04,1.0,False,False,False,True,False,True,False,False,False,False,True,knn
HD 10697 b,HD 10697,Radial Velocity,1999.0,derived_from_pl_bmasse_pl_rade,12.799999999999999,1825.2885414000004,4.799194821014213,1075.3798999999997,2.0509999999999997,0.10399999999999998,5641.0,0.17,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 107148 b,HD 107148,Radial Velocity,2005.0,derived_from_pl_bmasse_pl_rade,9.6,66.74099999999999,0.4159544474283855,48.056,0.2690000000000001,0.05,5797.0,0.314,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 107148 c,HD 107148,Radial Velocity,2021.0,derived_from_pl_bmasse_pl_rade,4.700000000000001,19.896058279999995,1.0566720799429798,18.3267,0.1407,0.34,5752.92,0.2964,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108147 b,HD 108147,Radial Velocity,2002.0,derived_from_pl_bmasse_pl_rade,10.899999999999999,82.94999999999999,0.35318614486625394,10.898499999999999,0.102,0.53,6255.73,0.1803,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108202 b,HD 108202,Radial Velocity,2023.0,derived_from_pl_bmasse_pl_rade,13.099999999999998,953.4852210000001,2.3386586702202004,2989.9999999999995,3.6999999999999997,0.52,4556.03,0.3048,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108236 b,HD 108236,Transit,2020.0,derived_from_pl_bmasse_pl_rade,1.615,3.2399999999999998,4.241253118446715,3.795963,0.045270000000000005,0.045,5660.0,-0.28,5.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108236 c,HD 108236,Transit,2020.0,derived_from_pl_bmasse_pl_rade,2.071,4.94,3.066573751675191,6.203448999999999,0.062,0.034,5660.0,-0.28,5.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108236 e,HD 108236,Transit,2020.0,derived_from_pl_bmasse_pl_rade,3.083,9.71,1.8271130414429353,19.590025,0.1367,0.058,5660.0,-0.28,5.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108236 f,HD 108236,Transit,2021.0,derived_from_pl_bmasse_pl_rade,2.017,4.72,3.1716924308629904,29.54114999999999,0.17579999999999998,0.051,5660.0,-0.28,5.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108341 b,HD 108341,Radial Velocity,2014.0,derived_from_pl_bmasse_pl_rade,13.299999999999999,715.1139157500003,1.67605037727686,1129.0,2.0000000000000004,0.85,5122.0,0.04,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108863 b,HD 108863,Radial Velocity,2011.0,derived_from_pl_bmasse_pl_rade,13.299999999999999,767.2416200000001,1.7982248399051788,437.70000000000005,1.3199999999999998,0.032,4878.0,0.2,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108874 b,HD 108874,Radial Velocity,2002.0,derived_from_pl_bmasse_pl_rade,13.599999999999998,451.3185999999999,0.9893119817639427,394.48123000000015,1.0399999999999998,0.13,5600.0,0.26,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 108874 c,HD 108874,Radial Velocity,2005.0,derived_from_pl_bmasse_pl_rade,13.799999999999999,314.6400000000001,0.6601512287334592,1623.9999999999993,2.6590000000000003,0.239,5551.0,0.19,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 109246 b,HD 109246,Radial Velocity,2010.0,derived_from_pl_bmasse_pl_rade,13.900000000000004,273.3337999999999,0.5611974644206791,68.26999999999998,0.33,0.12,5844.0,0.1,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 109271 b,HD 109271,Radial Velocity,2013.0,derived_from_pl_bmasse_pl_rade,4.31,17.161999999999995,1.181960189321431,7.854300000000001,0.07899999999999999,0.24999999999999997,5783.0,0.1,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 109271 c,HD 109271,Radial Velocity,2013.0,derived_from_pl_bmasse_pl_rade,5.269999999999999,24.154000000000003,0.9099635117938097,30.929999999999993,0.19599999999999998,0.15,5783.0,0.1,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 109286 b,HD 109286,Radial Velocity,2021.0,derived_from_pl_bmasse_pl_rade,13.199999999999998,950.3069369299997,2.2782892849952785,520.0999999999998,1.2590000000000001,0.338,5694.0,0.05,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 109749 b,HD 109749,Radial Velocity,2005.0,derived_from_pl_bmasse_pl_rade,11.099999999999998,85.81409999999994,0.34598436815193584,5.239891000000001,0.061500000000000006,0.0,5824.0,0.23999999999999996,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
HD 10975 b,HD 10975,Radial Velocity,2021.0,derived_from_pl_bmasse_pl_rade,14.300000000000002,143.02278315000007,0.2696893982844238,283.8000000000001,0.9499999999999998,0.442,4840.0,-0.21000000000000002,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
