pl_name,hostname,discoverymethod,disc_year,pl_dens_source,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_met,sy_pnum,pl_rade_was_imputed,pl_bmasse_was_imputed,pl_dens_was_imputed,pl_orbper_was_imputed,pl_orbsmax_was_imputed,pl_orbeccen_was_imputed,st_teff_was_imputed,st_met_was_imputed,sy_pnum_was_imputed,complete_case_before_imputation,any_feature_was_imputed,imputation_method
Kepler-342 c,Kepler-342,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.96,4.500000000000001,3.2954221880338976,26.234138,0.18500000000000003,0.0,6175.0,-0.0005999999999999998,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-342 d,Kepler-342,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.49,6.760000000000001,2.4144344348896034,39.45935699999999,0.24200000000000002,0.0,6175.0,-0.0005999999999999998,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-342 e,Kepler-342,Transit,2016.0,derived_from_pl_bmasse_pl_rade,0.88,0.6149999999999999,4.9761545595416985,1.644224613,0.02909,0.0,6366.0,0.12,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-343 b,Kepler-343,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.41,6.39,2.517192865793878,8.96855,0.08800000000000001,0.0,5807.0,0.1445,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-343 c,Kepler-343,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.02,4.740000000000001,3.1709616898362714,23.221819999999997,0.167,0.0,5807.0,0.1445,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-344 b,Kepler-344,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.61,7.320000000000001,2.270159234911105,21.963944999999995,0.153,0.0,5774.0,0.0399,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-344 c,Kepler-344,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.95,9.01,1.9351984380097276,125.59680900000002,0.48800000000000004,0.0,5774.0,0.0399,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-345 b,Kepler-345,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.74,0.4800000000000001,6.531498627919373,7.415563000000001,0.06600000000000002,0.0,4504.0,0.1905,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-345 c,Kepler-345,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.2,2.2,7.020138888888891,9.387427,0.077,0.0,4504.0,0.1905,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-346 b,Kepler-346,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.66,7.559999999999999,2.214846574290891,6.511127000000001,0.071,0.0,6033.0,0.1,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-346 c,Kepler-346,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.07,9.640000000000002,1.8370825386201495,23.851549000000002,0.16799999999999998,0.0,6033.0,0.1,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-347 b,Kepler-347,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.97,4.54,3.2743412257322175,12.798360000000004,0.11,0.0,6088.0,-0.14,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-347 c,Kepler-347,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.75,3.71,3.8170383673469392,27.320870999999997,0.18299999999999997,0.0,6088.0,-0.14,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-347 d,Kepler-347,Transit,2023.0,derived_from_pl_bmasse_pl_rade,3.04,9.48,1.8606057050954952,85.51734399999998,0.3802,0.0,5592.0,0.16,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-348 b,Kepler-348,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.52,2.9199999999999995,4.584783678378772,7.056770000000001,0.076,0.0,6177.0,-0.030000000000000002,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-348 c,Kepler-348,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.33,2.33,5.46094446359553,17.265426999999995,0.138,0.0,6177.0,-0.030000000000000002,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-349 b,Kepler-349,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.9,94.50000000000001,75.96923749817762,5.929778,0.06500000000000002,0.0,5956.0,0.1509,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-349 c,Kepler-349,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.96,4.500000000000001,3.2954221880338976,12.247628999999998,0.105,0.0,5956.0,0.1509,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-35 b,Kepler-35,Transit,2011.0,derived_from_pl_bmasse_pl_rade,8.160000000000002,40.363,0.4096186514271943,131.45800000000003,0.60347,0.042,5606.0,-0.34,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-350 b,Kepler-350,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.85,16.899999999999995,14.717643574911653,11.189562000000002,0.10400000000000001,0.0,6186.0,0.041,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-350 c,Kepler-350,Transit,2013.0,derived_from_pl_bmasse_pl_rade,3.1,6.1,1.129045684938404,17.849000000000004,0.1385,0.0,6492.3,0.041,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-350 d,Kepler-350,Transit,2013.0,derived_from_pl_bmasse_pl_rade,2.8,14.9,3.742647594752188,26.136,0.1786,0.0,6492.3,0.041,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-351 b,Kepler-351,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.06,4.8,0.9237271738119828,37.054919,0.21400000000000002,0.0,5643.0,-0.16,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-351 c,Kepler-351,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.19,11.099999999999998,1.8854615980606595,57.24809000000001,0.287,0.0,5643.0,-0.16,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-351 d,Kepler-351,Transit,2016.0,derived_from_pl_bmasse_pl_rade,2.72,7.85,2.150946985357724,142.54424700000004,0.5176999999999999,0.0,5225.0,-0.16,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-352 b,Kepler-352,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.86,0.566,4.90668117272693,10.05537,0.08500000000000002,0.0,5212.0,-0.11,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-352 c,Kepler-352,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.24,2.07,5.986487110201068,16.332994999999997,0.118,0.0,5212.0,-0.11,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-352 d,Kepler-352,Transit,2021.0,derived_from_pl_bmasse_pl_rade,0.80628032,0.44899999999999995,4.723402164422536,6.887279987000001,0.06574,0.0,5208.0,-0.14,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-353 b,Kepler-353,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.8899999999999999,0.64,5.00583713610102,5.795277999999999,0.05099999999999999,0.0,3903.0,-0.11999999999999998,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-353 c,Kepler-353,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.38,2.48,5.203327762709699,8.410894,0.06500000000000002,0.0,3903.0,-0.11999999999999998,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-354 b,Kepler-354,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.84,4.039999999999999,3.5759765143420728,5.47666,0.053999999999999986,0.0,4648.0,-0.030000000000000002,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-354 c,Kepler-354,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.31,2.27,5.567737249070434,16.934401999999995,0.115,0.0,4648.0,-0.030000000000000002,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-354 d,Kepler-354,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.24,2.07,5.986487110201068,24.209842000000002,0.146,0.0,4648.0,-0.030000000000000002,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-355 b,Kepler-355,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.46,2.73,4.836941573247442,11.031889999999999,0.102,0.0,6184.0,-0.06,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-355 c,Kepler-355,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.71,7.799999999999999,2.1609936555241696,25.762294000000008,0.17900000000000002,0.0,6184.0,-0.06,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-356 b,Kepler-356,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.57,3.0899999999999994,4.402772893204024,4.612696000000001,0.05700000000000001,0.0,6133.0,-0.0226,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-356 c,Kepler-356,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.8099999999999998,3.93,3.6544631544615522,13.121632,0.115,0.0,6133.0,-0.0226,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-357 b,Kepler-357,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.84,4.039999999999999,3.5759765143420728,6.475434,0.063,0.0,5036.0,0.06,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-357 c,Kepler-357,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.67,7.610000000000001,2.204538229498193,16.85837,0.11999999999999998,0.0,5036.0,0.06,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-357 d,Kepler-357,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.4300000000000006,11.599999999999998,1.5850478991877974,49.499875,0.24599999999999997,0.0,5036.0,0.06,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-358 b,Kepler-358,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.72,7.85,2.150946985357724,34.060467,0.21000000000000002,0.0,5908.0,0.035,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-358 c,Kepler-358,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.85,8.5,2.0246553595438272,83.48836899999999,0.381,0.0,5908.0,0.035,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-359 b,Kepler-359,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.5300000000000002,12.2,1.529334466426279,25.563222,0.178,0.0,6248.0,-0.29,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-359 c,Kepler-359,Transit,2014.0,derived_from_pl_bmasse_pl_rade,4.3,2.9,0.20112191379375405,57.68802,0.30700000000000005,0.0,6248.0,-0.29,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-359 d,Kepler-359,Transit,2014.0,derived_from_pl_bmasse_pl_rade,4.01,2.7,0.23088589804647108,77.095691,0.372,0.0,6248.0,-0.29,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-36 b,Kepler-36,Transit,2012.0,derived_from_pl_bmasse_pl_rade,1.498,3.83,6.282465258332611,13.868250000000002,0.11419,0.0,5979.0,-0.18,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-36 c,Kepler-36,Transit,2012.0,derived_from_pl_bmasse_pl_rade,3.6789999999999994,7.130000000000001,0.7895268939436884,16.21865,0.12692,0.0,5979.0,-0.18,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-360 b,Kepler-360,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.65,3.3599999999999985,4.124337590783871,3.289672,0.044,0.0,6053.0,0.15,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-360 c,Kepler-360,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.1,5.0600000000000005,3.0127243278263682,7.186434,0.07500000000000001,0.0,6053.0,0.15,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-361 b,Kepler-361,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.45,2.7,4.883447455820247,8.486615999999998,0.086,0.0,6169.0,0.04,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-361 c,Kepler-361,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.52,6.9,2.377465536479142,55.188022999999994,0.29999999999999993,0.0,6169.0,0.04,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-362 b,Kepler-362,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.88,0.6149999999999999,4.9761545595416985,10.327186,0.087,0.0,5788.0,-0.11999999999999998,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-362 c,Kepler-362,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.45,2.7,4.883447455820247,37.866281,0.207,0.0,5788.0,-0.11999999999999998,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-363 b,Kepler-363,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.16,1.65,5.828767579646564,3.614568,0.047999999999999994,0.0,5593.0,0.3965,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-363 c,Kepler-363,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.69,66.4,75.85334327502915,7.542426999999999,0.07899999999999999,0.0,5593.0,0.3965,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-363 d,Kepler-363,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.05,4.86,3.110580519725484,11.932125,0.107,0.0,5593.0,0.3965,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-364 b,Kepler-364,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.55,3.0200000000000005,4.471761270182269,25.745718000000004,0.178,0.0,6108.0,-0.031000000000000003,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-364 c,Kepler-364,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.15,5.269999999999999,2.923896512256783,59.980627000000005,0.31199999999999994,0.0,6108.0,-0.031000000000000003,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-365 b,Kepler-365,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.04,4.82,3.1305691249971725,10.664902999999997,0.098,0.0,6012.0,-0.21799999999999997,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-365 c,Kepler-365,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.64,3.33,4.162741580940499,17.784129,0.137,0.0,6012.0,-0.21799999999999997,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-366 b,Kepler-366,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.46,2.73,4.836941573247442,3.2819589999999996,0.045000000000000005,0.0,6209.0,-0.06,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-366 c,Kepler-366,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.79,3.8599999999999994,3.7110343433927793,12.516159999999996,0.11,0.0,6209.0,-0.06,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-367 b,Kepler-367,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.3,2.24,5.621920801092399,37.815724,0.20100000000000004,0.0,4710.0,0.1974,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-367 c,Kepler-367,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.2,1.8699999999999997,5.967118055555557,53.578637000000015,0.25300000000000006,0.0,4710.0,0.1974,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-368 b,Kepler-368,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.2599999999999993,10.700000000000003,1.7029336971196891,26.84768,0.18599999999999997,0.0,5502.0,0.03,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-368 c,Kepler-368,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.8800000000000003,14.300000000000002,1.3499187277370976,72.379334,0.36,0.0,5502.0,0.03,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-369 b,Kepler-369,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.13,1.5099999999999998,5.770432678146812,2.7327560000000006,0.029999999999999995,0.0,3591.0,-0.08999999999999998,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-369 c,Kepler-369,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.41,2.57,5.055248943982655,14.871572,0.09399999999999997,0.0,3591.0,-0.08999999999999998,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-37 b,Kepler-37,Transit,2013.0,derived_from_pl_bmasse_pl_rade,0.30979999999999996,0.7900000000000001,146.50404398636672,13.367019999999998,0.10190000000000002,0.098,5357.0,-0.36,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-37 c,Kepler-37,Transit,2013.0,derived_from_pl_bmasse_pl_rade,0.7550000000000001,1.3000000000000003,16.65594427571,21.301848000000003,0.13899999999999998,0.099,5357.0,-0.36,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-37 d,Kepler-37,Transit,2013.0,derived_from_pl_bmasse_pl_rade,2.03,1.9999999999999998,1.3182829758720032,39.7922622,0.21090000000000003,0.1,5357.0,-0.36,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-37 e,Kepler-37,Transit Timing Variations,2014.0,derived_from_pl_bmasse_pl_rade,0.37000000000000005,8.1,881.7523147691156,51.196000000000005,0.25,0.0,5288.0,-0.25,4.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-370 b,Kepler-370,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.59,3.1500000000000004,4.321016678197437,4.579530000000001,0.053999999999999986,0.0,5852.0,0.13229999999999997,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-370 c,Kepler-370,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.91,4.31,3.410703211928005,19.022929999999995,0.14,0.0,5852.0,0.13229999999999997,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-371 b,Kepler-371,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.89,4.23,3.454790499386117,34.76327799999999,0.20000000000000004,0.0,5666.0,-0.1975,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-371 c,Kepler-371,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.78,3.8199999999999994,3.7348238007628702,67.968015,0.31299999999999994,0.0,5666.0,-0.1975,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-372 b,Kepler-372,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.36,2.4199999999999995,5.3047558772644,6.849692,0.07500000000000001,0.0,6509.0,-0.13,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-372 c,Kepler-372,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.09,5.02,3.0320169204111282,20.053763,0.154,0.0,6509.0,-0.13,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-372 d,Kepler-372,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.69,3.5000000000000004,3.9982936967259324,30.092568,0.20100000000000004,0.0,6509.0,-0.13,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-373 b,Kepler-373,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.36,2.4199999999999995,5.3047558772644,5.535308999999999,0.06,0.0,5787.0,0.14,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-373 c,Kepler-373,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.24,2.07,5.986487110201068,16.725948,0.126,0.0,5787.0,0.14,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-374 b,Kepler-374,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.03,1.08,5.449778398447188,1.8978060000000003,0.028999999999999998,0.0,5977.0,0.1111,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-374 c,Kepler-374,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.1,1.3700000000000003,5.67556724267468,3.282807,0.04200000000000001,0.0,5977.0,0.1111,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-374 d,Kepler-374,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.31,2.27,5.567737249070434,5.028219,0.05600000000000001,0.0,5977.0,0.1111,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-375 b,Kepler-375,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.45,2.7,4.883447455820247,12.125934,0.10100000000000002,0.0,5826.0,-0.04000000000000001,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-375 c,Kepler-375,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.65,7.510000000000001,2.225200131652304,19.986326,0.14100000000000001,0.0,5826.0,-0.04000000000000001,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-376 b,Kepler-376,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.0699999999999998,1.24,5.581322451538435,4.920199,0.05700000000000001,0.0,5900.0,-0.10379999999999999,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-376 c,Kepler-376,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.79,3.8599999999999994,3.7110343433927793,14.172326999999997,0.115,0.0,5900.0,-0.10379999999999999,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-377 b,Kepler-377,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.39,2.51,5.153426454013023,12.509529000000002,0.10899999999999999,0.0,5949.0,0.05,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-377 c,Kepler-377,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.06,4.900000000000001,3.09073080467491,27.014975999999994,0.182,0.0,5949.0,0.05,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-378 b,Kepler-378,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.75,0.347,4.5353671111111105,16.092361,0.112,0.0,4661.0,0.13689999999999997,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-378 c,Kepler-378,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.6999999999999998,0.271,4.3565422740524795,28.906009000000008,0.166,0.0,4661.0,0.13689999999999997,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-379 b,Kepler-379,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.66,3.3899999999999997,4.086412422807794,20.09838,0.152,0.0,6054.0,0.09,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-379 c,Kepler-379,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.29,5.86,2.6906544755765873,62.78469699999999,0.326,0.0,6054.0,0.09,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-38 b,Kepler-38,Transit,2012.0,derived_from_pl_bmasse_pl_rade,4.3,122.00000000000004,8.460990856151033,105.59899999999995,0.4632,0.032,5623.0,-0.11,1.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-380 b,Kepler-380,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.19,1.8099999999999996,5.922491586847294,3.9308209999999995,0.049999999999999996,0.0,6045.0,-0.16,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-380 c,Kepler-380,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.27,2.15,5.787540708939685,7.6300040000000005,0.07799999999999999,0.0,6045.0,-0.16,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-381 b,Kepler-381,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.99,0.937,5.324768962969148,5.629021,0.06600000000000002,0.0,6152.0,-0.2016,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-381 c,Kepler-381,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.12,1.4599999999999997,5.730144178206995,13.391635,0.11700000000000002,0.0,6152.0,-0.2016,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-381 d,Kepler-381,Transit,2021.0,derived_from_pl_bmasse_pl_rade,1.0667864999999999,1.2300000000000004,5.586494040594367,8.256299973,0.08363999999999999,0.0,6197.0,-0.32,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-382 b,Kepler-382,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.32,2.3,5.514076717589114,5.262155000000001,0.05500000000000001,0.0,5600.0,0.08199999999999999,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-382 c,Kepler-382,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.59,3.1500000000000004,4.321016678197437,12.162700999999997,0.09699999999999998,0.0,5600.0,0.08199999999999999,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-383 b,Kepler-383,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.32,2.3,5.514076717589114,12.904531999999996,0.09500000000000001,0.0,4710.0,-0.1785,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-383 c,Kepler-383,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.24,2.07,5.986487110201068,31.200750999999993,0.17200000000000001,0.0,4710.0,-0.1785,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-384 b,Kepler-384,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.12,1.4599999999999997,5.730144178206995,22.597053,0.148,0.0,5577.0,-0.29,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-384 c,Kepler-384,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.13,1.5099999999999998,5.770432678146812,45.348268999999995,0.23599999999999996,0.0,5577.0,-0.29,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-385 b,Kepler-385,Transit,2014.0,derived_from_pl_bmasse_pl_rade,2.73,12.799999999999999,3.468876117107007,10.043685999999997,0.09699999999999998,0.0,6326.0,0.01,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-385 c,Kepler-385,Transit,2014.0,derived_from_pl_bmasse_pl_rade,3.04,13.199999999999998,2.5907168045633475,15.163161,0.127,0.0,6326.0,0.01,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-385 d,Kepler-385,Transit,2020.0,derived_from_pl_bmasse_pl_rade,2.6186448,7.36,2.2600330774373476,56.4159,0.2872,0.0,5829.0,0.01,3.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-386 b,Kepler-386,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.39,2.51,5.153426454013023,12.310430000000002,0.096,0.0,5178.0,0.07,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-386 c,Kepler-386,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.58,3.1200000000000006,4.361642790935402,25.193458000000003,0.155,0.0,5178.0,0.07,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-387 b,Kepler-387,Transit,2014.0,derived_from_pl_bmasse_pl_rade,1.03,1.08,5.449778398447188,6.791636,0.068,0.0,5774.0,-0.3,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-387 c,Kepler-387,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.8899999999999999,0.64,5.00583713610102,11.837548999999996,0.098,0.0,5774.0,-0.3,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
Kepler-388 b,Kepler-388,Transit,2014.0,derived_from_pl_bmasse_pl_rade,0.81,0.4570000000000001,4.741632655365318,3.173315,0.036,0.0,4498.0,0.0,2.0,False,False,False,False,False,False,False,False,False,True,False,knn
