n_nodes_analyzed,n_high_toi_regions,n_anchor_planets,max_TOI,max_ATI,top_region_node_id,top_anchor_pl_name,median_delta_rel_neighbors_best,n_moderate_or_strong_deficit,most_common_expected_direction
124,13,124,0.0766674525511436,0.006852848082388205,cube12_cluster0,HIP 97166 c,0.09090909090082644,23,menor masa planetaria o menor proxy RV a escala orbital comparable
