config_id,node_id,centroid_log_mass,centroid_log_period,centroid_log_semimajor,centroid_z_mass,centroid_z_period,centroid_z_semimajor,spread_r3,n_r3_valid,r3_valid_fraction,I_R3,imputed_fraction_pl_bmasse,physically_derived_fraction_pl_bmasse,observed_fraction_pl_bmasse,imputed_fraction_pl_orbper,physically_derived_fraction_pl_orbper,observed_fraction_pl_orbper,imputed_fraction_pl_orbsmax,physically_derived_fraction_pl_orbsmax,observed_fraction_pl_orbsmax
orbital_pca2_cubes10_overlap0p35,cube25_cluster5,3.0387444079989567,3.598116156853354,0.7133720464488286,1.6636124746348997,2.6406923396147666,2.6461440174977935,0.2525248850329735,22,1.0,0.06060606060606061,0.0,0.0,1.0,0.18181818181818182,0.0,0.8181818181818182,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster6,3.155352259421389,4.0079246627110106,1.003008437711515,1.7781606218330437,3.1057278206104995,3.129639371225895,0.7180507696469933,9,1.0,0.037037037037037035,0.0,0.0,1.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster7,3.1422319322314416,3.0108237950079575,0.39220916538031764,1.765272045704517,1.9742547667676162,2.110020914632161,0.3845716035602354,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster8,3.203331410137034,3.1001259739729767,0.4369712656069028,1.8252922922272408,2.075591564699744,2.1847431116196145,0.17712273115393007,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.75
orbital_pca2_cubes10_overlap0p35,cube26_cluster0,2.9020662029851767,3.2613722133667555,0.4460934200993252,1.5293484867840386,2.2585678119552965,2.199970891850711,0.4874418964153137,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,3.3653632067368604,4.158793586309252,1.0546213530505242,1.9844620381859244,3.276928275091027,3.2157977598523453,0.2861327922462977,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster10,2.695026339912368,2.7093656464467113,0.06696721045133301,1.325965674890592,1.6321712494358513,1.5670885387658022,0.7205551484596506,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster11,2.991909965080535,3.6355570893576776,0.7139322081704429,1.6176052924776072,2.6831789200717484,2.64707910575986,0.23334999288363995,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster12,2.6930644912165294,3.0010627040560487,0.27406007659321296,1.324038479333431,1.9631782430718374,1.91279246821099,0.440794364575943,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.8
orbital_pca2_cubes10_overlap0p35,cube26_cluster13,2.611383145581053,3.5118779717688473,0.6109373394268234,1.243799913155759,2.5428324482075775,2.4751478775109494,0.2908203080866312,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster14,2.8064969143330756,3.3313329502105504,0.5054077340164677,1.4354672874428014,2.3379566592923755,2.298985366735874,0.39205336574430744,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster2,3.1078053627218374,3.7282501973294893,0.7652530702911783,1.7314535703307854,2.788363618374797,2.732749964578811,0.32020354173076937,25,1.0,0.013333333333333334,0.0,0.0,1.0,0.04,0.0,0.96,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster3,2.714800814722216,3.0762256638136107,0.32818494990055547,1.3453908630203224,2.0484703798730717,2.0031441144635087,0.5818408235661512,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster4,2.5969181590371644,2.8078273070479653,0.13398595439415328,1.229590429080403,1.7439018871431289,1.6789641603608068,1.2557525008088517,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster5,2.919636156651279,3.552388940727006,0.654673518960967,1.5466080933564832,2.588802792077415,2.5481574862220238,0.6344312608809204,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster6,2.598358599286782,2.927766725043703,0.22187914305938164,1.231005426095875,1.8800046867208648,1.8256858763672854,0.41576752954401175,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.8181818181818182
orbital_pca2_cubes10_overlap0p35,cube26_cluster7,2.8274318030859176,3.3713485821539138,0.5317545319002719,1.4560323925295071,2.383364913103959,2.3429665609045287,0.305355136031665,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster8,3.1665196791465586,3.4418775821447976,0.5665714447751052,1.789130785701924,2.463398604367314,2.401087073774994,0.3269931882673888,9,1.0,0.037037037037037035,0.0,0.0,1.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster9,1.5991465557427076,2.8284162469454888,0.08980172665440012,0.24944297682819522,1.7672654519095536,1.6052066165414602,0.43312083703870696,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,1.0757160379908188,0.2071938122271636,-1.6601615443870423,-0.26474191950640413,-1.2072004713268902,-1.316039249886962,1.150494183206276,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,0.8211851162633601,0.3016591184661139,-1.6080544319508687,-0.5147769311532032,-1.1000047482115236,-1.2290558889589893,0.9390859035392839,8,1.0,0.041666666666666664,0.125,0.0,0.875,0.0,0.0,1.0,0.0,0.25,0.75
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,0.2563613734815509,0.35875260751030946,-1.6670253217993218,-1.0696239027759946,-1.0352171760652926,-1.3274970797314558,0.28966311011523527,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.8571428571428571
