config_id,node_id,anchor_pl_name,radius_type,radius_value,N_obs,N_exp_neighbors,delta_N_neighbors,delta_rel_neighbors,N_exp_analog,delta_N_analog,delta_rel_analog,n_analog_nodes,reference_used,warning
orbital_pca2_cubes10_overlap0p35,cube33_cluster3,HD 11506 d,r_node_median,0.13099452945405943,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster3,HD 11506 d,r_node_q75,0.25827783239411883,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube33_cluster3,HD 11506 d,r_kNN,0.1519918180061656,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,TOI-3071 b,r_node_median,1.0288831230601985,600,599.0,-1.0,-0.001669449081800218,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,TOI-3071 b,r_node_q75,1.424748461191791,1352,1343.0,-9.0,-0.006701414743107445,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,TOI-3071 b,r_kNN,0.371072815692929,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1350 c,r_node_median,0.9162819795874347,820,802.0,-18.0,-0.02244389027428623,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1350 c,r_node_q75,1.8865951451191945,3038,2780.0,-258.0,-0.09280575539565007,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1350 c,r_kNN,0.14906137483678697,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster4,Kepler-1350 c,r_node_median,0.9162819795874347,820,802.0,-18.0,-0.02244389027428623,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster4,Kepler-1350 c,r_node_q75,1.8865951451191945,3038,2780.0,-258.0,-0.09280575539565007,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster4,Kepler-1350 c,r_kNN,0.14906137483678697,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster5,HD 20794 d,r_node_median,0.18199214857740698,35,36.0,1.0,0.027777777777006175,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster5,HD 20794 d,r_node_q75,0.344522643491197,127,128.0,1.0,0.0078124999999389655,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster5,HD 20794 d,r_kNN,0.09926598479661047,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster9,HD 20794 d,r_node_median,0.18199214857740698,35,36.0,1.0,0.027777777777006175,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster9,HD 20794 d,r_node_q75,0.344522643491197,127,128.0,1.0,0.0078124999999389655,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster9,HD 20794 d,r_kNN,0.09926598479661047,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster8,GJ 3998 d,r_node_median,0.15164726761444833,53,54.0,1.0,0.018518518518175583,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster8,GJ 3998 d,r_node_q75,1.0407595464714192,2037,2008.0,-29.0,-0.014442231075690018,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster8,GJ 3998 d,r_kNN,0.10123904882153247,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,HD 217107 c,r_node_median,0.3273384169248367,16,17.0,1.0,0.0588235294083045,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,HD 217107 c,r_node_q75,0.4269223874945434,24,25.0,1.0,0.0399999999984,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,HD 217107 c,r_kNN,0.10359384396924798,5,6.0,1.0,0.16666666663888888,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster1,HD 217107 c,r_node_median,0.3273384169248367,16,17.0,1.0,0.0588235294083045,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster1,HD 217107 c,r_node_q75,0.4269223874945434,24,25.0,1.0,0.0399999999984,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster1,HD 217107 c,r_kNN,0.10359384396924798,5,6.0,1.0,0.16666666663888888,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster2,BD-06 1339 c,r_node_median,0.6634752606486447,169,170.0,1.0,0.005882352941141869,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster2,BD-06 1339 c,r_node_q75,0.8786243415914275,381,382.0,1.0,0.002617801047113566,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster2,BD-06 1339 c,r_kNN,0.1644121032379221,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster1,BD-06 1339 c,r_node_median,0.6634752606486447,169,170.0,1.0,0.005882352941141869,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster1,BD-06 1339 c,r_node_q75,0.8786243415914275,381,382.0,1.0,0.002617801047113566,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster1,BD-06 1339 c,r_kNN,0.1644121032379221,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster4,Kepler-413 b,r_node_median,1.0557609825908232,707,706.0,-1.0,-0.0014164305948988435,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster4,Kepler-413 b,r_node_q75,1.113671146550466,830,829.0,-1.0,-0.0012062726176101251,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster4,Kepler-413 b,r_kNN,0.18563420922165277,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster12,Kepler-413 b,r_node_median,1.0557609825908232,707,706.0,-1.0,-0.0014164305948988435,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster12,Kepler-413 b,r_node_q75,1.113671146550466,830,829.0,-1.0,-0.0012062726176101251,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster12,Kepler-413 b,r_kNN,0.18563420922165277,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster6,HD 216520 c,r_node_median,0.21003863089997885,49,50.0,1.0,0.0199999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster6,HD 216520 c,r_node_q75,0.4903036709967886,180,181.0,1.0,0.005524861878422515,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster6,HD 216520 c,r_kNN,0.08254321426094585,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster10,HD 216520 c,r_node_median,0.21003863089997885,49,50.0,1.0,0.0199999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster10,HD 216520 c,r_node_q75,0.4903036709967886,180,181.0,1.0,0.005524861878422515,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube19_cluster10,HD 216520 c,r_kNN,0.08254321426094585,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster3,HD 11506 d,r_node_median,0.1519918180061656,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster3,HD 11506 d,r_node_q75,0.5771358755579786,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube32_cluster3,HD 11506 d,r_kNN,0.1519918180061656,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,K2-104 b,r_node_median,0.7727955745048452,699,700.0,1.0,0.0014285714285693879,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,K2-104 b,r_node_q75,1.278221429153536,1757,1758.0,1.0,0.0005688282138790849,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,K2-104 b,r_kNN,0.12816377269505616,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster5,TOI-5110 b,r_node_median,2.179707888867152,2531,1633.0,-898.0,-0.5499081445189529,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster5,TOI-5110 b,r_node_q75,2.303340901059071,3077,2064.0,-1013.0,-0.4907945736431731,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster5,TOI-5110 b,r_kNN,0.30198886579993506,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster3,HD 156098 b,r_node_median,0.5982421610395032,977,968.0,-9.0,-0.00929752066114742,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster3,HD 156098 b,r_node_q75,1.2235282858987586,2806,2670.0,-136.0,-0.050936329587995904,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube11_cluster3,HD 156098 b,r_kNN,0.0960588315224557,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube12_cluster1,GJ 3293 b,r_node_median,0.504003170699193,374,29.0,-345.0,-11.896551723727706,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube12_cluster1,GJ 3293 b,r_node_q75,0.6053576464091385,657,52.0,-605.0,-11.634615384391642,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube12_cluster1,GJ 3293 b,r_kNN,0.17570086128382875,10,1.0,-9.0,-8.999999991,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,55 Cnc e,r_node_median,0.580621725573379,57,58.0,1.0,0.017241379310047565,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,55 Cnc e,r_node_q75,1.0772475703195759,85,86.0,1.0,0.011627906976608978,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,55 Cnc e,r_kNN,0.2646539631785437,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster1,55 Cnc e,r_node_median,0.580621725573379,57,58.0,1.0,0.017241379310047565,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster1,55 Cnc e,r_node_q75,1.0772475703195759,85,86.0,1.0,0.011627906976608978,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster1,55 Cnc e,r_kNN,0.2646539631785437,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster1,Kepler-1323 b,r_node_median,0.596804704605394,76,74.0,-2.0,-0.027027027026661796,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster1,Kepler-1323 b,r_node_q75,2.234911956666754,104,102.0,-2.0,-0.019607843137062667,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster1,Kepler-1323 b,r_kNN,0.09422322432535349,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,Kepler-1323 b,r_node_median,0.596804704605394,76,74.0,-2.0,-0.027027027026661796,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,Kepler-1323 b,r_node_q75,2.234911956666754,104,102.0,-2.0,-0.019607843137062667,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,Kepler-1323 b,r_kNN,0.09422322432535349,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster2,HD 80653 b,r_node_median,0.5886478820259612,66,64.0,-2.0,-0.031249999999511717,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster2,HD 80653 b,r_node_q75,0.798555190704227,80,78.0,-2.0,-0.02564102564069691,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster2,HD 80653 b,r_kNN,0.22272503406680472,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,HD 80653 b,r_node_median,0.5886478820259612,66,64.0,-2.0,-0.031249999999511717,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,HD 80653 b,r_node_q75,0.798555190704227,80,78.0,-2.0,-0.02564102564069691,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,HD 80653 b,r_kNN,0.22272503406680472,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,Kepler-780 b,r_node_median,0.6620788285187432,56,55.0,-1.0,-0.018181818181487605,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,Kepler-780 b,r_node_q75,0.7794712690095069,76,74.0,-2.0,-0.027027027026661796,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,Kepler-780 b,r_kNN,0.2474202277133778,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster3,Kepler-780 b,r_node_median,0.6620788285187432,56,55.0,-1.0,-0.018181818181487605,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster3,Kepler-780 b,r_node_q75,0.7794712690095069,76,74.0,-2.0,-0.027027027026661796,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube5_cluster3,Kepler-780 b,r_kNN,0.2474202277133778,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster6,Kepler-732 c,r_node_median,0.1354375804128774,6,7.0,1.0,0.1428571428367347,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster6,Kepler-732 c,r_node_q75,0.370835227662214,63,64.0,1.0,0.015624999999755858,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster6,Kepler-732 c,r_kNN,0.15025761263327383,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-732 c,r_node_median,0.1354375804128774,6,7.0,1.0,0.1428571428367347,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-732 c,r_node_q75,0.370835227662214,63,64.0,1.0,0.015624999999755858,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-732 c,r_kNN,0.15025761263327383,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,Kepler-732 c,r_node_median,0.09625342140628891,2,2.0,0.0,0.0,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,Kepler-732 c,r_node_q75,0.11584550090958315,4,2.0,-2.0,-0.9999999995,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,Kepler-732 c,r_kNN,0.15025761263327383,10,3.0,-7.0,-2.3333333325555556,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,G 264-012 b,r_node_median,0.3343010630287086,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,G 264-012 b,r_node_q75,0.4016392186133156,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,G 264-012 b,r_kNN,0.2929117308919391,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,TOI-1807 b,r_node_median,0.13570214388239676,8,8.0,0.0,0.0,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,TOI-1807 b,r_node_q75,0.507103125994177,12,10.0,-2.0,-0.19999999998,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,TOI-1807 b,r_kNN,0.07885470725021801,4,4.0,0.0,0.0,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster3,TOI-2260 b,r_node_median,0.4139192368872182,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube1_cluster3,TOI-2260 b,r_node_q75,0.8610891956020457,3,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube1_cluster3,TOI-2260 b,r_kNN,0.44863661089349754,3,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,K2-147 b,r_node_median,0.2441599892935389,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,K2-147 b,r_node_q75,0.6744993229900524,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,K2-147 b,r_kNN,1.104838656686566,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster2,GJ 3988 b,r_node_median,0.17051275414202433,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster2,GJ 3988 b,r_node_q75,0.4010261155391618,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster2,GJ 3988 b,r_kNN,0.6315394769362993,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster3,K2-147 b,r_node_median,0.2441599892935389,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster3,K2-147 b,r_node_q75,0.6744993229900524,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster3,K2-147 b,r_kNN,1.104838656686566,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster2,Kepler-828 b,r_node_median,0.07418024265167003,7,8.0,1.0,0.124999999984375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster2,Kepler-828 b,r_node_q75,0.30620510669774,10,11.0,1.0,0.09090909090082644,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster2,Kepler-828 b,r_kNN,0.03957279103592947,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster4,Kepler-732 c,r_node_median,0.09625342140628891,2,2.0,0.0,0.0,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster4,Kepler-732 c,r_node_q75,0.11584550090958315,4,2.0,-2.0,-0.9999999995,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube6_cluster4,Kepler-732 c,r_kNN,0.15025761263327383,10,3.0,-7.0,-2.3333333325555556,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster1,GJ 1265 b,r_node_median,0.1657566623787072,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster1,GJ 1265 b,r_node_q75,0.5787009269846064,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster1,GJ 1265 b,r_kNN,0.1657566623787072,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster2,Wolf 1061 c,r_node_median,0.2040319921074062,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster2,Wolf 1061 c,r_node_q75,0.2195844366189408,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster2,Wolf 1061 c,r_kNN,0.2040319921074062,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster3,K2-146 b,r_node_median,0.509145531758229,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube7_cluster3,K2-146 b,r_node_q75,1.035272088381452,2,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube7_cluster3,K2-146 b,r_kNN,1.5613986450046746,3,,,,,,,0,unavailable,insufficient_neighbors
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,HD 11977 b,r_node_median,0.3967612158566878,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,HD 11977 b,r_node_q75,0.46666454773082205,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,HD 11977 b,r_kNN,0.4143253535268329,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster9,GJ 667 C b,r_node_median,0.5546899821504823,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster9,GJ 667 C b,r_node_q75,0.6462047468387633,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster9,GJ 667 C b,r_kNN,0.7377195115270442,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster4,Wolf 1061 c,r_node_median,0.2040319921074062,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster4,Wolf 1061 c,r_node_q75,0.2195844366189408,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube13_cluster4,Wolf 1061 c,r_kNN,0.2040319921074062,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster1,TOI-1680 b,r_node_median,0.3906976690957683,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster1,TOI-1680 b,r_node_q75,0.4311173357922108,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster1,TOI-1680 b,r_kNN,0.4715370024886532,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster8,TOI-1680 b,r_node_median,0.3906976690957683,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster8,TOI-1680 b,r_node_q75,0.4311173357922108,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster8,TOI-1680 b,r_kNN,0.4715370024886532,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster7,GJ 667 C b,r_node_median,0.5546899821504823,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster7,GJ 667 C b,r_node_q75,0.6462047468387633,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster7,GJ 667 C b,r_kNN,0.7377195115270442,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster5,G 264-012 b,r_node_median,0.3343010630287086,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster5,G 264-012 b,r_node_q75,0.4016392186133156,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster5,G 264-012 b,r_kNN,0.2929117308919391,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster9,GJ 3988 b,r_node_median,0.17051275414202433,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster9,GJ 3988 b,r_node_q75,0.4010261155391618,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube7_cluster9,GJ 3988 b,r_kNN,0.6315394769362993,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster0,GJ 1265 b,r_node_median,0.1657566623787072,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster0,GJ 1265 b,r_node_q75,0.5787009269846064,4,5.0,1.0,0.19999999996,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube8_cluster0,GJ 1265 b,r_kNN,0.1657566623787072,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,HD 111591 b,r_node_median,0.4726722907004993,2,3.0,1.0,0.3333333332222222,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,HD 111591 b,r_node_q75,0.6466327221562889,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,HD 111591 b,r_kNN,0.6282668493964481,3,4.0,1.0,0.2499999999375,,,,0,N1,insufficient_analogs
