config_id,feature_space,lens,region_type,region_id,n_members,final_label,confidence,physical_evidence_score,observational_bias_score,imputation_risk_score,dominant_discoverymethod,dominant_discoverymethod_fraction,discoverymethod_enrichment_z,discoverymethod_enrichment_p,mean_imputation_fraction,radius_class_dominant,radius_class_purity,orbit_class_dominant,thermal_class_dominant,rationale_short,recommended_report_language,node_id,discoverymethod_entropy,discoverymethod_js_divergence_vs_global,discoverymethod_kl_divergence_vs_global,dominant_disc_facility,dominant_disc_facility_fraction,disc_facility_entropy,disc_year_median,disc_year_iqr,max_imputation_fraction,frac_orbit_short_period,frac_orbit_intermediate_period,frac_orbit_long_period,frac_thermal_very_hot,frac_thermal_hot,frac_thermal_warm,frac_thermal_cool,frac_hot_jupiter_candidate,frac_super_earth_candidate,frac_sub_neptune_candidate,frac_rocky_candidate,frac_long_period_giant_candidate,candidate_population_top,physically_derived_fraction,frac_any_imputed,enrichment_z,empirical_p_value,n_perm,seed,component_id,n_component_nodes,component_node_ids,beta_1_component,dominant_candidate_population,caution_level
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,0,5825,observational,medium,0.55,0.7503862660944206,0.8888888888888888,Transit,0.7503862660944206,,,0.1,sub_neptune_size,0.4415450643776824,short_period,warm,physical_score=0.55; bias_score=0.75; imputation_risk=0.89; Transit fraction=0.75; radius=sub_neptune_size,component `0` in `joint_no_density_pca2_cubes10_overlap0p35` is observationally suspicious: it is dominated by Transit metadata and should not be read as an astrophysical population without additional controls.,,1.072972169078395,0.0053736931341,0.0168975150403961,Kepler,0.4549356223175965,3.114710390975359,2016.0,7.0,0.6666666666666666,,,,,,,,,,,,,,0.0101720237301069,,,,,,0,47.0,"[""cube10_cluster0"", ""cube11_cluster0"", ""cube12_cluster0"", ""cube12_cluster1"", ""cube13_cluster0"", ""cube14_cluster0"", ""cube15_cluster0"", ""cube15_cluster1"", ""cube16_cluster0"", ""cube19_cluster0"", ""cube1_cluster0"", ""cube20_cluster0"", ""cube21_cluster0"", ""cube22_cluster0"", ""cube23_cluster0"", ""cube23_cluster1"", ""cube24_cluster0"", ""cube24_cluster1"", ""cube25_cluster0"", ""cube26_cluster0"", ""cube27_cluster0"", ""cube28_cluster0"", ""cube29_cluster0"", ""cube2_cluster0"", ""cube2_cluster1"", ""cube2_cluster2"", ""cube2_cluster3"", ""cube30_cluster0"", ""cube30_cluster1"", ""cube31_cluster0"", ""cube34_cluster0"", ""cube35_cluster0"", ""cube36_cluster0"", ""cube37_cluster0"", ""cube38_cluster0"", ""cube38_cluster1"", ""cube3_cluster0"", ""cube44_cluster0"", ""cube45_cluster0"", ""cube46_cluster0"", ""cube4_cluster0"", ""cube53_cluster0"", ""cube54_cluster0"", ""cube55_cluster0"", ""cube5_cluster0"", ""cube5_cluster1"", ""cube6_cluster0""]",78.0,warm_or_cool_giant_candidate,low
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,2,3,weak,high,1.0,1.0,0.85,Transit,1.0,,,0.0,sub_neptune_size,1.0,short_period,hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.85; Transit fraction=1.00; radius=sub_neptune_size,"component `2` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.6666666666666666,0.9182958340544896,2021.0,4.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2,2.0,"[""cube13_cluster1"", ""cube22_cluster1""]",0.0,sub_neptune_candidate,low
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,4,4,weak,high,1.0,1.0,0.85,Radial Velocity,1.0,,,0.25,sub_neptune_size,1.0,intermediate_period,cool,physical_score=1.00; bias_score=1.00; imputation_risk=0.85; Radial Velocity fraction=1.00; radius=sub_neptune_size,"component `4` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.5,1.5,2021.0,8.75,0.3333333333333333,,,,,,,,,,,,,,0.0,,,,,,4,2.0,"[""cube26_cluster1"", ""cube27_cluster1""]",0.0,sub_neptune_candidate,moderate
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,6,5,weak,high,1.0,1.0,1.0,Imaging,1.0,,,0.3333333333333333,jovian_size,1.0,long_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=1.00; Imaging fraction=1.00; radius=jovian_size,"component `6` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,-0.0,0.9427362540718256,6.029977346192703,European Space Agency (ESA) Gaia Satellite,0.4,1.521928094887362,2019.0,7.0,0.3333333333333333,,,,,,,,,,,,,,0.0,,,,,,6,4.0,"[""cube50_cluster0"", ""cube51_cluster0"", ""cube59_cluster0"", ""cube60_cluster0""]",3.0,warm_or_cool_giant_candidate,high
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,7,10,weak,high,1.0,1.0,1.0,Imaging,1.0,,,0.5,jovian_size,1.0,long_period,cool,physical_score=1.00; bias_score=1.00; imputation_risk=1.00; Imaging fraction=1.00; radius=jovian_size,"component `7` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,-0.0,0.9427362540718256,6.029977346192703,W. M. Keck Observatory,0.4,1.721928094887362,2018.0,10.75,0.5,,,,,,,,,,,,,,0.0,,,,,,7,2.0,"[""cube61_cluster0"", ""cube62_cluster0""]",0.0,warm_or_cool_giant_candidate,high
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,8,4,weak,high,1.0,1.0,1.0,Imaging,1.0,,,0.5,jovian_size,1.0,long_period,cool,physical_score=1.00; bias_score=1.00; imputation_risk=1.00; Imaging fraction=1.00; radius=jovian_size,"component `8` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,-0.0,0.9427362540718256,6.029977346192703,Paranal Observatory,0.25,2.0,2016.5,17.75,0.5,,,,,,,,,,,,,,0.0,,,,,,8,2.0,"[""cube61_cluster1"", ""cube68_cluster0""]",0.0,warm_or_cool_giant_candidate,high
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,1,4,weak,high,0.55,1.0,0.85,Transit,1.0,,,0.0,rocky_size,0.5,short_period,very_hot,physical_score=0.55; bias_score=1.00; imputation_risk=0.85; Transit fraction=1.00; radius=rocky_size,"component `1` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,-0.0,0.1445587314591173,0.4359638356008698,K2,0.5,1.5,2018.0,4.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1,1.0,"[""cube5_cluster2""]",0.0,sub_neptune_candidate,low
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,3,3,weak,high,1.0,0.6666666666666666,0.85,Radial Velocity,0.6666666666666666,,,0.0555555555555555,rocky_size,1.0,short_period,cool,physical_score=1.00; bias_score=0.67; imputation_risk=0.85; Radial Velocity fraction=0.67; radius=rocky_size,"component `3` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,0.9182958340544896,0.1957684669888445,0.8347533405119626,La Silla Observatory,0.6666666666666666,0.9182958340544896,2025.0,4.5,0.1666666666666666,,,,,,,,,,,,,,0.0,,,,,,3,1.0,"[""cube19_cluster1""]",0.0,rocky_candidate,low
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,component,5,4,weak,high,1.0,0.6,0.85,Radial Velocity,0.5,,,0.1666666666666666,jovian_size,1.0,intermediate_period,warm,physical_score=1.00; bias_score=0.60; imputation_risk=0.85; Radial Velocity fraction=0.50; radius=jovian_size,"component `5` in `joint_no_density_pca2_cubes10_overlap0p35` is weak evidence: size, imputation, or ambiguous physical/observational signals make it unsuitable for strong interpretation.",,1.0,0.1061488855211604,0.4237778398376909,K2,0.25,2.0,2015.0,13.5,0.3333333333333333,,,,,,,,,,,,,,0.0,,,,,,5,1.0,"[""cube28_cluster1""]",0.0,warm_or_cool_giant_candidate,moderate
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube12_cluster1,5,mixed,high,1.0,1.0,0.5,Transit,1.0,1.3547489772884682,0.2157842157842157,0.0,rocky_size,1.0,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.50; Transit fraction=1.00; enrichment_z=1.35; p=0.216; radius=rocky_size,node `cube12_cluster1` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube12_cluster1,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,rocky_candidate,0.0,0.0,1.3547489772884682,0.2157842157842157,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube16_cluster0,98,mixed,high,1.0,1.0,0.4444444444444444,Transit,0.979591836734694,5.279959007906623,0.0009990009990009,0.0119047619047619,jovian_size,1.0,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.44; Transit fraction=0.98; enrichment_z=5.28; p=0.001; radius=jovian_size,node `cube16_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (jovian_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube16_cluster0,0.1641343332046879,0.1206341414378684,0.3839180638797249,Transiting Exoplanet Survey Satellite (TESS),0.2142857142857142,3.631735214516514,2016.0,6.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hot_jupiter_candidate,0.0068027210884353,0.0612244897959183,5.279959007906623,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube1_cluster0,8,mixed,high,1.0,1.0,0.5,Transit,1.0,1.687071631765004,0.0959040959040959,0.0208333333333333,rocky_size,1.0,short_period,hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.50; Transit fraction=1.00; enrichment_z=1.69; p=0.096; radius=rocky_size,node `cube1_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube1_cluster0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.875,0.5435644431995964,2022.0,2.5,0.1666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,super_earth_candidate,0.0416666666666666,0.125,1.687071631765004,0.0959040959040959,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube2_cluster0,32,mixed,high,1.0,1.0,0.4444444444444444,Transit,1.0,3.2816172106326924,0.0009990009990009,0.0989583333333333,rocky_size,0.8125,short_period,hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.44; Transit fraction=1.00; enrichment_z=3.28; p=0.001; radius=rocky_size,node `cube2_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube2_cluster0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.46875,1.4614828307119232,2018.0,5.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6875,0.1875,0.125,0.0,super_earth_candidate,0.0520833333333333,0.3125,3.2816172106326924,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube2_cluster1,10,mixed,high,1.0,1.0,0.25,Transit,1.0,1.889617330382968,0.0569430569430569,0.0166666666666666,rocky_size,1.0,short_period,hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.25; Transit fraction=1.00; enrichment_z=1.89; p=0.057; radius=rocky_size,node `cube2_cluster1` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube2_cluster1,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.9,0.4689955935892812,2022.0,3.5,0.1666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,super_earth_candidate,0.0499999999999999,0.1,1.889617330382968,0.0569430569430569,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube2_cluster2,5,mixed,high,1.0,1.0,0.5,Transit,1.0,1.3221905440807789,0.2137862137862138,0.0,rocky_size,1.0,short_period,hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.50; Transit fraction=1.00; enrichment_z=1.32; p=0.214; radius=rocky_size,node `cube2_cluster2` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube2_cluster2,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,5.0,0.0,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,rocky_candidate,0.0,0.0,1.3221905440807789,0.2137862137862138,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube2_cluster3,5,mixed,high,1.0,1.0,0.5,Transit,1.0,1.3547489772884682,0.2157842157842157,0.0,rocky_size,1.0,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.50; Transit fraction=1.00; enrichment_z=1.35; p=0.216; radius=rocky_size,node `cube2_cluster3` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube2_cluster3,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,rocky_candidate,0.0,0.0,1.3547489772884682,0.2157842157842157,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube35_cluster0,228,mixed,medium,1.0,1.0,0.9576023391812865,Microlensing,0.3640350877192982,23.44839797066972,0.0009990009990009,0.2872807017543859,jovian_size,0.425438596491228,long_period,cool,physical_score=1.00; bias_score=1.00; imputation_risk=0.96; Microlensing fraction=0.36; enrichment_z=23.45; p=0.001; radius=jovian_size,node `cube35_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (jovian_size/long_period) and discovery-method enrichment (Microlensing); it should be discussed as mixed evidence rather than a clean physical structure.,cube35_cluster0,1.7843834952725972,0.2135399554968616,1.0498357899368516,Kepler,0.2675438596491228,3.0189700654476725,2018.0,8.0,0.5,0.0,0.0,1.0,0.0,0.0,0.4692982456140351,0.5307017543859649,0.0,0.0,0.2982456140350877,0.0,0.2763157894736842,warm_or_cool_giant_candidate,0.0080409356725146,0.7105263157894737,23.44839797066972,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube3_cluster0,143,mixed,high,1.0,1.0,0.4444444444444444,Transit,1.0,6.9285537679799445,0.0009990009990009,0.0221445221445221,rocky_size,0.7832167832167832,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.44; Transit fraction=1.00; enrichment_z=6.93; p=0.001; radius=rocky_size,node `cube3_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube3_cluster0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.7832167832167832,1.008609314829388,2016.0,4.5,0.3333333333333333,1.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,0.6013986013986014,0.2167832167832167,0.1818181818181818,0.0,super_earth_candidate,0.0104895104895104,0.0839160839160839,6.9285537679799445,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube4_cluster0,87,mixed,high,1.0,1.0,0.4444444444444444,Transit,0.9770114942528736,5.114878650338056,0.0009990009990009,0.0134099616858237,rocky_size,0.6896551724137931,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.44; Transit fraction=0.98; enrichment_z=5.11; p=0.001; radius=rocky_size,node `cube4_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube4_cluster0,0.1808948800820081,0.1137101358163311,0.3565939662241023,Kepler,0.735632183908046,1.2588107371285686,2016.0,2.5,0.3333333333333333,1.0,0.0,0.0,0.9885057471264368,0.0114942528735632,0.0,0.0,0.0,0.6091954022988506,0.3103448275862069,0.0804597701149425,0.0,super_earth_candidate,0.0019157088122605,0.0689655172413793,5.114878650338056,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube5_cluster0,10,mixed,high,1.0,1.0,0.25,Transit,1.0,1.85185891944403,0.0579420579420579,0.0166666666666666,jovian_size,1.0,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.25; Transit fraction=1.00; enrichment_z=1.85; p=0.058; radius=jovian_size,node `cube5_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (jovian_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube5_cluster0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.2,2.9219280948873623,2015.0,12.0,0.1666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hot_jupiter_candidate,0.0,0.1,1.85185891944403,0.0579420579420579,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube5_cluster1,6,mixed,high,1.0,1.0,0.5,Transit,1.0,1.3997538927681143,0.1838161838161838,0.0277777777777777,sub_neptune_size,0.6666666666666666,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.50; Transit fraction=1.00; enrichment_z=1.40; p=0.184; radius=sub_neptune_size,node `cube5_cluster1` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (sub_neptune_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube5_cluster1,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.5,1.4591479170272448,2020.0,5.0,0.1666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,sub_neptune_candidate,0.0277777777777777,0.1666666666666666,1.3997538927681143,0.1838161838161838,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube15_cluster0,400,mixed,high,0.9975,1.0,0.6666666666666666,Transit,0.9375,8.782362739104888,0.0009990009990009,0.035,jovian_size,0.9975,short_period,very_hot,physical_score=1.00; bias_score=1.00; imputation_risk=0.67; Transit fraction=0.94; enrichment_z=8.78; p=0.001; radius=jovian_size,node `cube15_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (jovian_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube15_cluster0,0.362426266004656,0.0712814507281156,0.232181435201831,Transiting Exoplanet Survey Satellite (TESS),0.2475,3.671741293512515,2016.0,9.0,0.5,0.995,0.005,0.0,0.635,0.365,0.0,0.0,0.9925,0.0,0.0,0.0,0.0,hot_jupiter_candidate,0.00375,0.135,8.782362739104888,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube24_cluster1,192,mixed,high,0.9947916666666666,1.0,0.6666666666666666,Transit,0.8958333333333334,4.622937790154055,0.0009990009990009,0.0564236111111111,jovian_size,0.9947916666666666,short_period,hot,physical_score=0.99; bias_score=1.00; imputation_risk=0.67; Transit fraction=0.90; enrichment_z=4.62; p=0.001; radius=jovian_size,node `cube24_cluster1` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (jovian_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube24_cluster1,0.4820661480830931,0.0506359757649782,0.1596922717673809,Transiting Exoplanet Survey Satellite (TESS),0.3072916666666667,3.5385295187685166,2017.0,11.0,0.5,0.984375,0.015625,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.0,hot_jupiter_candidate,0.0017361111111111,0.1927083333333333,4.622937790154055,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube14_cluster0,518,mixed,high,0.9826254826254828,1.0,0.6666666666666666,Transit,0.88996138996139,7.846626244327622,0.0009990009990009,0.0463320463320463,jovian_size,0.7065637065637066,short_period,hot,physical_score=0.98; bias_score=1.00; imputation_risk=0.67; Transit fraction=0.89; enrichment_z=7.85; p=0.001; radius=jovian_size,node `cube14_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (jovian_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube14_cluster0,0.5541865871435778,0.0473761285784448,0.15044500746963,Transiting Exoplanet Survey Satellite (TESS),0.2374517374517374,3.524418024433741,2016.0,7.75,0.5,0.9826254826254828,0.0173745173745173,0.0,0.2509652509652509,0.747104247104247,0.0019305019305019,0.0,0.7007722007722008,0.0675675675675675,0.1332046332046332,0.0057915057915057,0.0,hot_jupiter_candidate,0.0086872586872586,0.1679536679536679,7.846626244327622,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube11_cluster0,303,mixed,high,0.9801980198019802,1.0,0.4444444444444444,Transit,0.933993399339934,7.631029166610399,0.0009990009990009,0.044004400440044,rocky_size,0.7491749174917491,short_period,warm,physical_score=0.98; bias_score=1.00; imputation_risk=0.44; Transit fraction=0.93; enrichment_z=7.63; p=0.001; radius=rocky_size,node `cube11_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (rocky_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube11_cluster0,0.3508411629476375,0.0666395408916736,0.2155271616975007,Kepler,0.4686468646864686,2.011298317601129,2018.0,6.0,0.3333333333333333,0.9801980198019802,0.0198019801980198,0.0,0.0,0.2178217821782178,0.7821782178217822,0.0,0.0,0.5313531353135313,0.2508250825082508,0.2145214521452145,0.0,super_earth_candidate,0.0187018701870187,0.1815181518151815,7.631029166610399,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube28_cluster0,905,mixed,high,0.9447513812154696,1.0,0.6666666666666666,Transit,0.8132596685082873,5.075319242109104,0.0009990009990009,0.0662983425414364,sub_neptune_size,0.7513812154696132,intermediate_period,warm,physical_score=0.94; bias_score=1.00; imputation_risk=0.67; Transit fraction=0.81; enrichment_z=5.08; p=0.001; radius=sub_neptune_size,node `cube28_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (sub_neptune_size/intermediate_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube28_cluster0,0.8901964764023932,0.0150509851028553,0.0482566593496933,Kepler,0.6939226519337016,1.905941655716072,2016.0,7.0,0.5,0.0,0.7734806629834254,0.2265193370165746,0.0,0.0077348066298342,0.9447513812154696,0.0475138121546961,0.0,0.0176795580110497,0.7513812154696132,0.0,0.0552486187845303,sub_neptune_candidate,0.0058931860036832,0.205524861878453,5.075319242109104,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube13_cluster0,1144,mixed,high,0.9335664335664337,1.0,0.4444444444444444,Transit,0.9388111888111887,16.47954871058234,0.0009990009990009,0.0388986013986014,sub_neptune_size,0.5506993006993007,short_period,hot,physical_score=0.93; bias_score=1.00; imputation_risk=0.44; Transit fraction=0.94; enrichment_z=16.48; p=0.001; radius=sub_neptune_size,node `cube13_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (sub_neptune_size/short_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube13_cluster0,0.3548613552420086,0.0686731895005922,0.223323686840019,Kepler,0.5979020979020979,1.935515185039143,2016.0,5.0,0.3333333333333333,0.9335664335664337,0.0664335664335664,0.0,0.0926573426573426,0.8828671328671329,0.0244755244755244,0.0,0.0952797202797202,0.2316433566433566,0.5506993006993007,0.0367132867132867,0.0,sub_neptune_candidate,0.0189393939393939,0.1451048951048951,16.47954871058234,0.0009990009990009,1000.0,42.0,,,,,,
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,node,cube20_cluster0,964,mixed,high,0.9294605809128632,1.0,0.4444444444444444,Transit,0.8983402489626556,11.535253925570917,0.0009990009990009,0.0383817427385892,sub_neptune_size,0.6192946058091287,intermediate_period,warm,physical_score=0.93; bias_score=1.00; imputation_risk=0.44; Transit fraction=0.90; enrichment_z=11.54; p=0.001; radius=sub_neptune_size,node `cube20_cluster0` in `joint_no_density_pca2_cubes10_overlap0p35` has both physical coherence (sub_neptune_size/intermediate_period) and discovery-method enrichment (Transit); it should be discussed as mixed evidence rather than a clean physical structure.,cube20_cluster0,0.5037890106481904,0.0496708502908143,0.1583352444925265,Kepler,0.5736514522821576,1.957856757630472,2016.0,7.0,0.3333333333333333,0.3879668049792531,0.6120331950207469,0.0,0.0,0.0280082987551867,0.9294605809128632,0.0425311203319502,0.0,0.3080912863070539,0.6192946058091287,0.0653526970954356,0.0,sub_neptune_candidate,0.0107192254495159,0.16701244813278,11.535253925570917,0.0009990009990009,1000.0,42.0,,,,,,
