config_id,feature_space,lens,node_id,n_members,dominant_discoverymethod,dominant_discoverymethod_fraction,discoverymethod_entropy,discoverymethod_js_divergence_vs_global,discoverymethod_kl_divergence_vs_global,dominant_disc_facility,dominant_disc_facility_fraction,disc_facility_entropy,disc_year_median,disc_year_iqr,radius_class_dominant,radius_class_purity,orbit_class_dominant,thermal_class_dominant,mean_imputation_fraction,max_imputation_fraction
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube26_cluster4,6,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,La Silla Observatory,0.3333333333333333,1.9182958340544896,2011.0,6.0,jovian_size,0.6666666666666666,long_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube26_cluster5,5,Radial Velocity,0.8,0.7219280948873623,0.3024141979539978,1.2945381474609208,La Silla Observatory,0.4,1.9219280948873623,2016.0,6.0,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube26_cluster6,11,Radial Velocity,0.9090909090909091,0.4394969869215134,0.6206006624303699,2.4158603032789925,W. M. Keck Observatory,0.5454545454545454,1.867633890971212,2014.0,15.0,jovian_size,0.9090909090909091,long_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube26_cluster7,5,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,La Silla Observatory,0.6,0.9709505944546686,2012.0,6.0,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube26_cluster8,9,Radial Velocity,0.8888888888888888,0.5032583347756457,0.5733309441568558,2.1399342792683935,La Silla Observatory,0.2222222222222222,2.725480556997868,2012.0,17.0,jovian_size,1.0,long_period,cool,0.05555555555555555,0.5
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube26_cluster9,4,Radial Velocity,0.5,1.0,0.10614888552116046,0.4237778398376909,Kepler,0.5,1.5,2015.5,5.25,jovian_size,0.5,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster0,19,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.3684210526315789,2.0740870445590347,2020.0,4.5,rocky_size,0.47368421052631576,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster1,8,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.4056390622295665,2018.5,7.25,rocky_size,0.375,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster2,7,Transit,0.8571428571428571,0.5916727785823275,0.04179545130219467,0.12652362968848097,Transiting Exoplanet Survey Satellite (TESS),0.5714285714285714,1.3787834934861753,2022.0,4.0,rocky_size,0.8571428571428571,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster3,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.0,2019.5,7.5,rocky_size,1.0,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube32_cluster0,10,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.9,0.4689955935892812,2022.0,0.0,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube32_cluster1,33,Radial Velocity,0.8484848484848485,0.7230020642792743,0.5699249764221802,2.126575018642664,La Silla Observatory,0.24242424242424243,2.972741756431172,2017.0,10.0,jovian_size,0.9696969696969697,long_period,cool,0.06060606060606061,0.5
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube32_cluster2,7,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,1.0,-0.0,2022.0,0.5,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube32_cluster3,6,Radial Velocity,0.8333333333333334,0.6500224216483541,0.6103693137103996,2.3646336727400907,Multiple Observatories,0.8333333333333334,0.6500224216483541,2022.0,2.25,jovian_size,0.8333333333333334,long_period,cool,0.08333333333333333,0.5
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube32_cluster4,9,Radial Velocity,0.6666666666666666,1.4466166676282084,0.5695332184158779,2.3989907804006383,Multiple Observatories,0.4444444444444444,2.0588138903312014,2019.0,4.0,jovian_size,0.8888888888888888,long_period,warm,0.05555555555555555,0.5
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube32_cluster5,4,Imaging,0.5,1.5,0.6445576153768641,3.241886327737534,Hubble Space Telescope,0.25,2.0,2014.5,3.75,jovian_size,0.75,long_period,cool,0.375,0.5
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube33_cluster0,10,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.9,0.4689955935892812,2022.0,0.0,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube33_cluster1,25,Radial Velocity,0.92,0.48217919020227284,0.5867489985968085,2.257424337526699,La Silla Observatory,0.32,2.6292750707107135,2016.0,9.0,jovian_size,1.0,long_period,cool,0.02,0.5
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube33_cluster2,6,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,1.0,-0.0,2022.0,0.0,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube33_cluster3,5,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,1.0,-0.0,2022.0,0.0,jovian_size,1.0,long_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster0,697,Transit,0.9411764705882353,0.36118944761368915,0.07204214963866978,0.23526772692533937,Kepler,0.3701578192252511,3.114563772579743,2016.0,7.0,jovian_size,0.5509325681492109,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster1,12,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.7295739585136223,2016.0,1.5,rocky_size,0.5833333333333334,short_period,very_hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster2,5,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,K2,0.6,1.3709505944546687,2018.0,4.0,rocky_size,0.4,short_period,very_hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster3,8,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,2.0,rocky_size,0.875,short_period,very_hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube6_cluster0,3316,Transit,0.928226779252111,0.4093578611675214,0.060567012419624394,0.19875369791280656,Kepler,0.5042219541616405,2.5529107309189065,2016.0,7.0,sub_neptune_size,0.46139927623642946,short_period,hot,0.0007539203860072376,1.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube6_cluster1,110,Transit,0.990909090909091,0.07470433715479614,0.12162427514982871,0.3792197531076851,Kepler,0.5727272727272728,1.8958082590430554,2016.0,5.0,rocky_size,0.6454545454545455,short_period,very_hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube6_cluster2,12,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.4591479170272448,2017.0,5.0,rocky_size,0.75,short_period,very_hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube6_cluster3,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.5,2017.0,2.75,rocky_size,0.75,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube6_cluster4,3,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.6666666666666666,0.9182958340544896,2023.0,4.5,rocky_size,1.0,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster0,463,Transit,0.8747300215982722,0.5896760404643788,0.04355010318985368,0.13594676739251,Kepler,0.38660907127429806,2.3301361536528042,2018.0,6.0,sub_neptune_size,0.591792656587473,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster1,6,Transit,0.6666666666666666,0.9182958340544896,0.05259652522255549,0.1762106710529692,Transiting Exoplanet Survey Satellite (TESS),0.3333333333333333,2.2516291673878226,2022.5,5.5,rocky_size,0.6666666666666666,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster2,6,Radial Velocity,0.5,1.0,0.10614888552116046,0.4237778398376909,K2,0.3333333333333333,1.9182958340544893,2015.5,1.75,sub_neptune_size,0.8333333333333334,intermediate_period,cool,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster3,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.75,0.8112781244591328,2023.0,3.25,rocky_size,0.5,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster4,19,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.3684210526315789,2.0740870445590347,2020.0,4.5,rocky_size,0.47368421052631576,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster5,7,Transit,0.8571428571428571,0.5916727785823275,0.04179545130219467,0.12652362968848097,Transiting Exoplanet Survey Satellite (TESS),0.5714285714285714,1.3787834934861753,2022.0,4.0,rocky_size,0.8571428571428571,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster6,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.0,2019.5,7.5,rocky_size,1.0,short_period,hot,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster7,4,Transit,0.75,0.8112781244591328,0.03963591444724976,0.118592713282614,K2,0.25,2.0,2017.5,5.75,rocky_size,0.5,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster8,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.0,2019.5,8.0,rocky_size,0.75,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube7_cluster9,4,Transit,0.75,0.8112781244591328,0.03963591444724976,0.118592713282614,Transiting Exoplanet Survey Satellite (TESS),0.5,1.5,2023.0,1.25,sub_neptune_size,0.75,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube8_cluster0,6,Transit,0.6666666666666666,0.9182958340544896,0.05259652522255549,0.1762106710529692,Transiting Exoplanet Survey Satellite (TESS),0.3333333333333333,2.2516291673878226,2022.5,5.5,rocky_size,0.6666666666666666,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube8_cluster1,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.5,1.0,2019.5,8.0,rocky_size,0.75,short_period,warm,0.0,0.0
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube8_cluster2,4,Transit,0.75,0.8112781244591328,0.03963591444724976,0.118592713282614,Transiting Exoplanet Survey Satellite (TESS),0.5,1.5,2023.0,1.25,sub_neptune_size,0.75,short_period,warm,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube10_cluster0,30,Transit,0.7,0.8812908992306927,0.04617505038997728,0.14736133893053383,Transiting Exoplanet Survey Satellite (TESS),0.26666666666666666,2.709685696912064,2020.5,7.0,rocky_size,1.0,short_period,warm,0.08333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube11_cluster0,303,Transit,0.933993399339934,0.35084116294763756,0.06663954089167365,0.2155271616975007,Kepler,0.46864686468646866,2.0112983176011294,2018.0,6.0,rocky_size,0.7491749174917491,short_period,warm,0.044004400440044,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube12_cluster0,1259,Transit,0.9563145353455124,0.2744716573441014,0.08038498310342837,0.2611393612706876,Kepler,0.6433677521842732,1.5754541470992631,2016.0,5.0,sub_neptune_size,0.5242255758538522,short_period,hot,0.04156738151972465,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube12_cluster1,5,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,0.0,rocky_size,1.0,short_period,very_hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube13_cluster0,1144,Transit,0.9388111888111889,0.3548613552420086,0.06867318950059227,0.22332368684001902,Kepler,0.5979020979020979,1.935515185039143,2016.0,5.0,sub_neptune_size,0.5506993006993007,short_period,hot,0.0388986013986014,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube13_cluster1,3,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.6666666666666666,0.9182958340544896,2021.0,4.0,sub_neptune_size,1.0,short_period,hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube14_cluster0,518,Transit,0.88996138996139,0.5541865871435778,0.047376128578444865,0.15044500746963005,Transiting Exoplanet Survey Satellite (TESS),0.23745173745173745,3.5244180244337415,2016.0,7.75,jovian_size,0.7065637065637066,short_period,hot,0.04633204633204632,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube15_cluster0,400,Transit,0.9375,0.362426266004656,0.0712814507281156,0.23218143520183104,Transiting Exoplanet Survey Satellite (TESS),0.2475,3.671741293512515,2016.0,9.0,jovian_size,0.9975,short_period,very_hot,0.035,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube15_cluster1,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.5,1.5,2020.5,9.25,neptune_or_sub_jovian_size,1.0,short_period,very_hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube16_cluster0,98,Transit,0.9795918367346939,0.1641343332046879,0.12063414143786846,0.3839180638797249,Transiting Exoplanet Survey Satellite (TESS),0.21428571428571427,3.6317352145165143,2016.0,6.0,jovian_size,1.0,short_period,very_hot,0.011904761904761904,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube19_cluster0,107,Transit,0.6261682242990654,1.0166196752207877,0.05752861352356256,0.20351743376303733,Transiting Exoplanet Survey Satellite (TESS),0.2336448598130841,3.0073107869800078,2019.0,7.0,rocky_size,0.822429906542056,short_period,warm,0.0763239875389408,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube19_cluster1,3,Radial Velocity,0.6666666666666666,0.9182958340544896,0.19576846698884456,0.8347533405119626,La Silla Observatory,0.6666666666666666,0.9182958340544896,2025.0,4.5,rocky_size,1.0,short_period,cool,0.05555555555555555,0.16666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube1_cluster0,8,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.875,0.5435644431995964,2022.0,2.5,rocky_size,1.0,short_period,hot,0.020833333333333332,0.16666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube20_cluster0,964,Transit,0.8983402489626556,0.5037890106481904,0.04967085029081433,0.15833524449252656,Kepler,0.5736514522821576,1.957856757630472,2016.0,7.0,sub_neptune_size,0.6192946058091287,intermediate_period,warm,0.038381742738589214,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube21_cluster0,2500,Transit,0.9252,0.42034542105533745,0.05851316970827616,0.1923038412602694,Kepler,0.6584,1.6846209738593947,2016.0,7.0,sub_neptune_size,0.7404,intermediate_period,warm,0.041999999999999996,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube22_cluster0,1237,Transit,0.8666127728375101,0.6481555673931378,0.03520044832441809,0.11500352680904756,Kepler,0.49474535165723527,2.4070829712087316,2016.0,7.0,sub_neptune_size,0.5723524656426839,short_period,hot,0.06345998383185125,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube22_cluster1,3,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.6666666666666666,0.9182958340544896,2021.0,4.0,sub_neptune_size,1.0,short_period,hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube23_cluster0,448,Transit,0.78125,0.8835521395001841,0.021738661681498406,0.06856725869701938,Transiting Exoplanet Survey Satellite (TESS),0.25223214285714285,3.8165437445090613,2016.0,10.0,jovian_size,0.8928571428571429,short_period,hot,0.08593749999999999,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube23_cluster1,4,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.5,1.5,2015.0,15.5,jovian_size,1.0,intermediate_period,hot,0.3333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube24_cluster0,4,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.5,1.5,2011.5,13.25,jovian_size,1.0,intermediate_period,hot,0.3333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube24_cluster1,192,Transit,0.8958333333333334,0.4820661480830931,0.05063597576497823,0.15969227176738093,Transiting Exoplanet Survey Satellite (TESS),0.3072916666666667,3.5385295187685166,2017.0,11.0,jovian_size,0.9947916666666666,short_period,hot,0.056423611111111105,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube25_cluster0,4,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,KELT-North,0.25,2.0,2018.5,3.75,jovian_size,1.0,short_period,very_hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube26_cluster0,29,Transit,0.5862068965517241,1.1496838880149503,0.07103295268355704,0.27210601693099423,Kepler,0.20689655172413793,2.836284771572721,2017.0,8.0,rocky_size,0.5172413793103449,intermediate_period,cool,0.09195402298850575,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube26_cluster1,4,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.5,1.5,2021.0,8.75,sub_neptune_size,1.0,intermediate_period,cool,0.25,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube27_cluster0,540,Transit,0.8574074074074074,0.7243652016400257,0.02366101862987531,0.07964738661528453,Kepler,0.6907407407407408,1.7938739584683496,2016.0,5.0,sub_neptune_size,0.8703703703703703,intermediate_period,warm,0.04135802469135801,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube27_cluster1,4,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.5,1.5,2021.0,8.75,sub_neptune_size,1.0,intermediate_period,cool,0.25,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube28_cluster0,905,Transit,0.8132596685082873,0.8901964764023932,0.015050985102855335,0.04825665934969334,Kepler,0.6939226519337016,1.9059416557160722,2016.0,7.0,sub_neptune_size,0.7513812154696132,intermediate_period,warm,0.06629834254143646,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube28_cluster1,4,Radial Velocity,0.5,1.0,0.10614888552116046,0.4237778398376909,K2,0.25,2.0,2015.0,13.5,jovian_size,1.0,intermediate_period,warm,0.16666666666666666,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube29_cluster0,411,Radial Velocity,0.5085158150851582,1.5329051066471042,0.12919346210150578,0.5461397745614069,Kepler,0.2384428223844282,3.551134501107097,2016.0,11.0,jovian_size,0.6885644768856448,long_period,warm,0.23073803730738035,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube2_cluster0,32,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.46875,1.4614828307119232,2018.0,5.0,rocky_size,0.8125,short_period,hot,0.09895833333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube2_cluster1,10,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Transiting Exoplanet Survey Satellite (TESS),0.9,0.4689955935892812,2022.0,3.5,rocky_size,1.0,short_period,hot,0.016666666666666666,0.16666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube2_cluster2,5,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,5.0,rocky_size,1.0,short_period,hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube2_cluster3,5,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,1.0,-0.0,2016.0,0.0,rocky_size,1.0,short_period,very_hot,0.0,0.0
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube30_cluster0,282,Radial Velocity,0.776595744680851,1.106940996586007,0.4089775666371649,1.614514474970246,Multiple Observatories,0.15602836879432624,3.880378634824041,2015.0,11.75,jovian_size,1.0,long_period,hot,0.34397163120567376,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube30_cluster1,4,Transit,0.75,0.8112781244591328,0.03963591444724976,0.118592713282614,Transiting Exoplanet Survey Satellite (TESS),0.5,1.5,2018.5,6.0,jovian_size,1.0,intermediate_period,warm,0.08333333333333333,0.16666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube31_cluster0,62,Radial Velocity,0.7580645161290323,0.9675609496661792,0.5029950807682577,1.9075800490636199,Bohyunsan Optical Astronomical Observatory,0.14516129032258066,3.541903673451721,2015.0,12.75,jovian_size,1.0,long_period,hot,0.379032258064516,0.6666666666666666
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube34_cluster0,83,Transit,0.4939759036144578,1.4016155969270203,0.18501168767938436,1.0306549704401546,Kepler,0.4939759036144578,1.9926141753180204,2018.0,6.0,sub_neptune_size,0.8795180722891566,long_period,cool,0.2289156626506024,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube35_cluster0,228,Microlensing,0.36403508771929827,1.7843834952725972,0.2135399554968616,1.0498357899368516,Kepler,0.2675438596491228,3.0189700654476725,2018.0,8.0,jovian_size,0.42543859649122806,long_period,cool,0.28728070175438597,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube36_cluster0,527,Radial Velocity,0.6470588235294118,1.3106251225295427,0.44512056815200185,1.7639964817183247,W. M. Keck Observatory,0.18216318785578747,3.6163799629381312,2016.0,13.0,jovian_size,0.9563567362428842,long_period,warm,0.3561037318153067,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube37_cluster0,417,Radial Velocity,0.7242206235011991,1.0750487088492955,0.5443015914045286,2.027707601183804,W. M. Keck Observatory,0.1630695443645084,3.7162062924260537,2015.0,12.0,jovian_size,1.0,long_period,warm,0.3760991207034372,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube38_cluster0,46,Radial Velocity,0.782608695652174,0.8573309763851855,0.5718993104334072,2.162152397559557,Bohyunsan Optical Astronomical Observatory,0.21739130434782608,3.265986490144745,2014.5,13.0,jovian_size,1.0,long_period,hot,0.3659420289855072,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube38_cluster1,7,Radial Velocity,1.0,-0.0,0.6257866282151485,2.4115918439739006,Multiple Observatories,0.42857142857142855,1.4488156357251847,2016.0,4.5,jovian_size,1.0,long_period,hot,0.3333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube3_cluster0,143,Transit,1.0,-0.0,0.1445587314591173,0.4359638356008698,Kepler,0.7832167832167832,1.008609314829388,2016.0,4.5,rocky_size,0.7832167832167832,short_period,very_hot,0.022144522144522144,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube44_cluster0,98,Radial Velocity,0.7857142857142857,1.011180021996482,0.5323204075711054,2.0428339098370443,Multiple Observatories,0.29591836734693877,3.1615729341431353,2018.0,12.0,jovian_size,0.9591836734693877,long_period,cool,0.31802721088435376,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube45_cluster0,260,Radial Velocity,0.7384615384615385,1.1496391149983978,0.5177858888882609,1.9364712367938683,Multiple Observatories,0.29615384615384616,3.359280735381284,2019.0,10.0,jovian_size,0.9961538461538462,long_period,cool,0.3506410256410256,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube46_cluster0,101,Radial Velocity,0.5742574257425742,1.5752809130268302,0.5485439226414496,2.0477497625518195,Multiple Observatories,0.2376237623762376,3.427658348616706,2020.0,10.0,jovian_size,1.0,long_period,warm,0.3844884488448846,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube4_cluster0,87,Transit,0.9770114942528736,0.18089488008200816,0.11371013581633119,0.35659396622410233,Kepler,0.735632183908046,1.2588107371285686,2016.0,2.5,rocky_size,0.6896551724137931,short_period,very_hot,0.013409961685823755,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube50_cluster0,5,Imaging,1.0,-0.0,0.9427362540718255,6.029977346192703,European Space Agency (ESA) Gaia Satellite,0.4,1.5219280948873621,2019.0,7.0,jovian_size,1.0,long_period,very_hot,0.3333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube51_cluster0,5,Imaging,1.0,-0.0,0.9427362540718255,6.029977346192703,European Space Agency (ESA) Gaia Satellite,0.4,1.5219280948873621,2019.0,7.0,jovian_size,1.0,long_period,very_hot,0.3333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube53_cluster0,14,Radial Velocity,0.9285714285714286,0.37123232664087563,0.6265778796466748,2.477208457491155,Multiple Observatories,0.7857142857142857,1.0892300788425848,2022.0,0.75,jovian_size,1.0,long_period,cool,0.3333333333333333,0.3333333333333333
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube54_cluster0,44,Radial Velocity,0.8409090909090909,0.8514821975402258,0.5644598759598216,2.122796942713167,Multiple Observatories,0.8181818181818182,1.1840384356390417,2022.0,0.0,jovian_size,1.0,long_period,cool,0.33712121212121215,0.5
joint_no_density_pca2_cubes10_overlap0p35,joint_no_density,pca2,cube55_cluster0,11,Radial Velocity,0.45454545454545453,1.4949188482339508,0.5929338225092029,2.6114326203195266,Multiple Observatories,0.5454545454545454,1.8676338909712125,2022.0,1.5,jovian_size,1.0,long_period,cool,0.36363636363636365,0.5
