config_id,feature_space,lens,node_id,n_members_with_method,dominant_discoverymethod,observed_dominant_method_fraction,null_mean_fraction_for_that_method,null_std_fraction_for_that_method,enrichment_z,empirical_p_value,n_perm,seed
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube19_cluster1,14,Transit,1.0,0.7272857142857129,0.11777867517734178,2.315481009645045,0.014985014985014986,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube19_cluster2,5,Transit,1.0,0.7282000000000007,0.19288535455030983,1.409127202185308,0.1968031968031968,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube19_cluster3,6,Transit,1.0,0.7320000000000007,0.17937669859824287,1.4940625069717088,0.14785214785214784,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube19_cluster4,18,Transit,1.0,0.733888888888888,0.10660154261967086,2.49631576215115,0.007992007992007992,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster0,1131,Transit,0.7612732095490716,0.7299469496021241,0.011990221249145389,2.6126507006015665,0.007992007992007992,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster1,265,Transit,0.6754716981132075,0.7306981132075465,0.026559115468202176,-2.079377047042801,0.98001998001998,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster2,6,Transit,1.0,0.7419999999999995,0.17839531633116196,1.446226309669842,0.16583416583416583,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster3,4,Transit,1.0,0.73375,0.22510761315424224,1.1827676384164194,0.2957042957042957,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster4,4,Transit,1.0,0.7315,0.22535028289309952,1.1914784244019323,0.2947052947052947,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster5,4,Transit,0.75,0.7325,0.22009940935858938,0.07950952731312735,0.7072927072927073,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube20_cluster6,6,Transit,1.0,0.7213333333333332,0.18517379224214975,1.5048925838396046,0.14785214785214784,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube21_cluster0,697,Transit,0.4418938307030129,0.7304246771879555,0.015777276216691477,-18.28774767723804,1.0,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube21_cluster1,4,Transit,0.75,0.7325,0.22009940935858938,0.07950952731312735,0.7072927072927073,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube22_cluster0,500,Radial Velocity,0.562,0.1961179999999991,0.01727651805197861,21.1779942520361,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube22_cluster1,5,Transit,0.6,0.7243999999999992,0.20090953187940352,-0.6191841613302379,0.8611388611388612,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube22_cluster2,4,Imaging,0.75,0.015,0.06244997998398399,11.769419304673903,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube23_cluster0,70,Radial Velocity,0.7,0.1961142857142856,0.04752661123528899,10.602180571872418,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube23_cluster1,5,Transit,0.6,0.7243999999999992,0.20090953187940352,-0.6191841613302379,0.8611388611388612,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube26_cluster0,2880,Transit,0.89375,0.730491319444444,0.005910746000477262,27.62065575857493,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube26_cluster1,6,Transit,1.0,0.7320000000000007,0.17937669859824287,1.4940625069717088,0.14785214785214784,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube27_cluster0,3023,Transit,0.8948064836255375,0.7305497849818078,0.005630433959846094,29.173008655307914,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube27_cluster1,4,Transit,0.75,0.7325,0.22009940935858938,0.07950952731312735,0.7072927072927073,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube27_cluster2,3,Transit,1.0,0.7373333333333318,0.25842600488341694,1.0164095783826566,0.4115884115884116,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube27_cluster3,6,Transit,1.0,0.7213333333333332,0.18517379224214975,1.5048925838396046,0.14785214785214784,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube28_cluster0,20,Transit,0.95,0.7369500000000004,0.09958512690157087,2.1393756942296855,0.017982017982017984,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube28_cluster1,13,Transit,1.0,0.7298461538461531,0.1284374919916797,2.1033877411071504,0.017982017982017984,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube28_cluster2,6,Transit,1.0,0.729166666666668,0.18015232752066992,1.5033573923837191,0.14485514485514486,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube28_cluster3,4,Transit,0.75,0.7325,0.22009940935858938,0.07950952731312735,0.7072927072927073,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube28_cluster4,4,Transit,1.0,0.73225,0.21822565729079627,1.2269409716714024,0.2827172827172827,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube28_cluster5,9,Transit,1.0,0.7350000000000033,0.14404967421683906,1.839643174764076,0.058941058941058944,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube29_cluster0,305,Radial Velocity,0.6459016393442623,0.19668852459016406,0.022811261875850544,19.69260259247928,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube29_cluster1,5,Transit,0.6,0.7243999999999992,0.20090953187940352,-0.6191841613302379,0.8611388611388612,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube30_cluster0,307,Radial Velocity,0.5863192182410424,0.19711074918566776,0.021557472557627043,18.054457358809092,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube30_cluster1,5,Transit,0.6,0.7243999999999992,0.20090953187940352,-0.6191841613302379,0.8611388611388612,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube31_cluster0,70,Radial Velocity,0.4857142857142857,0.1976714285714281,0.04740711864224002,6.075941027266097,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube33_cluster0,67,Transit,0.9104477611940298,0.7277462686567171,0.054889911897888784,3.3285076659840644,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube33_cluster1,5,Transit,1.0,0.7333999999999993,0.20416767618798345,1.3057894617683452,0.23076923076923078,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube34_cluster0,1450,Transit,0.9303448275862068,0.7302696551724155,0.010014475112145609,19.978597996727668,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube35_cluster0,1344,Transit,0.9315476190476191,0.7306138392857141,0.010548170114503347,19.049159956723525,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube35_cluster1,3,Transit,1.0,0.7373333333333318,0.25842600488341694,1.0164095783826566,0.4115884115884116,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube35_cluster2,4,Transit,1.0,0.73025,0.2191972570540062,1.2306267132418476,0.27972027972027974,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster0,20,Transit,0.95,0.7369500000000004,0.09958512690157087,2.1393756942296855,0.017982017982017984,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster1,17,Transit,1.0,0.7241764705882334,0.10509970550334558,2.6243986897088543,0.002997002997002997,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster2,6,Transit,1.0,0.729166666666668,0.18015232752066992,1.5033573923837191,0.14485514485514486,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster3,4,Transit,1.0,0.73975,0.22379105768551158,1.162915098983639,0.3076923076923077,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster4,20,Transit,1.0,0.7318500000000001,0.09504250364969662,2.8213692790368308,0.001998001998001998,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster5,6,Transit,0.8333333333333334,0.7333333333333338,0.18287822299128256,0.5468119624323249,0.5114885114885115,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube36_cluster6,4,Transit,1.0,0.73025,0.2191972570540062,1.2306267132418476,0.27972027972027974,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube37_cluster0,6,Transit,0.8333333333333334,0.7333333333333338,0.18287822299128256,0.5468119624323249,0.5114885114885115,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube38_cluster0,80,Radial Velocity,0.475,0.19781250000000014,0.04394665622945595,6.307362693369387,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube39_cluster0,70,Radial Velocity,0.4857142857142857,0.1976714285714281,0.04740711864224002,6.075941027266097,0.000999000999000999,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube42_cluster0,4,Transit,1.0,0.73025,0.2191972570540062,1.2306267132418476,0.27972027972027974,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube43_cluster0,4,Transit,1.0,0.7165,0.22305324476456267,1.270996977870643,0.26173826173826176,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube43_cluster1,4,Transit,1.0,0.73025,0.2191972570540062,1.2306267132418476,0.27972027972027974,1000,42
phys_density_pca2_cubes10_overlap0p35,phys_density,pca2,cube44_cluster0,4,Transit,1.0,0.72075,0.22238915778427693,1.2556817192989216,0.26373626373626374,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube0_cluster0,36,Transit,0.9722222222222222,0.7704999999999993,0.074189842404816,2.719000548909755,0.000999000999000999,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube0_cluster1,12,Transit,1.0,0.7771666666666663,0.12000358790934842,1.856888924868343,0.04995004995004995,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube0_cluster2,5,Transit,1.0,0.7689999999999991,0.19026034794459812,1.214125814945244,0.26873126873126874,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube0_cluster3,8,Transit,1.0,0.77925,0.14584045220719793,1.5136403971538488,0.12987012987012986,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube1_cluster0,110,Transit,0.990909090909091,0.772645454545453,0.040301466248997386,5.415774081645675,0.000999000999000999,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube1_cluster1,159,Transit,0.9811320754716981,0.7722201257861631,0.03233702156184063,6.460457382756056,0.000999000999000999,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube1_cluster2,17,Transit,1.0,0.7731176470588249,0.10247036874426398,2.214126441834195,0.013986013986013986,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube1_cluster3,5,Transit,1.0,0.7699999999999988,0.18989470766717242,1.2111975253313596,0.2807192807192807,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube1_cluster4,4,Transit,1.0,0.76275,0.2062157547327555,1.150494055643145,0.32367632367632365,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube1_cluster5,3,Transit,1.0,0.7789999999999985,0.23791478399723126,0.928904023057993,0.47352647352647353,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster0,19,Transit,1.0,0.7740000000000047,0.09346461549176258,2.418027387272712,0.00999000999000999,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster1,8,Transit,1.0,0.774625,0.1452471492835575,1.5516655652911546,0.13086913086913088,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster2,7,Transit,0.8571428571428571,0.7819999999999965,0.15774714978505408,0.47635001485129913,0.5414585414585414,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube2_cluster3,4,Transit,1.0,0.7805,0.2069293357646519,1.0607485844812512,0.3786213786213786,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster0,697,Transit,0.9411764705882353,0.7736255380200777,0.015198957186973576,11.023843972121904,0.000999000999000999,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster1,12,Transit,1.0,0.7771666666666663,0.12000358790934842,1.856888924868343,0.04995004995004995,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster2,5,Transit,1.0,0.7689999999999991,0.19026034794459812,1.214125814945244,0.26873126873126874,1000,42
orbital_pca2_cubes10_overlap0p35,orbital,pca2,cube5_cluster3,8,Transit,1.0,0.77925,0.14584045220719793,1.5136403971538488,0.12987012987012986,1000,42
