config_id,permutation_index,weighted_mean_purity,weighted_mean_entropy,node_method_nmi,dominant_method_assortativity
orbital_pca2_cubes10_overlap0p35,0,0.7702333773667988,0.6976895677384947,0.009906396803544213,0.5194719471947199
orbital_pca2_cubes10_overlap0p35,1,0.774108322324967,0.6901048317255744,0.009855302172646062,0.32442912537699115
orbital_pca2_cubes10_overlap0p35,2,0.7707617789520035,0.7005299992612997,0.011073591445826925,0.4313896141572376
orbital_pca2_cubes10_overlap0p35,3,0.775077058564509,0.6861239457272599,0.010106900116204269,0.6090425531914894
orbital_pca2_cubes10_overlap0p35,4,0.7733157199471599,0.6860365380982494,0.00973054918315502,0.6614853195164087
orbital_pca2_cubes10_overlap0p35,5,0.7743725231175693,0.6847046802252064,0.010606643060634253,0.49337641357027406
orbital_pca2_cubes10_overlap0p35,6,0.7724350506384853,0.6868910180051325,0.012086366274156084,0.7124694376528126
orbital_pca2_cubes10_overlap0p35,7,0.7731395860854249,0.6897445023525888,0.010061972564003537,0.23437499999999947
orbital_pca2_cubes10_overlap0p35,8,0.7742844561867019,0.6848928416504435,0.009779198527796507,0.47872340425531984
orbital_pca2_cubes10_overlap0p35,9,0.7713782474680757,0.6887758702856466,0.008961880637998992,0.45341614906832334
orbital_pca2_cubes10_overlap0p35,10,0.7733157199471599,0.6883322431625215,0.01310849324727425,0.769058560150819
orbital_pca2_cubes10_overlap0p35,11,0.7700572435050639,0.6919601832694581,0.010905499000467984,0.3792268281322776
orbital_pca2_cubes10_overlap0p35,12,0.7722589167767503,0.6906089951052092,0.010414125174811313,0.7925560063503269
orbital_pca2_cubes10_overlap0p35,13,0.7714663143989432,0.6912947119993506,0.01054457916916586,1.0
orbital_pca2_cubes10_overlap0p35,14,0.7746367239101717,0.6847372923793039,0.00872746086380476,0.7916002126528449
orbital_pca2_cubes10_overlap0p35,15,0.7719947159841479,0.6912839170245165,0.0101010264741038,0.49075647047067045
orbital_pca2_cubes10_overlap0p35,16,0.7716424482606781,0.6872126245369476,0.011930603553553576,0.515943923875935
orbital_pca2_cubes10_overlap0p35,17,0.7725231175693527,0.6879481028313282,0.008622923720407488,0.38574040219378586
orbital_pca2_cubes10_overlap0p35,18,0.7736679876706297,0.6891235925965122,0.008926811492105375,0.489583333333333
orbital_pca2_cubes10_overlap0p35,19,0.7797446059004843,0.6724699350517166,0.010636253513797335,0.6815597075548335
orbital_pca2_cubes10_overlap0p35,20,0.7705856450902686,0.6944741638954162,0.009675758407170386,0.7974160206718358
orbital_pca2_cubes10_overlap0p35,21,0.7761338617349185,0.6853289573113197,0.012341498969341008,0.5199999999999998
orbital_pca2_cubes10_overlap0p35,22,0.7696169088507265,0.6932700939886315,0.011752679075947563,0.38686131386861405
orbital_pca2_cubes10_overlap0p35,23,0.7731395860854249,0.6816348652304225,0.013196153043423241,0.2328016439964771
orbital_pca2_cubes10_overlap0p35,24,0.7753412593571114,0.6863105630047156,0.01037298087910187,0.4074074074074057
orbital_pca2_cubes10_overlap0p35,25,0.7741963892558344,0.689018785122054,0.012421227356810172,0.5921568627450982
orbital_pca2_cubes10_overlap0p35,26,0.7690885072655218,0.6952126842187336,0.011124965014859451,1.0
orbital_pca2_cubes10_overlap0p35,27,0.7692646411272567,0.7025732497031686,0.00990146384850268,0.7513005963710193
orbital_pca2_cubes10_overlap0p35,28,0.7757815940114487,0.6767218711410685,0.012222058822322962,1.0
