config_id,node_id,member_id,pl_name,hostname,row_index,cube_id,cluster_id
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,EPIC 228836835 b,EPIC 228836835 b,EPIC 228836835,195,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,GJ 1252 b,GJ 1252 b,GJ 1252,222,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,TOI-1442 b,TOI-1442 b,TOI-1442,5328,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,TOI-206 b,TOI-206 b,TOI-206,5459,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,TOI-2445 b,TOI-2445 b,TOI-2445,5548,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,TOI-4552 b,TOI-4552 b,TOI-4552,5712,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,TOI-6000 b,TOI-6000 b,TOI-6000,5848,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,Wolf 327 b,Wolf 327 b,Wolf 327,6213,cube1,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,EPIC 201427007 b,EPIC 201427007 b,EPIC 201427007,161,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,EPIC 206024342 c,EPIC 206024342 c,EPIC 206024342,171,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,EPIC 212624936 b,EPIC 212624936 b,EPIC 212624936,187,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,EPIC 220492298 b,EPIC 220492298 b,EPIC 220492298,191,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,EPIC 220554210 c,EPIC 220554210 c,K2-282,192,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-156 b,K2-156 b,K2-156,1502,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-183 b,K2-183 b,K2-183,1541,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-201 b,K2-201 b,K2-201,1575,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-210 b,K2-210 b,K2-210,1588,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-36 b,K2-36 b,K2-36,1767,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-396 b,K2-396 b,K2-396,1818,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,K2-85 b,K2-85 b,K2-85,1903,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1027 b,Kepler-1027 b,Kepler-1027,2171,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1200 b,Kepler-1200 b,Kepler-1200,2414,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1203 b,Kepler-1203 b,Kepler-1203,2417,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1206 b,Kepler-1206 b,Kepler-1206,2420,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1320 b,Kepler-1320 b,Kepler-1320,2576,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1331 b,Kepler-1331 b,Kepler-1331,2592,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1579 b,Kepler-1579 b,Kepler-1579,2930,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-1698 b,Kepler-1698 b,Kepler-1698,3089,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-2001 b,Kepler-2001 b,Kepler-2001,3493,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-286 b,Kepler-286 b,Kepler-286,3739,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-322 b,Kepler-322 b,Kepler-322,3851,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-763 b,Kepler-763 b,Kepler-763,4571,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-787 b,Kepler-787 b,Kepler-787,4604,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-808 b,Kepler-808 b,Kepler-808,4637,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,Kepler-842 b,Kepler-842 b,Kepler-842,4687,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,TOI-1075 b,TOI-1075 b,TOI-1075,5225,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,TOI-1238 b,TOI-1238 b,TOI-1238,5265,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,TOI-2411 b,TOI-2411 b,TOI-2411,5540,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,TOI-5736 b,TOI-5736 b,TOI-5736,5829,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,TOI-833 b,TOI-833 b,TOI-833,5940,cube2,0
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,EPIC 228836835 b,EPIC 228836835 b,EPIC 228836835,195,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,GJ 1252 b,GJ 1252 b,GJ 1252,222,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-1442 b,TOI-1442 b,TOI-1442,5328,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-1685 b,TOI-1685 b,TOI-1685,5364,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-206 b,TOI-206 b,TOI-206,5459,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-2445 b,TOI-2445 b,TOI-2445,5548,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-4552 b,TOI-4552 b,TOI-4552,5712,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-6000 b,TOI-6000 b,TOI-6000,5848,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,TOI-6324 b,TOI-6324 b,TOI-6324,5872,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,Wolf 327 b,Wolf 327 b,Wolf 327,6213,cube2,1
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster2,Kepler-1141 b,Kepler-1141 b,Kepler-1141,2337,cube2,2
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster2,Kepler-1398 b,Kepler-1398 b,Kepler-1398,2684,cube2,2
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster2,Kepler-1601 b,Kepler-1601 b,Kepler-1601,2962,cube2,2
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster2,Kepler-1869 c,Kepler-1869 c,Kepler-1869,3312,cube2,2
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster2,Kepler-1963 b,Kepler-1963 b,Kepler-1963,3435,cube2,2
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-1173 b,Kepler-1173 b,Kepler-1173,2379,cube2,3
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-1339 b,Kepler-1339 b,Kepler-1339,2601,cube2,3
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-1446 b,Kepler-1446 b,Kepler-1446,2745,cube2,3
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-1559 b,Kepler-1559 b,Kepler-1559,2905,cube2,3
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster3,Kepler-290 d,Kepler-290 d,Kepler-290,3756,cube2,3
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,CoRoT-7 b,CoRoT-7 b,CoRoT-7,135,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,EPIC 201427007 b,EPIC 201427007 b,EPIC 201427007,161,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,EPIC 206024342 c,EPIC 206024342 c,EPIC 206024342,171,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,EPIC 212624936 b,EPIC 212624936 b,EPIC 212624936,187,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,EPIC 220554210 c,EPIC 220554210 c,K2-282,192,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,HD 3167 b,HD 3167 b,HD 3167,1073,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,HD 93963 A b,HD 93963 A b,HD 93963 A,1298,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,K2-156 b,K2-156 b,K2-156,1502,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,K2-183 b,K2-183 b,K2-183,1541,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,K2-187 b,K2-187 b,K2-187,1548,cube3,0
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,K2-188 b,K2-188 b,K2-188,1552,cube3,0
