config_id,permutation_index,weighted_mean_purity,weighted_mean_entropy,node_method_nmi,dominant_method_assortativity
thermal_pca2_cubes10_overlap0p35,0,0.758659217877095,0.7333969197109923,0.00973781804077501,0.319727891156466
thermal_pca2_cubes10_overlap0p35,1,0.7579716373012463,0.7282195929461247,0.010862980686942646,0.6631106120157221
thermal_pca2_cubes10_overlap0p35,2,0.7551353674258702,0.7340716530097888,0.010381701608808984,1.0
thermal_pca2_cubes10_overlap0p35,3,0.7596046411688869,0.7260375450402831,0.010316383188044885,0.7020854021847067
thermal_pca2_cubes10_overlap0p35,4,0.7592608508809626,0.7278269278660805,0.010924964523933564,0.7857142857142859
thermal_pca2_cubes10_overlap0p35,5,0.7552213149978513,0.7442687983380699,0.012826847668404336,0.5862068965517254
thermal_pca2_cubes10_overlap0p35,6,0.7635582294800172,0.7182714569384712,0.009672604555989298,1.0
thermal_pca2_cubes10_overlap0p35,7,0.7533304684142673,0.7373748509231571,0.01038183348938732,0.3394149103491659
thermal_pca2_cubes10_overlap0p35,8,0.7555651052857757,0.7332292902464119,0.009025968779447384,0.7857142857142859
thermal_pca2_cubes10_overlap0p35,9,0.7597765363128491,0.732085804673371,0.010551137242559313,1.0
thermal_pca2_cubes10_overlap0p35,10,0.7567683712935109,0.7290635319929282,0.01172824034828757,0.5862068965517254
thermal_pca2_cubes10_overlap0p35,11,0.7563386334336055,0.7350174817941674,0.010989562181372089,0.7645581541359278
thermal_pca2_cubes10_overlap0p35,12,0.7536742587021916,0.7441240726298505,0.013260991853656402,0.953473945409429
thermal_pca2_cubes10_overlap0p35,13,0.7559948431456811,0.7430941272336627,0.011192960868063434,0.7489539748953973
thermal_pca2_cubes10_overlap0p35,14,0.7616673828964332,0.7206951041372224,0.009852340744530069,0.8201223168245592
thermal_pca2_cubes10_overlap0p35,15,0.7559088955737,0.7301351973107588,0.011185349448149142,0.5706264450071561
thermal_pca2_cubes10_overlap0p35,16,0.7544477868500215,0.7378384116236686,0.009556250406568908,0.7857142857142859
thermal_pca2_cubes10_overlap0p35,17,0.7612376450365277,0.7294900414357827,0.010655133840637864,0.7818181818181817
thermal_pca2_cubes10_overlap0p35,18,0.753072625698324,0.7458962662884615,0.009411802109624704,0.6755754673258152
thermal_pca2_cubes10_overlap0p35,19,0.7566824237215298,0.7304582040818796,0.0111569775836397,0.5862068965517254
thermal_pca2_cubes10_overlap0p35,20,0.7551353674258702,0.7382378494137053,0.010219268827116578,1.0
thermal_pca2_cubes10_overlap0p35,21,0.7572840567253976,0.735216017928576,0.012356985787465604,0.7230939634484028
thermal_pca2_cubes10_overlap0p35,22,0.7612376450365277,0.7222133473009417,0.010368180486255119,0.7359154929577472
thermal_pca2_cubes10_overlap0p35,23,0.7571981091534165,0.7294519284780621,0.011096527160004524,0.8794696665327438
thermal_pca2_cubes10_overlap0p35,24,0.7569402664374731,0.7307176262352773,0.011705994232349193,1.0
thermal_pca2_cubes10_overlap0p35,25,0.7564245810055866,0.7337229816726719,0.011312212203813678,0.60758665794637
thermal_pca2_cubes10_overlap0p35,26,0.7501504082509669,0.7428427545088311,0.012521401778795984,0.6527777777777769
thermal_pca2_cubes10_overlap0p35,27,0.7546196819939837,0.7421151041902028,0.010395018803954844,0.5862068965517254
