config_id,node_id,n_members,top_method,top_method_fraction,method_entropy,method_entropy_norm,mean_imputation_fraction,mean_physically_derived_fraction,degree,component_id,component_n_nodes,lens_1_mean,lens_2_mean,is_peripheral,no_neighbors,method_l1_boundary,method_js_boundary,p_node__Astrometry,p_neighbors__Astrometry,D__Astrometry,R__Astrometry,p_node__Eclipse Timing Variations,p_neighbors__Eclipse Timing Variations,D__Eclipse Timing Variations,R__Eclipse Timing Variations,p_node__Imaging,p_neighbors__Imaging,D__Imaging,R__Imaging,p_node__Microlensing,p_neighbors__Microlensing,D__Microlensing,R__Microlensing,p_node__Orbital Brightness Modulation,p_neighbors__Orbital Brightness Modulation,D__Orbital Brightness Modulation,R__Orbital Brightness Modulation,p_node__Pulsar Timing,p_neighbors__Pulsar Timing,D__Pulsar Timing,R__Pulsar Timing,p_node__Pulsation Timing Variations,p_neighbors__Pulsation Timing Variations,D__Pulsation Timing Variations,R__Pulsation Timing Variations,p_node__Radial Velocity,p_neighbors__Radial Velocity,D__Radial Velocity,R__Radial Velocity,p_node__Transit,p_neighbors__Transit,D__Transit,R__Transit,p_node__Transit Timing Variations,p_neighbors__Transit Timing Variations,D__Transit Timing Variations,R__Transit Timing Variations,mean_pl_rade,mean_pl_bmasse,mean_pl_dens,mean_pl_orbper,mean_pl_orbsmax,mean_pl_insol,mean_pl_eqt,neighbor_mean_pl_rade,delta_pl_rade,scaled_delta_pl_rade,neighbor_mean_pl_bmasse,delta_pl_bmasse,scaled_delta_pl_bmasse,neighbor_mean_pl_dens,delta_pl_dens,scaled_delta_pl_dens,neighbor_mean_pl_orbper,delta_pl_orbper,scaled_delta_pl_orbper,neighbor_mean_pl_orbsmax,delta_pl_orbsmax,scaled_delta_pl_orbsmax,neighbor_mean_pl_insol,delta_pl_insol,scaled_delta_pl_insol,neighbor_mean_pl_eqt,delta_pl_eqt,scaled_delta_pl_eqt,physical_neighbor_distance,size_weight,shadow_score_raw,shadow_score_no_imputation,shadow_score,shadow_percentile_threshold,shadow_class,expected_incompleteness_direction,interpretation_text,p_node__Disk Kinematics,p_neighbors__Disk Kinematics,D__Disk Kinematics,R__Disk Kinematics
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,36,Transit,0.9722222222222222,0.12693054534140227,0.05512523542674151,0.0,0.0138888888888888,3,0,62,-1.5398141297345058,-0.0590688470763671,False,False,0.13087248322147652,0.1714219591588719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00047938638542665386,0.00047938638542665386,2.0859956486130773e-06,0.027777777777777776,0.0021572387344199425,-0.025620539043357832,12.876537704441509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06112176414189837,0.06112176414189837,1.6360784046050234e-08,0.9722222222222222,0.9324065196548418,-0.03981570256738043,1.0427020850727398,0.0,0.003835091083413231,0.003835091083413231,2.607499320094553e-07,8.744072987777777,572.6803480544445,3.7842153731303787,1.43984802275,0.026181604661281287,3399.520126058631,1944.5969444444445,6.7906975775886735,1.9533754101891034,0.4146795623022883,275.3502775380509,297.3300705163936,0.26846450228842633,7.794534916167133,-4.010319543036754,-0.2437146730560224,4.504868482822448,-3.065020460072448,-0.0006251361860165342,0.0503068044488329,-0.02412519978755161,-0.006505750386380574,1044.09138823847,2355.4287378201607,2.135279204600973,1328.560648509931,616.0362959345134,1.1711969121734205,2.4969163731515427,0.44541752215623553,0.12022315936264895,0.053549501749105326,0.053549501749105326,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube0_cluster0 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.054, n=36, imputacion media=0.000. el radio medio supera al vecindario, compatible con sesgo hacia radios detectables el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas.",,,,
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,12,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,12,-1.769958904792933,-0.0598157692732842,False,False,0.01724137931034479,0.054745165488216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008620689655172414,0.008620689655172414,1.1599998654400157e-07,1.0,0.9913793103448276,-0.008620689655172376,1.0086956521651418,0.0,0.0,0.0,1.0,5.88325114,437.3361957891666,4.584161705692408,0.9562821388333332,0.019802499999999983,5377.4605015059615,2188.1858333333334,3.8848637358181812,1.9983874041818184,0.42423510081776766,231.837471718207,205.49872407095958,0.18554837922313347,88.83107381064492,-84.24691210495251,-5.1198435484495715,0.8895212639216566,0.0667608749116766,1.3616430709381282e-05,0.017794639873836296,0.0020078601261636873,0.0005414519633668594,3351.94739122888,2025.5131102770815,1.8361990552190972,1862.408736774488,325.7770965588454,0.6193614435781587,5.493854516087339,0.316394173142565,0.01724137931034479,0.005455071950733867,0.005455071950733867,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube0_cluster1 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.005, n=12, imputacion media=0.000. el radio medio supera al vecindario, compatible con sesgo hacia radios detectables.",,,,
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,12,-1.906060995556096,-0.0493787258101854,False,False,0.017777777777777726,0.05559293843372305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008888888888888889,0.008888888888888889,1.1249998734375143e-07,1.0,0.9911111111111112,-0.008888888888888835,1.008968609856422,0.0,0.0,0.0,1.0,2.0326,9.269400000000001,5.564798360250949,0.7674748522000001,0.01658599999999998,3772.8835537064174,2024.0,2.601313355818182,-0.5687133558181818,-0.12073142942007162,89.14853978848483,-79.87913978848482,-0.07212426738169704,89.15795269549778,-83.59315433524684,-5.080113457270602,0.8265855017105456,-0.059110649510545454,-1.2056104182452686e-05,0.016722473207169627,-0.00013647320716964756,-3.6802207985554544e-05,2817.0884086290316,955.7951450773858,0.866462000897153,1807.680125663377,216.3198743366229,0.41126337934433543,5.171771910518212,0.22101888837985478,0.017777777777777726,0.003929224682308518,0.003929224682308518,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube0_cluster2 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.004, n=5, imputacion media=0.000. el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas.",,,,
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,8,Transit,1.0,-0.0,-0.0,0.0,0.125,3,1,12,-1.9791145679363424,-0.0492306680206573,False,False,0.017543859649122834,0.055224812900499104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.008771929824561403,0.008771929824561403,1.139999870040015e-07,1.0,0.9912280701754386,-0.00877192982456143,1.0088495575131962,0.0,0.0,0.0,1.0,0.9624999999999999,1.2380499999999999,4.464418611538741,0.675205437125,0.015184439496393837,3883.8957565477235,1986.14968618672,2.2446133558181818,-1.2821133558181819,-0.2721782010971111,86.47142312181818,-85.23337312181818,-0.07695869796745304,88.79115944592705,-84.3267408343883,-5.12469489071448,0.7958290300188788,-0.1206235928938788,-2.46021760009746e-05,0.016255286372634247,-0.0010708468762404104,-0.00028877118283804706,2854.0924762428003,1029.8032803049232,0.9335529850501717,1795.0633543922838,191.0863317944361,0.363289830864089,5.229340503195389,0.27103422191650034,0.017543859649122834,0.004754986349412294,0.004754986349412294,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube0_cluster3 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.005, n=8, imputacion media=0.000. el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas.",,,,
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,110,Transit,0.990909090909091,0.05178110067444651,0.02248824628978887,0.0,0.0681818181818181,9,1,12,-1.877868958153695,-0.0236728645347159,False,False,0.006277056277056246,0.01288990273330143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00909090909090909,0.005952380952380952,-0.0031385281385281384,1.527272638690924,0.990909090909091,0.9940476190476191,0.003138528138528107,0.9968426782829802,0.0,0.0,0.0,1.0,2.8856700337272727,129.08810968272726,130.9545298631212,0.8561408264658182,0.01679070981075445,2339.190836090339,1699.5201884950657,2.569670176525252,0.3159998572020206,0.06708320468692387,114.28171125122896,14.806398431498309,0.01336895517729736,18.888194834842295,112.0663350282789,6.8104822842425925,0.8269227043197207,0.029218122146097536,5.959276839719663e-06,0.016483276553764872,0.00030743325698957824,8.290435097156014e-05,3205.3776066233936,-866.1867705330546,-0.7852288497300832,1785.9606919483526,-86.44050345328696,-0.16433910047074174,6.8579107257674625,0.5809346331144857,0.0060801154141636405,0.0035321496174208836,0.0035321496174208836,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube1_cluster0 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.004, n=110, imputacion media=0.000. el radio medio supera al vecindario, compatible con sesgo hacia radios detectables.",,,,
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,159,Transit,0.9811320754716981,0.10560966453439712,0.04586569454294222,0.0,0.0283018867924528,7,0,62,-1.5562352898564942,-0.0128122177832726,False,False,0.1322217346789527,0.1386452157772784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00043878894251864854,0.00043878894251864854,2.278994806170837e-06,0.012578616352201259,0.0017551557700745941,-0.010823460582126665,7.166663153210336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006289308176100629,0.06757349714787188,0.06128418897177125,0.09307360649492588,0.9811320754716981,0.9258446687143485,-0.055287406757349666,1.059715639745928,0.0,0.004387889425186486,0.004387889425186486,2.2789994806160181e-07,6.188173567329439,297.9136013418034,3.6433661682201737,1.5270114021536478,0.024376499570667353,1375.2874498358287,1446.5385300694254,5.7388116189804,0.449361948349039,0.09539447209414986,295.0340184484877,2.879582893315728,0.002600025577331068,6.333892041647544,-2.69052587342737,-0.16350832559706352,3.834069849160059,-2.307058447006411,-0.00047054358601075253,0.04044703958890556,-0.016070540018238207,-0.004333681082589212,806.7950022054316,568.4924476303971,0.5153584491464146,1094.8389549489407,351.6995751204847,0.6686447845884764,0.8651826508001875,0.6260378662660528,0.1237769667015086,0.07748906812669672,0.07748906812669672,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube1_cluster1 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.077, n=159, imputacion media=0.000. el radio medio supera al vecindario, compatible con sesgo hacia radios detectables el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas.",,,,
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,17,Transit,1.0,-0.0,-0.0,0.0,0.0588235294117647,1,2,2,-2.1145456858238325,-0.0200210718370453,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.322375065882353,2.8843529411764703,5.945403279955,0.5615700340588236,0.012465265804351876,3169.359854556678,1767.2746660597438,1.4216294950000001,-0.09925442911764715,-0.021070595548801804,3.5371666666666663,-0.652813725490196,-0.0005894368894353584,6.356692629317536,-0.41128934936253536,-0.024994828525661907,0.5700708800833333,-0.008500846024509734,-1.733817614238771e-06,0.012636626556165174,-0.000171360751813298,-4.62101987605123e-05,2431.480079425111,737.8797751315669,0.6689140342204546,1767.1391102513037,0.13555580844013093,0.0002577162178916971,0.6697127090169158,0.3565359993381049,0.0,0.0,0.0,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube1_cluster2 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.000, n=17, imputacion media=0.000. el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas.",,,,
orbital_pca2_cubes10_overlap0p35,cube1_cluster3,5,Transit,1.0,-0.0,-0.0,0.0,0.0,0,3,1,-2.356813168066376,-0.023884361195988,True,True,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,,,0.0,0.0,,,1.5492000000000001,91.78839999999997,45.58881850500441,0.36462291,0.00933799999999994,3351.7959999999994,2317.4,,,,,,,,,,,,,,,,,,,,,,,0.22101888837985478,,,,0.20331389796647373,no_neighbor_information,menor radio y periodos mas largos,"Nodo cube1_cluster3 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=nan, n=5, imputacion media=0.000.",,,,
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,4,Transit,1.0,-0.0,-0.0,0.0,0.0,1,4,2,-1.870674742471308,0.0346593794411116,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2904650149999999,2.5145000000000004,4.913218577267415,0.948933944,0.015672499999999975,309.15450000000004,1076.0,1.2904650149999999,0.0,0.0,2.5145000000000004,0.0,0.0,4.913218577267415,0.0,0.0,0.948933944,0.0,0.0,0.015672499999999975,0.0,0.0,309.15450000000004,0.0,0.0,1076.0,0.0,0.0,0.0,0.19852897915802972,0.0,0.0,0.0,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube1_cluster4 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.000, n=4, imputacion media=0.000.",,,,
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,3,Transit,1.0,-0.0,-0.0,0.0,0.1666666666666666,3,1,12,-1.922090201010061,0.0610722373601728,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3764395166666665,2.3333333333333335,4.929102354863164,0.9088564743966668,0.014275266786894536,161.60533333333333,938.6366666666667,1.2870329305555555,0.08940658611111107,0.018980009578347362,2.031111111111111,0.3022222222222224,0.00027288171131993724,4.913856216786143,0.015246138077021243,0.0009265365308008705,0.899031710163889,0.009824764232777783,2.003841645104447e-06,0.01422938898907878,4.587779781575589e-05,1.2371690327727415e-05,200.77777777777774,-39.17244444444441,-0.03551120213172646,972.0305555555556,-33.39388888888891,-0.06348784935277027,0.07518594514482031,0.17100355484320925,0.0,0.0,0.0,0.20331389796647373,mixed_or_low_shadow,menor radio y periodos mas largos,"Nodo cube1_cluster5 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.000, n=3, imputacion media=0.000. el radio medio supera al vecindario, compatible con sesgo hacia radios detectables.",,,,
