config_id,node_id,n_members,top_method,top_method_fraction,method_entropy_norm,mean_imputation_fraction,method_l1_boundary,physical_neighbor_distance,shadow_score,shadow_class,expected_incompleteness_direction,interpretation_text
phys_min_pca2_cubes10_overlap0p35,cube51_cluster1,79,Transit,0.9873417721518988,0.028311177532901733,0.0,1.018428076237306,0.43100974768810185,0.5523823966161706,high_confidence_shadow,menor radio y periodos mas largos,"Nodo cube51_cluster1 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.552, n=79, imputacion media=0.000. el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas."
phys_min_pca2_cubes10_overlap0p35,cube69_cluster0,19,Transit,1.0,-0.0,0.0,1.1701199563794984,4.10993084230382,0.45224431852783387,high_confidence_shadow,menor radio y periodos mas largos,"Nodo cube69_cluster0 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.452, n=19, imputacion media=0.000. el radio medio supera al vecindario, compatible con sesgo hacia radios detectables el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas."
phys_min_pca2_cubes10_overlap0p35,cube59_cluster0,4,Transit,1.0,-0.0,0.0,1.7275541795665634,4.19448283679658,0.35871178016132527,small_sample_shadow,menor radio y periodos mas largos,"Nodo cube59_cluster0 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.359, n=4, imputacion media=0.000. el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas."
phys_min_pca2_cubes10_overlap0p35,cube60_cluster2,3,Transit,1.0,-0.0,0.0,1.7781299524564185,4.895626766816246,0.318023116742446,small_sample_shadow,menor radio y periodos mas largos,"Nodo cube60_cluster2 dominado por Transit; candidato a incompletitud observacional hacia planetas de menor radio y orbitas mas largas. Shadow=0.318, n=3, imputacion media=0.000. el periodo medio es menor que el del vecindario, compatible con preferencia por orbitas cortas."
orbital_pca2_cubes10_overlap0p35,cube17_cluster2,8,Radial Velocity,1.0,-0.0,0.0,1.0111248454882573,0.6456488661372605,0.27404943575735147,small_sample_shadow,masas menores y senales radiales mas debiles,"Nodo cube17_cluster2 dominado por Radial Velocity; candidato a incompletitud observacional hacia masas menores y senales radiales debiles. Shadow=0.274, n=8, imputacion media=0.000."
orbital_pca2_cubes10_overlap0p35,cube17_cluster10,5,Radial Velocity,1.0,-0.0,0.0,1.1244239631336406,1.2140690200508595,0.24851893439946807,small_sample_shadow,masas menores y senales radiales mas debiles,"Nodo cube17_cluster10 dominado por Radial Velocity; candidato a incompletitud observacional hacia masas menores y senales radiales debiles. Shadow=0.249, n=5, imputacion media=0.000."
orbital_pca2_cubes10_overlap0p35,cube24_cluster0,6,Radial Velocity,1.0,-0.0,0.0,1.0111248454882573,0.9335405324840075,0.24270417502321173,small_sample_shadow,masas menores y senales radiales mas debiles,"Nodo cube24_cluster0 dominado por Radial Velocity; candidato a incompletitud observacional hacia masas menores y senales radiales debiles. Shadow=0.243, n=6, imputacion media=0.000. la masa media supera al vecindario, compatible con sesgo hacia planetas masivos."
orbital_pca2_cubes10_overlap0p35,cube17_cluster0,6,Radial Velocity,1.0,-0.0,0.0,1.0111248454882573,0.9335405324840075,0.24270417502321173,small_sample_shadow,masas menores y senales radiales mas debiles,"Nodo cube17_cluster0 dominado por Radial Velocity; candidato a incompletitud observacional hacia masas menores y senales radiales debiles. Shadow=0.243, n=6, imputacion media=0.000. la masa media supera al vecindario, compatible con sesgo hacia planetas masivos."
orbital_pca2_cubes10_overlap0p35,cube19_cluster4,6,Radial Velocity,1.0,-0.0,0.0,1.0111248454882573,1.099406962151563,0.24270417502321173,small_sample_shadow,masas menores y senales radiales mas debiles,"Nodo cube19_cluster4 dominado por Radial Velocity; candidato a incompletitud observacional hacia masas menores y senales radiales debiles. Shadow=0.243, n=6, imputacion media=0.000. la masa media supera al vecindario, compatible con sesgo hacia planetas masivos."
orbital_pca2_cubes10_overlap0p35,cube26_cluster4,6,Radial Velocity,1.0,-0.0,0.0,1.0111248454882573,1.099406962151563,0.24270417502321173,small_sample_shadow,masas menores y senales radiales mas debiles,"Nodo cube26_cluster4 dominado por Radial Velocity; candidato a incompletitud observacional hacia masas menores y senales radiales debiles. Shadow=0.243, n=6, imputacion media=0.000. la masa media supera al vecindario, compatible con sesgo hacia planetas masivos."
