config_id,node_id,member_id,pl_name,hostname,row_index,cube_id,cluster_id,discoverymethod,disc_year,disc_facility,pl_rade_was_physically_derived,pl_rade_was_imputed,pl_bmasse_was_physically_derived,pl_bmasse_was_imputed,pl_dens_was_physically_derived,pl_dens_was_imputed,pl_orbper_was_physically_derived,pl_orbper_was_imputed,pl_orbsmax_was_physically_derived,pl_orbsmax_was_imputed,pl_insol_was_physically_derived,pl_insol_was_imputed,pl_eqt_was_physically_derived,pl_eqt_was_imputed,st_mass,pl_bmasse,pl_orbper,pl_orbsmax,pl_rade_was_imputed_catalog,pl_bmasse_was_imputed_catalog,pl_dens_was_imputed_catalog,pl_orbper_was_imputed_catalog,pl_orbsmax_was_imputed_catalog,pl_insol_was_imputed_catalog,pl_eqt_was_imputed_catalog,pl_rade_was_physically_derived_catalog,pl_bmasse_was_physically_derived_catalog,pl_dens_was_physically_derived_catalog,pl_orbper_was_physically_derived_catalog,pl_orbsmax_was_physically_derived_catalog,pl_insol_was_physically_derived_catalog,pl_eqt_was_physically_derived_catalog
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-155 c,K2-155 c,K2-155,1500,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.65,7.27,13.85,0.0946,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-158 b,K2-158 b,K2-158,1506,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.92,7.460000000000001,10.06049,0.0887,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-158 c,K2-158 c,K2-158,1507,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.92,2.18,5.90279,0.0622,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-159 b,K2-159 b,K2-159,1508,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.9,5.73,12.422050000000004,0.1013,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-16 b,K2-16 b,K2-16,1509,cube6,0,Transit,2015.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.68,4.740000000000001,7.6188,0.0667,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-160 b,K2-160 b,K2-160,1511,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.982829,10.2,3.705871,0.0465971515646056,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-161 b,K2-161 b,K2-161,1512,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.986876,31.1,9.283188000000004,0.0860647826980267,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-162 b,K2-162 b,K2-162,1513,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.75,2.6700000000000004,9.45889,0.0795,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-163 b,K2-163 b,K2-163,1514,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.826112,6.65,6.673117,0.0650886584160931,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-165 b,K2-165 b,K2-165,1516,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.834847,2.17,2.354992,0.0326188344051752,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-165 c,K2-165 c,K2-165,1517,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.834847,3.03,4.382745,0.049352173330108,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-165 d,K2-165 d,K2-165,1518,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.834847,7.500000000000001,14.101361,0.1075596799064504,False,False,False,False,False,False,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-166 b,K2-166 b,K2-166,1519,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.16,5.43,8.526950000000001,0.0858,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-167 b,K2-167 b,K2-167,1520,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.084,6.5,9.978541,0.0932,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-168 b,K2-168 b,K2-168,1521,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.877,4.12,15.8523,0.1182137251788927,False,False,False,False,False,True,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-169 b,K2-169 b,K2-169,1522,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.986144,2.16,6.380803000000001,0.0670147168284159,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-17 b,K2-17 b,K2-17,1523,cube6,0,Transit,2015.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.71,5.599999999999999,17.96753,0.1189999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-170 b,K2-170 b,K2-170,1524,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.963657,2.6,7.576544,0.074569536479753,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-170 c,K2-170 c,K2-170,1525,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.963657,3.9,12.400047,0.1035609990161127,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-171 b,K2-171 b,K2-171,1526,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.891587,7.690000000000001,5.628466,0.0596011250119162,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-172 b,K2-172 b,K2-172,1527,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.934356,3.4199999999999995,14.316940999999998,0.1128090997258534,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-173 b,K2-173 b,K2-173,1529,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.881538,3.2200000000000006,5.868699,0.0610540886953166,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-175 b,K2-175 b,K2-175,1531,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.094693,4.81,9.525988000000002,0.0906380702805219,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-176 b,K2-176 b,K2-176,1532,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.938545,2.8300000000000005,5.329438999999999,0.0584627465171632,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-177 b,K2-177 b,K2-177,1533,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.210525,5.129999999999999,14.155185,0.1220510362538067,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-178 b,K2-178 b,K2-178,1534,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.95109,12.400000000000002,8.747818,0.0817109415086216,False,False,False,False,False,False,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-179 b,K2-179 b,K2-179,1535,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.824345,6.86,5.172191,0.0548814894222735,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-180 b,K2-180 b,K2-180,1538,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.735,11.41003981,8.865663,0.0756,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-181 b,K2-181 b,K2-181,1539,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.96,7.699999999999999,6.8941,0.0706,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-182 b,K2-182 b,K2-182,1540,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.823,20.976674860000003,4.7369696,0.0517399999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-183 c,K2-183 c,K2-183,1542,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.942219,5.9,10.787992,0.0932,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-185 b,K2-185 b,K2-185,1545,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.96,1.6,10.616384,0.0932569785308807,False,False,False,False,False,True,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-187 c,K2-187 c,K2-187,1549,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.966999,2.54,2.871512,0.0391999999999999,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-187 d,K2-187 d,K2-187,1550,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.966999,6.35,7.149584,0.072,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-187 e,K2-187 e,K2-187,1551,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.966999,4.27,13.606629000000002,0.1106,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-188 b,K2-188 b,K2-188,1552,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.06,2.39,1.742169,0.0288999999999999,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-188 c,K2-188 c,K2-188,1553,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.06,8.4,7.810253000000001,0.0785,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-189 b,K2-189 b,K2-189,1554,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.85,2.55,2.58812,0.0361,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-189 c,K2-189 c,K2-189,1555,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.85,5.95,6.67932,0.068,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-19 b,K2-19 b,K2-19,1556,cube6,0,Transit,2015.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.892,30.800000000000008,7.922806,0.0748699999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-19 c,K2-19 c,K2-19,1557,cube6,0,Transit,2015.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.892,11.12,11.897700000000004,0.0982,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-19 d,K2-19 d,K2-19,1558,cube6,0,Transit,2016.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.892,6.2,2.50827,0.0347799999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-190 b,K2-190 b,K2-190,1559,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.904597,2.4100000000000006,10.098858,0.0884313812251902,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-191 b,K2-191 b,K2-191,1561,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.900994,3.120000000000001,2.858646,0.0380733187846106,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-192 b,K2-192 b,K2-192,1562,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.9,2.9199999999999995,4.162817,0.0489999999999999,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-193 b,K2-193 b,K2-193,1563,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.01,14.800000000000004,14.786888999999997,0.1184,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-195 b,K2-195 b,K2-195,1565,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.94,9.96,15.852975,0.1208,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-197 b,K2-197 b,K2-197,1568,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.0,7.08,8.357881,0.0805999999999999,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-198 b,K2-198 b,K2-198,1569,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.799,16.300000000000004,17.042868300000002,0.1202681328589172,False,False,False,False,False,True,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-198 c,K2-198 c,K2-198,1570,cube6,0,Transit,2019.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.799,2.61,3.3596055,0.0407362423538396,False,False,False,False,False,True,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-198 d,K2-198 d,K2-198,1571,cube6,0,Transit,2019.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.799,6.52,7.4500177,0.0692724125503375,False,False,False,False,False,True,False,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-199 b,K2-199 b,K2-199,1572,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.711,6.9,3.2253993000000003,0.0382,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-199 c,K2-199 c,K2-199,1573,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.711,12.400000000000002,7.374489699999999,0.0662,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-200 b,K2-200 b,K2-200,1574,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.860208,2.43,2.849883,0.0374132724420119,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-202 b,K2-202 b,K2-202,1578,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.971461,5.91,3.405164,0.0438706089327559,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-203 b,K2-203 b,K2-203,1579,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.793,2.14,9.695200000000002,0.0824,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-204 b,K2-204 b,K2-204,1580,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.076,10.2,7.055908,0.0738,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-207 b,K2-207 b,K2-207,1583,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.941851,7.3,12.48749,0.1032564889671562,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-208 b,K2-208 b,K2-208,1584,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.881,3.4500000000000006,4.19097,0.04878,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-209 b,K2-209 b,K2-209,1585,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.74479,0.5860000000000001,2.0806149999999994,0.0289120539766102,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-21 b,K2-21 b,K2-21,1586,cube6,0,Transit,2015.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.676023,4.039999999999999,9.325038,0.076,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-21 c,K2-21 c,K2-21,1587,cube6,0,Transit,2015.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.676023,6.760000000000001,15.501919999999998,0.107,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-212 b,K2-212 b,K2-212,1590,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.622,7.510000000000001,9.795647,0.0785,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-213 b,K2-213 b,K2-213,1591,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.069596,2.9,8.13087,0.0809290517771754,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-214 b,K2-214 b,K2-214,1592,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.03,6.85,8.59656,0.0834,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-215 b,K2-215 b,K2-215,1593,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.999987,5.160000000000001,8.269648,0.0800318122133818,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-216 b,K2-216 b,K2-216,1594,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7,7.999999999999999,2.1748,0.028,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-217 b,K2-217 b,K2-217,1595,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.102661,12.500000000000002,14.074523999999998,0.1178626855151339,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-218 b,K2-218 b,K2-218,1596,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.047488,7.130000000000001,8.679885,0.0839457763435744,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-219 b,K2-219 b,K2-219,1597,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.021545,2.38,3.901287,0.048846218908544,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-219 c,K2-219 c,K2-219,1598,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.021545,2.66,6.66767,0.0698245934912875,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-219 d,K2-219 d,K2-219,1599,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.021545,7.160000000000001,11.137278,0.0982980851762893,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-220 b,K2-220 b,K2-220,1601,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.91,6.21,13.68186,0.1104,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-221 b,K2-221 b,K2-221,1602,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.010842,3.460000000000001,2.399094,0.0351991724219833,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-222 b,K2-222 b,K2-222,1603,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.94,7.500000000000001,15.388927399999996,0.1186,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-223 c,K2-223 c,K2-223,1605,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.06,2.86,4.562546,0.0549,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-224 b,K2-224 b,K2-224,1606,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.91,3.05,4.47904,0.0515999999999999,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-224 c,K2-224 c,K2-224,1607,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.91,6.39,10.09489,0.0886,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-226 b,K2-226 b,K2-226,1609,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.856,2.9799999999999995,3.27109,0.04095,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-227 b,K2-227 b,K2-227,1610,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,0.950811,3.4100000000000006,13.621832,0.1097644222791879,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-228 b,K2-228 b,K2-228,1611,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.71,1.92,2.69828,0.0338,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-229 c,K2-229 c,K2-229,1613,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.87,7.0,8.32727,0.0769,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-230 b,K2-230 b,K2-230,1614,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.11,4.500000000000001,2.86041,0.0409,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-231 b,K2-231 b,K2-231,1615,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,True,False,False,True,False,True,1.01,6.8,13.841900999999996,0.1131994023707662,False,False,False,False,False,True,True,False,False,True,False,True,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-232 b,K2-232 b,K2-232,1616,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.188,126.49633999999998,11.168454000000002,0.10356,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-233 b,K2-233 b,K2-233,1617,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.79,2.4,2.467583,0.03293,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-233 c,K2-233 c,K2-233,1618,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.79,4.6000000000000005,7.06024,0.0664,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-237 b,K2-237 b,K2-237,1620,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.256,434.1536039600006,2.18053332,0.03552,False,False,False,False,False,False,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-238 b,K2-238 b,K2-238,1621,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1.19,273.3337999999999,3.2046600000000005,0.046,False,False,False,False,False,True,False,False,False,True,False,False,False,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,K2-239 b,K2-239 b,K2-239,1622,cube6,0,Transit,2018.0,K2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.4,1.3700000000000003,5.239999999999999,0.0441,False,False,False,False,False,True,False,False,False,True,False,False,False,False
