hostname,n_observed_planets,n_candidate_missing_planets,max_gap_period_ratio,max_candidate_priority_score,mean_candidate_priority_score,dominant_discoverymethod_system,best_candidate_id,best_candidate_period_days,best_candidate_semimajor_au,system_priority_class
HD 25912,2,4,628.9188399858859,0.9228531023072792,0.861606465828162,Radial Velocity,HD 25912::HD 25912 b::HD 25912 c::1,151.7829473261167,0.5713423585181846,high
HD 27894,3,4,139.1611433324093,0.9705029060317516,0.9368644568406843,Radial Velocity,HD 27894::HD 27894 c::HD 27894 d::2,259.7486730493257,0.7426834536054097,high
HD 28185,2,3,23.55410447761194,0.732414657048333,0.7255465622051602,Radial Velocity,HD 28185::HD 28185 b::HD 28185 c::1,850.1859730419264,1.7410134497264393,high
HD 37605,2,3,49.4429308606051,0.9124735432725977,0.8958142634247596,Radial Velocity,HD 37605::HD 37605 b::HD 37605 c::1,145.87831858724772,0.5312630779423407,high
HD 38529,2,4,148.68067980908322,0.9207409933965076,0.9139507991474055,Radial Velocity,HD 38529::HD 38529 b::HD 38529 c::1,38.91235420288287,0.22322365411290074,high
HD 47186,2,4,331.39919206757236,0.8427632255641624,0.8190158847270594,Radial Velocity,HD 47186::HD 47186 b::HD 47186 c::1,13.03794634493166,0.10694727441397156,high
HD 68988,2,4,2548.9437017990776,0.9293188256030593,0.9155601508781227,Radial Velocity,HD 68988::HD 68988 b::HD 68988 c::1,30.132265676896946,0.2028171859731835,high
HD 73344,3,5,88.30755232029121,0.8895184967704053,0.871056046554242,Radial Velocity,HD 73344::HD 73344 c::HD 73344 d::4,2376.5514492731545,3.6933487442981106,high
HD 74156,2,3,47.418551605054176,0.9088571484146204,0.8937088819895781,Radial Velocity,HD 74156::HD 74156 b::HD 74156 c::1,135.4991701288758,0.5329606792996531,high
HD 74698,2,4,229.67303722447886,0.8992774069786336,0.85767963622154,Radial Velocity,HD 74698::HD 74698 b::HD 74698 c::1,44.54563800359551,0.2490855239317341,high
HD 80653,2,4,1280.2036763469441,0.8823706266423859,0.8443881932362257,Mixed,HD 80653::HD 80653 b::K2-312 c::3,52.6553254380512,0.2905329453483539,high
HD 83443,2,4,2760.223309802829,0.8111190544557989,0.7853475259918452,Radial Velocity,HD 83443::HD 83443 b::HD 83443 c::2,71.02535002277979,0.3356464864691873,high
HD 86226,2,4,408.59146375131127,0.8600930042208661,0.8379906607465413,Mixed,HD 86226::HD 86226 c::HD 86226 b::2,44.14492944676789,0.24599057234557353,high
HD 93351,2,4,5696.491953518246,0.8136204431861529,0.786055086997899,Radial Velocity,HD 93351::HD 93351 b::HD 93351 c::1,13.86632137120567,0.11065133101035346,high
HD 9446,2,1,6.418873951816851,0.8751760979265664,0.8751760979265664,Radial Velocity,HD 9446::HD 9446 b::HD 9446 c::1,76.13823481011366,0.35156722920425426,high
HD 99492,2,1,5.585414919385583,0.842247559233396,0.842247559233396,Radial Velocity,HD 99492::HD 99492 b::HD 99492 c::1,40.29579655373498,0.21789770477009593,high
HIP 14810,3,4,22.13805677406827,0.9033811533261371,0.8889272867250803,Radial Velocity,HIP 14810::HIP 14810 b::HIP 14810 c::3,68.11359411513934,0.32749361682288,high
HIP 5158,2,3,26.08399861159319,0.7445751206054787,0.7357115709056057,Radial Velocity,HIP 5158::HIP 5158 b::HIP 5158 c::2,1765.6783362775911,2.6317569399896303,high
HIP 57274,3,3,13.477989384951615,0.9374594501787978,0.8972117250121224,Radial Velocity,HIP 57274::HIP 57274 c::HIP 57274 d::2,181.40127921922019,0.5646868840482593,high
K2-141,2,4,27.641189992736997,0.9065948607913463,0.8889628911169197,Transit,K2-141::K2-141 b::K2-141 c::4,3.989388120940171,0.04387547146904693,high
K2-290,2,1,5.25061742467419,0.8334807977079357,0.8334807977079357,Transit,K2-290::K2-290 b::K2-290 c::1,21.10778277798263,0.15857560243365687,high
K2-396,2,4,38.22816837868882,0.8884624839980817,0.8539090645708481,Transit,K2-396::K2-396 b::K2-396 c::4,12.430189763511938,0.10338109972117748,high
K2-73,2,4,133.41231342287966,0.9215596998483673,0.907612235506053,Mixed,K2-73::K2-73 b::K2-73 c::3,141.22826830551818,0.5342620548380709,high
K2-99,2,3,28.617101321088587,0.8981913465799691,0.8899666144490866,Mixed,K2-99::K2-99 b::K2-99 c::2,97.61668313357099,0.4685364459312772,high
KELT-6,2,4,162.6368584065157,0.9274894395659334,0.903401336332199,Mixed,KELT-6::KELT-6 b::KELT-6 c::2,60.13388855952998,0.3255583537798894,high
KOI-12,2,4,140.01537480827693,0.8897253637669156,0.8822048300310982,Transit,KOI-12::KOI-12 b::Kepler-448 c::4,930.4753303957706,2.135207954758744,high
KOI-142,3,4,63.01392504441962,0.9473294129925287,0.9310703387271231,Transit,KOI-142::KOI-142 c::Kepler-88 d::3,267.474915025978,0.8097301069398658,high
KOI-984,2,1,5.016582215502457,0.8351477163482426,0.8351477163482426,Transit,KOI-984::KOI-984 b::KOI-984 c::1,9.604545584878027,0.0862529035522433,high
Kepler-1016,2,4,54.05670046139541,0.8907421416659391,0.8731563535820095,Transit,Kepler-1016::Kepler-1016 b::Kepler-1016 c::4,47.56863730329993,0.2560739429808171,high
Kepler-111,2,4,67.26234995055084,0.7970340962076772,0.7799831765996963,Transit,Kepler-111::Kepler-111 b::Kepler-111 c::4,96.87239410729278,0.4317958572445054,high
Kepler-1143,2,4,72.91018638876601,0.76789085302658,0.75598107431418,Transit,Kepler-1143::Kepler-1143 b::Kepler-1143 c::4,89.32310361504797,0.36453905183349794,high
Kepler-129,3,4,32.1897810218978,0.907128969889788,0.8596680481354759,Transit,Kepler-129::Kepler-129 c::Kepler-129 d::3,1110.8625715590003,2.216980313207718,high
Kepler-1311,3,4,17.67800193389253,0.8910562352144022,0.8439739066753495,Transit,Kepler-1311::Kepler-1311 b::Kepler-1311 d::3,96.32366466279126,0.41798267529706273,high
Kepler-132,4,2,6.123582387956956,0.8454507843366661,0.7846124591804468,Transit,Kepler-132::Kepler-132 d::Kepler-132 e::1,44.56781001658644,0.24004497424193977,high
Kepler-142,3,2,8.780288644690492,0.8560376852643068,0.8441114726121505,Transit,Kepler-142::Kepler-142 c::Kepler-142 d::2,20.26600170037307,0.14439922145597503,high
Kepler-148,3,2,12.4034335890803,0.8980456619758228,0.8821250270319028,Transit,Kepler-148::Kepler-148 c::Kepler-148 d::2,22.39797212544779,0.1478808031405723,high
Kepler-1489,2,4,120.88995814854695,0.886577124662105,0.863674315891856,Transit,Kepler-1489::Kepler-1489 c::Kepler-1489 b::4,31.542353168982334,0.19229860900513787,high
Kepler-150,5,3,20.670790448638165,0.9043685861484008,0.8950362474546018,Transit,Kepler-150::Kepler-150 e::Kepler-150 f::3,298.84282594841045,0.8617627231071994,high
Kepler-1514,2,3,20.717908508518157,0.9000376236707825,0.8825445744965571,Transit,Kepler-1514::Kepler-1514 c::Kepler-1514 b::3,102.10214881013056,0.453809411355857,high
Kepler-1656,2,3,60.80096318357519,0.8924574831389063,0.8752333933204278,Mixed,Kepler-1656::Kepler-1656 b::Kepler-1656 c::1,88.13372585248474,0.3914236046149413,high
Kepler-167,4,5,49.13054335966363,0.9168979907432051,0.8697236420843699,Transit,Kepler-167::Kepler-167 d::Kepler-167 e::4,491.6015509039231,1.120699090323482,high
Kepler-169,5,1,6.325964244326802,0.8470338455285811,0.8470338455285811,Transit,Kepler-169::Kepler-169 e::Kepler-169 f::1,34.62628478143287,0.19499722492185012,high
Kepler-186,5,1,5.7990814230677055,0.8451047074870797,0.8451047074870797,Transit,Kepler-186::Kepler-186 e::Kepler-186 f::1,53.960623878402295,0.21850789031357204,high
Kepler-25,3,2,9.622111990692341,0.8897224686616338,0.8819343974917413,Transit,Kepler-25::Kepler-25 c::Kepler-25 d::2,57.54725536201959,0.306948066672899,high
Kepler-311,3,2,11.755849824042478,0.8691405692440548,0.8554232778303418,Transit,Kepler-311::Kepler-311 c::Kepler-311 d::2,102.04979197972308,0.42652392223714186,high
Kepler-418,2,2,7.0941588373374875,0.8612101827174503,0.8505593356774278,Transit,Kepler-418::Kepler-418 c::Kepler-418 b::2,45.11054268205251,0.245372051006401,high
Kepler-424,2,4,67.4242580704693,0.8204160307814006,0.8061706826226414,Mixed,Kepler-424::Kepler-424 b::Kepler-424 c::4,96.18901729369217,0.4122214944250622,high
Kepler-432,2,1,7.736976475305896,0.8574545341645105,0.8574545341645105,Mixed,Kepler-432::Kepler-432 b::Kepler-432 c::1,146.03410081142013,0.5953431320554351,high
Kepler-454,3,4,49.57463827367109,0.910698992451838,0.8693468890808722,Radial Velocity,Kepler-454::Kepler-454 b::Kepler-454 c::2,74.44901473321187,0.34977725212387556,high
Kepler-48,5,5,22.892524028990973,0.8999277975374174,0.8420619672934369,Transit,Kepler-48::Kepler-48 d::Kepler-48 e::3,448.9397579855329,1.0995781966834366,high
Kepler-511,2,2,11.139445773975838,0.8595486463252606,0.852090618914492,Transit,Kepler-511::Kepler-511 c::Kepler-511 b::2,132.82262493062686,0.5058814873176186,high
Kepler-553,2,4,81.43973638786774,0.8131418851953098,0.7927675734667082,Transit,Kepler-553::Kepler-553 b::Kepler-553 c::4,136.15213535874813,0.4980314192921655,high
Kepler-56,3,4,46.81720125649516,0.9197855901963388,0.9111328013492644,Transit,Kepler-56::Kepler-56 c::Kepler-56 d::2,99.68376961398158,0.46154508358515367,high
Kepler-561,2,2,10.908464021359332,0.8698216683880011,0.8574749337753508,Transit,Kepler-561::Kepler-561 c::Kepler-561 b::2,26.315361077327484,0.1708060109690851,high
Kepler-607,2,4,62.173437016277724,0.8803016349469537,0.8644929341228569,Transit,Kepler-607::Kepler-607 b::Kepler-607 c::4,17.37063363043448,0.12306258341431815,high
Kepler-610,2,3,21.704375317929053,0.8710862862036799,0.8604769969621527,Transit,Kepler-610::Kepler-610 b::Kepler-610 c::3,70.35869623336109,0.3443097075570618,high
Kepler-62,5,2,6.737887895107153,0.8446707783114,0.8328638825544863,Transit,Kepler-62::Kepler-62 d::Kepler-62 e::2,64.79807662627552,0.27899577330093966,high
Kepler-65,4,4,31.82790303558009,0.9090313116268016,0.8895567444143873,Transit,Kepler-65::Kepler-65 d::Kepler-65 e::4,129.53963431848405,0.53973216344072,high
Kepler-68,4,5,65.86342755725721,0.8952652865959505,0.8544343534094037,Mixed,Kepler-68::Kepler-68 c::Kepler-68 d::2,51.280980591162646,0.2751708297809673,high
Kepler-712,2,2,10.792756253600732,0.8557974072014203,0.8471412458815761,Transit,Kepler-712::Kepler-712 b::Kepler-712 c::2,102.66887386325544,0.40487921093114054,high
Kepler-725,2,1,5.235154521321411,0.8328836534013537,0.8328836534013537,Transit,Kepler-725::Kepler-725 b::Kepler-725 c::1,90.7066551721537,0.38839516991606404,high
Kepler-799,2,2,8.783649508681329,0.8705927996975487,0.859586314409727,Transit,Kepler-799::Kepler-799 c::Kepler-799 b::2,64.68364596306311,0.3143554574875377,high
Kepler-93,2,4,308.88097673106944,0.8659077426104566,0.8407076620164574,Mixed,Kepler-93::Kepler-93 b::Kepler-93 c::3,147.37926659696163,0.5292458090505064,high
Kepler-94,2,4,327.0655406967937,0.8857690383255161,0.8730489897829545,Mixed,Kepler-94::Kepler-94 b::Kepler-94 c::4,257.65925908156595,0.738695339396545,high
Kepler-97,2,4,305.028917823895,0.8656530763257795,0.8520690590803981,Mixed,Kepler-97::Kepler-97 b::Kepler-97 c::3,80.04617750708545,0.3560761343945893,high
Pr0211,2,4,2259.9133311588453,0.813832297901381,0.808927228115183,Radial Velocity,Pr0211::Pr0211 b::Pr0211 c::2,47.12883107286687,0.24969020121631194,high
TIC 139270665,2,3,42.75313240772093,0.9064558914879839,0.8934494812277892,Mixed,TIC 139270665::TIC 139270665 b::TIC 139270665 c::2,154.46760178108542,0.5699169445483677,high
TOI-1288,2,4,154.0838954957092,0.8171749495793166,0.8056692960745606,Mixed,TOI-1288::TOI-1288 b::TOI-1288 c::3,55.4613492508601,0.2803054716339222,high
TOI-1294,2,3,40.839865838869734,0.8088203678285582,0.794464720817722,Mixed,TOI-1294::TOI-1294 b::TOI-1294 c::3,63.2524551071564,0.3262390597151012,high
TOI-1386,2,2,8.978293427657018,0.8640684236892311,0.8629191600222454,Mixed,TOI-1386::TOI-1386 b::TOI-1386 c::2,111.62377862894847,0.4591340441290751,high
TOI-1410,2,3,39.083879132528544,0.9072855558069872,0.896988641201171,Mixed,TOI-1410::TOI-1410.01::TOI-1410 c::3,19.021397903677894,0.1291397285853672,high
TOI-1669,2,4,186.56343987162938,0.8675348050641238,0.8548520611267288,Mixed,TOI-1669::TOI-1669 c::TOI-1669 b::3,61.750344958030375,0.3043882041520114,high
TOI-1694,2,4,104.26759771009155,0.8235592873683386,0.8114368320913119,Mixed,TOI-1694::TOI-1694 b::TOI-1694 c::4,155.19337229403573,0.5360084556586627,high
TOI-1736,2,4,80.76401271525994,0.9262897957256961,0.9133551908470582,Mixed,TOI-1736::TOI-1736 b::TOI-1736 c::3,98.61410957987775,0.42286396859733316,high
TOI-1836,2,2,11.496732387829036,0.8764622532861477,0.841214089235121,Transit,TOI-1836::TOI-1836 c::TOI-1836 b::2,9.03017981707049,0.09213109467707858,high
TOI-2134,2,2,10.347591863455563,0.8714985292040778,0.8582913373855281,Transit,TOI-2134::TOI-2134 b::TOI-2134 c::2,43.82516986013065,0.22043466966623929,high
TOI-2295,2,3,32.180943673792555,0.8938564162823843,0.8854997757666565,Mixed,TOI-2295::TOI-2295 b::TOI-2295 c::1,71.53239679851863,0.35515885661314306,high
TOI-2537,2,2,20.403348699605324,0.890521472541818,0.8796373204002261,Mixed,TOI-2537::TOI-2537 b::TOI-2537 c::1,257.1383942048738,0.7256645840506983,high
TOI-375,3,2,12.21615938756321,0.8865086444920653,0.8849836449124346,Radial Velocity,TOI-375::TOI-375 b::TOI-375 c::2,50.14994034473047,0.3006132537949231,high
TOI-4010,4,5,51.80551042025014,0.9532758524800113,0.9090197293900198,Transit,TOI-4010::TOI-4010 d::TOI-4010 e::3,157.11027490760617,0.5460559370001158,high
TOI-4600,2,1,5.839124456231879,0.8374329088773744,0.8374329088773744,Transit,TOI-4600::TOI-4600 b::TOI-4600 c::1,199.80694342236944,0.6433938469727616,high
TOI-544,2,3,32.349879097259546,0.8973998856356901,0.8726155352955769,Mixed,TOI-544::TOI-544 b::TOI-544 c::3,21.00265487189495,0.12778084838233303,high
TOI-969,2,4,932.1552718452649,0.8339635564223591,0.8172058751422138,Mixed,TOI-969::TOI-969 b::TOI-969 c::3,110.31983848707416,0.4060762736410943,high
WASP-107,2,4,186.31518138744207,0.9338603097407313,0.90704385685913,Mixed,WASP-107::WASP-107 b::WASP-107 c::3,131.72187596052203,0.4461888256791573,high
WASP-132,3,6,254.65701599844934,0.9720987345712324,0.913410317415213,Transit,WASP-132::WASP-132 b::WASP-132 d::3,198.09661362217898,0.6145400890503119,high
WASP-41,2,4,137.92425632289343,0.8265981821515216,0.81114234611396,Mixed,WASP-41::WASP-41 b::WASP-41 c::4,157.16432283048078,0.5441044087406035,high
WASP-47,4,5,65.28652175554822,0.9443760248983155,0.8854650891013677,Transit,WASP-47::WASP-47 d::WASP-47 c::2,48.04423224184123,0.26354973139520704,high
WASP-53,2,4,858.0464041767764,0.8799995548484285,0.8661887678019625,Mixed,WASP-53::WASP-53 b::WASP-53 c::3,190.5083562237285,0.6111341093068493,high
WASP-8,2,4,529.8625274552872,0.938503072128982,0.9193577371942158,Mixed,WASP-8::WASP-8 b::WASP-8 c::2,100.29685416542746,0.44769307674814146,high
WASP-84,2,1,5.890929181719984,0.8419540389922127,0.8419540389922127,Transit,WASP-84::WASP-84 c::WASP-84 b::1,3.5117685504764053,0.04288184382448607,high
XO-2 S,2,1,6.653081456187696,0.8760916491714092,0.8760916491714092,Radial Velocity,XO-2 S::XO-2 S b::XO-2 S c::1,46.83338125738946,0.2526580822211592,high
iot Dra,2,3,48.937622931308795,0.8203536962853706,0.8154253252862756,Radial Velocity,iot Dra::iot Dra b::iot Dra c::1,1351.1633479014681,2.7621801152223524,high
ups And,3,4,52.25390418478706,0.7996708144355917,0.7991478342545939,Radial Velocity,ups And::ups And c::ups And d::1,554.9380025552402,1.4423941271760574,high
