hostname,n_observed_planets,n_candidate_missing_planets,max_gap_period_ratio,max_candidate_priority_score,mean_candidate_priority_score,dominant_discoverymethod_system,best_candidate_id,best_candidate_period_days,best_candidate_semimajor_au,system_priority_class
14 Her,2,2,8.906459366738192,0.7828387376580437,0.7777651506387145,Radial Velocity,14 Her::14 Her b::HD 145675 c::1,3661.507080651478,4.602251492420858,medium
24 Sex,2,0,1.950088339222612,,,Radial Velocity,,,,low
2MASS J19383260+4603591,3,3,9.441860465116283,0.8703237072413558,0.7671739029469218,Eclipse Timing Variations,2MASS J19383260+4603591::Kepler-451 d::2MASS J19383260+4603591 b::1,90.88404503977634,0.3097505086515008,high
47 UMa,3,1,5.856127143454626,0.7406503302260319,0.7406503302260319,Radial Velocity,47 UMa::47 UMa c::47 UMa d::1,5786.0852050414915,6.431293878547218,medium
55 Cnc,5,6,19.89220517240303,0.8825934530979651,0.8141226589106022,Radial Velocity,55 Cnc::55 Cnc e::55 Cnc b::1,1.995698867139,0.03117634543979509,high
55 Cnc B,2,1,4.963232049886753,0.5455254346227976,0.5455254346227976,Radial Velocity,55 Cnc B::55 Cnc B b::55 Cnc B c::1,15.147915757621575,0.07647149026248169,medium
61 Vir,3,3,9.020403321470939,0.8321141851884586,0.8213771026037788,Radial Velocity,61 Vir::61 Vir b::61 Vir c::1,8.77417376592492,0.0816133062299214,medium
7 CMa,2,0,1.3549176982723445,,,Radial Velocity,,,,low
75 Cet,2,1,2.945106370761679,0.48085437463300057,0.48085437463300057,Radial Velocity,75 Cet::75 Cet b::75 Cet c::1,1195.4913317962623,2.7399199894563298,medium
AU Mic,4,0,1.755658286221932,,,Transit,,,,low
BD+20 2457,2,0,1.6384110844769908,,,Radial Velocity,,,,low
BD-06 1339,2,3,32.51910762239206,0.9065451440196,0.9064560332062985,Radial Velocity,BD-06 1339::BD-06 1339 b::BD-06 1339 c::3,52.73865310516657,0.24437600063130654,high
BD-08 2823,2,3,42.428571428571445,0.908227284080432,0.9082107976831625,Radial Velocity,BD-08 2823::BD-08 2823 b::BD-08 2823 c::1,14.292316643007519,0.09828158828769964,high
BD-11 4672,2,3,22.02156334231806,0.8895703115704727,0.8405026894900205,Radial Velocity,BD-11 4672::BD-11 4672 c::BD-11 4672 b::1,160.73703095072605,0.501430570405537,high
BD-210397,2,1,3.299841353781069,0.7183587470800956,0.7183587470800956,Radial Velocity,BD-210397::BD-210397 b::BD-210397 c::1,3435.089518484199,3.9266576691662296,medium
Barnard's star,4,0,1.6339831248181558,,,Radial Velocity,,,,low
CoRoT-20,2,4,181.22116014000002,0.9284599526622239,0.913122442162857,Mixed,CoRoT-20::CoRoT-20 b::CoRoT-20 c::2,73.97576543879191,0.3602752645511962,high
CoRoT-24,2,0,2.299644072437126,,,Transit,,,,low
CoRoT-7,3,1,4.3322824053464535,0.6502178386922828,0.6502178386922828,Radial Velocity,CoRoT-7::CoRoT-7 b::CoRoT-7 c::1,1.776677192891269,0.02770759083977882,medium
DMPP-1,4,0,1.8183466279912983,,,Radial Velocity,,,,low
DMPP-2,3,1,3.1695175860080727,0.829261018775215,0.829261018775215,Radial Velocity,DMPP-2::DMPP-2 b::DMPP-2 d::1,9.262973226777675,0.09679356679162934,medium
DMPP-6,2,1,4.79316558591027,0.7930702622241825,0.7930702622241825,Radial Velocity,DMPP-6::DMPP-6 b::DMPP-6 c::1,16.64481873436896,0.13085782928534187,medium
EPIC 201595106,2,2,11.167890201085223,0.8520302909260016,0.8360312920643281,Mixed,EPIC 201595106::EPIC 201595106 b::K2-360 c::2,4.382943274084173,0.051670054528525626,medium
EPIC 206024342,3,2,4.943996209379155,0.7592345971762602,0.7081495884568786,Transit,EPIC 206024342::EPIC 206024342 b::EPIC 206024342 d::1,8.125553817085947,0.07715388920516872,medium
EPIC 206042996,2,3,14.930512505494757,0.7264432618975929,0.7082500184117718,Transit,EPIC 206042996::EPIC 206042996 c::EPIC 206042996 b::3,2.695519365252979,0.03133653479628718,medium
EPIC 206317286,2,2,11.068088870914748,0.8265115614075143,0.8125452698405745,Transit,EPIC 206317286::EPIC 206317286 b::EPIC 206317286 c::2,7.859549119045074,0.07095509437635024,medium
EPIC 212297394,2,0,2.2774741270825114,,,Transit,,,,low
EPIC 212587672,2,0,1.5201157925184448,,,Transit,,,,low
EPIC 212624936,2,3,20.41181045075062,0.8528943836925218,0.8377935088409659,Transit,EPIC 212624936::EPIC 212624936 b::EPIC 212624936 c::3,5.556897117581895,0.0613990174121001,medium
EPIC 212737443,2,1,4.818789972800117,0.7960187188379946,0.7960187188379946,Transit,EPIC 212737443::EPIC 212737443 b::EPIC 212737443 c::1,29.860955276079174,0.166453147548873,medium
EPIC 220674823,2,3,23.350989664380936,0.8715676681265079,0.8587082403345496,Transit,EPIC 220674823::EPIC 220674823 b::EPIC 220674823 c::3,6.068748464755836,0.06316786536868599,high
EPIC 249893012,3,1,4.3459152735668,0.7956431948945939,0.7956431948945939,Transit,EPIC 249893012::EPIC 249893012 b::EPIC 249893012 c::1,7.494654254867266,0.07617936561305796,medium
G 192-15,2,4,535.8807082945011,0.6301662659532075,0.6024059522326921,Radial Velocity,G 192-15::G 192-15 b::G 192-15 c::2,28.0907174860735,0.09208164064793325,medium
G 264-012,2,1,3.492612931490687,0.5254711841503068,0.5254711841503068,Radial Velocity,G 264-012::G 264-012 b::G 264-012 c::1,4.3084171901058985,0.03457300800303523,medium
GJ 1002,2,0,2.0491953800802203,,,Radial Velocity,,,,low
GJ 1061,3,0,2.0834034857980233,,,Radial Velocity,,,,low
GJ 1132,2,1,5.481515398788595,0.540335001389326,0.540335001389326,Mixed,GJ 1132::GJ 1132 b::GJ 1132 c::1,3.813752485832032,0.027354881302464704,medium
GJ 1148,2,2,12.870468825519577,0.6367095458527476,0.6131941609674733,Radial Velocity,GJ 1148::GJ 1148 b::GJ 1148 c::1,96.97399229592219,0.28945548529186904,medium
GJ 143,2,1,4.571611041434262,0.777004854019411,0.777004854019411,Transit,GJ 143::HD 21749 c::GJ 143 b::1,16.655903332539484,0.11492810998749793,medium
GJ 15 A,2,4,664.2950169133007,0.6953413551163883,0.6946306088467109,Radial Velocity,GJ 15 A::GJ 15 A b::GJ 15 A c::1,41.968630382689156,0.1711923078963205,medium
GJ 163,3,4,23.56369461791345,0.7726722639879791,0.7535145079503112,Radial Velocity,GJ 163::GJ 163 b::GJ 163 c::1,14.87408999083978,0.08721277736416794,medium
GJ 180,3,1,4.36927124008385,0.8094335920204008,0.8094335920204008,Radial Velocity,GJ 180::GJ 180 c::GJ 180 d::1,50.85442655266109,0.20275979483102477,medium
GJ 2030,2,4,10722.38724808822,0.8127486110426303,0.778417883137803,Radial Velocity,GJ 2030::GJ 2030 b::GJ 2030 c::2,97.48299943257435,0.4089305125838152,high
GJ 229,2,1,4.752417071452872,0.5222665883734586,0.5222665883734586,Radial Velocity,GJ 229::GJ 229 A c::GJ 229 b::1,265.81371982342426,0.6459973053213196,medium
GJ 251,2,1,3.768139355201236,0.6125234644158515,0.6125234644158515,Radial Velocity,GJ 251::GJ 251 b::GJ 251 c::1,27.636431372375128,0.12607157359935978,medium
GJ 273,2,1,3.9483846381843595,0.5685031311019845,0.5685031311019845,Radial Velocity,GJ 273::GJ 273 c::GJ 273 b::1,9.38565209881551,0.05763887348950436,medium
GJ 3090,2,1,5.587146941028727,0.8114668765193189,0.8114668765193189,Mixed,GJ 3090::GJ 3090 b::GJ 3090 c::1,6.743918944692766,0.056139757299216136,medium
GJ 3138,3,4,43.15366588550387,0.8839841456253672,0.845068934385953,Radial Velocity,GJ 3138::GJ 3138 c::GJ 3138 d::3,100.5839042980323,0.37239846351776423,high
GJ 317,2,2,9.343241961218355,0.6183965961593301,0.6127234345617479,Radial Velocity,GJ 317::GJ 317 b::GJ 317 c::1,1465.260895367517,1.8633388582617465,medium
GJ 328,2,2,15.595533498759316,0.7009801426779037,0.6803698962988033,Radial Velocity,GJ 328::GJ 328 c::GJ 328 b::2,1509.3494023111525,2.2306811321468136,medium
GJ 3293,4,0,2.547436869604961,,,Radial Velocity,,,,low
GJ 3323,2,1,7.558356327839514,0.5428772753963593,0.5428772753963593,Radial Velocity,GJ 3323::GJ 3323 b::GJ 3323 c::1,14.745858537230037,0.0644171008488268,medium
GJ 3473,2,2,12.945705083499336,0.6936870701934519,0.6889483170861455,Mixed,GJ 3473::GJ 3473 b::GJ 3473 c::2,6.605036566386604,0.04901069202022815,medium
GJ 3512,2,2,11.58983599938949,0.6019270427681414,0.5965393204062013,Radial Velocity,GJ 3512::GJ 3512 b::GJ 3512 c::2,1040.193243012529,0.9991965049938436,medium
GJ 357,3,1,6.100036165572564,0.6716498762974523,0.6716498762974523,Radial Velocity,GJ 357::GJ 357 c::GJ 357 d::1,22.536413350398057,0.10919558652397947,medium
GJ 367,3,4,35.816384378227674,0.8209189665296536,0.8015727708418332,Radial Velocity,GJ 367::GJ 367 b::GJ 367 c::1,0.7875384513133822,0.012836840961362912,medium
GJ 3929,2,1,5.748719056200988,0.6506591738598586,0.6506591738598586,Mixed,GJ 3929::GJ 3929 b::GJ 3929 c::1,6.2728123198450625,0.04519560024447521,medium
GJ 3998,3,2,5.179355023714028,0.7779917792131532,0.7634869460517473,Radial Velocity,GJ 3998::GJ 3998 b::GJ 3998 c::1,6.031673060602671,0.052147420042599014,medium
GJ 411,2,4,227.67670834814595,0.6911494186143248,0.6911494186143248,Radial Velocity,GJ 411::GJ 411 b::HD 95735 c::1,38.31579661924079,0.16249605987910315,medium
GJ 414 A,2,2,14.760433070866146,0.8495409269567826,0.8284610095735175,Radial Velocity,GJ 414 A::GJ 414 A b::GJ 414 A c::1,124.61301740435813,0.4229476120642375,medium
GJ 4274,2,3,42.57910520839709,0.6195346587007784,0.6137091045390305,Radial Velocity,GJ 4274::GJ 4274 b::GJ 4274 c::3,27.234717244421017,0.10002593026328632,medium
GJ 433,3,5,141.2713885576416,0.891808573106283,0.8645178671076215,Radial Velocity,GJ 433::GJ 433 d::GJ 433 c::4,1892.5922163996438,2.3445435048269356,high
GJ 536,2,1,3.761853034997027,0.7550910158543747,0.7550910158543747,Radial Velocity,GJ 536::GJ 536 b::GJ 536 c::1,16.89103404590731,0.10413306450158427,medium
GJ 581,3,0,2.406791342249377,,,Radial Velocity,,,,low
GJ 667 C,5,2,4.116323907455013,0.5441255725584311,0.5269180661774344,Radial Velocity,GJ 667 C::GJ 667 C e::GJ 667 C g::1,126.27702878987931,0.3404035390889242,medium
GJ 676 A,4,7,29.64023394312049,0.9085529053329333,0.8301150929931486,Radial Velocity,GJ 676 A::GJ 676 A e::GJ 676 A b::1,82.77047100091538,0.31796665565156645,high
