config_id,node_id,n_members,n_r3_valid,r3_valid_fraction,degree,component_id,component_size_nodes,shadow_score,top_method,top_method_fraction,method_entropy_norm,method_l1_boundary_N1,I_R3,physical_distance_v_to_N1,C_phys,size_weight,degree_weight,S_net,TOI,TOI_rank,region_class,interpretation_text,caution_text,one_minus_I_R3,TOI_recomputed,TOI_abs_error,dominant_toi_driver
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,3182,3182,1.0,26,0,62,0.0854837489037139,Transit,0.8774355751099937,0.1849374693962734,0.1205390038404905,0.0030379216425728,0.2952612091731792,0.9573467807645072,0.9949133406423868,0.887511217448728,0.9396790676659268,0.0766674525511436,1,high_toi_region,"Nodo cube12_cluster0 priorizado como high_toi_region con TOI=0.077, shadow_score=0.085, I_R3=0.003 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9969620783574272,0.07666745255114359,1.3877787807814457e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster2,8,8,1.0,3,0,62,0.2740494357573514,Radial Velocity,1.0,-0.0,1.011124845488257,0.0,0.8106775915029316,0.7199315948181663,0.2710342219165003,0.3733048224778867,0.3180854949506049,0.0627572653395493,2,high_toi_region,"Nodo cube17_cluster2 priorizado como high_toi_region con TOI=0.063, shadow_score=0.274, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.0627572653395493,0.0,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster6,11,11,1.0,3,0,62,0.2398518871206464,Radial Velocity,0.9090909090909092,0.1323017760673159,0.9919901417128774,0.0,0.8169609101311752,0.7162596312006045,0.3065206658014594,0.3733048224778867,0.3382685955462278,0.0581132674842715,3,high_toi_region,"Nodo cube26_cluster6 priorizado como high_toi_region con TOI=0.058, shadow_score=0.240, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.05811326748427153,2.7755575615628914e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster5,11,11,1.0,3,0,62,0.2398518871206464,Radial Velocity,0.9090909090909092,0.1323017760673159,0.9919901417128774,0.0,0.8169609101311752,0.7162596312006045,0.3065206658014594,0.3733048224778867,0.3382685955462278,0.0581132674842715,4,high_toi_region,"Nodo cube19_cluster5 priorizado como high_toi_region con TOI=0.058, shadow_score=0.240, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.05811326748427153,2.7755575615628914e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster4,6,6,1.0,3,0,62,0.2427041750232117,Radial Velocity,1.0,-0.0,1.011124845488257,0.0,0.6755769672965244,0.7959633639616236,0.2400338356892154,0.3733048224778867,0.2993422596638316,0.0578280248129117,5,high_toi_region,"Nodo cube19_cluster4 priorizado como high_toi_region con TOI=0.058, shadow_score=0.243, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.057828024812911716,1.3877787807814457e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster4,6,6,1.0,3,0,62,0.2427041750232117,Radial Velocity,1.0,-0.0,1.011124845488257,0.0,0.6755769672965244,0.7959633639616236,0.2400338356892154,0.3733048224778867,0.2993422596638316,0.0578280248129117,6,high_toi_region,"Nodo cube26_cluster4 priorizado como high_toi_region con TOI=0.058, shadow_score=0.243, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.057828024812911716,1.3877787807814457e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,527,527,1.0,25,0,62,0.1564580961262041,Radial Velocity,0.6053130929791272,0.3726924519518921,0.6477454210555573,0.1182795698924731,1.1854008490850092,0.4953020073966288,0.7733117729066563,0.8773484072743342,0.8236891721311786,0.0562810757788033,7,high_toi_region,"Nodo cube25_cluster0 priorizado como high_toi_region con TOI=0.056, shadow_score=0.156, I_R3=0.118 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.8817204301075269,0.0562810757788033,0.0,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube24_cluster1,6,6,1.0,3,0,62,0.2424045402392323,Radial Velocity,1.0,-0.0,1.0098765432098764,0.0,0.8074094563880424,0.7218376584728403,0.2400338356892154,0.3733048224778867,0.2993422596638316,0.0523779284684389,8,high_toi_region,"Nodo cube24_cluster1 priorizado como high_toi_region con TOI=0.052, shadow_score=0.242, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.0523779284684389,0.0,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster0,12,12,1.0,1,0,62,0.1975304009906056,Radial Velocity,0.9166666666666666,0.1245712846525852,0.7779886148007589,0.0,0.402859879705382,0.9220571787615326,0.316394173142565,0.1866524112389433,0.2430138582859247,0.044261164864001,9,high_toi_region,"Nodo cube26_cluster0 priorizado como high_toi_region con TOI=0.044, shadow_score=0.198, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.04426116486400104,4.163336342344337e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster10,4,4,1.0,3,0,62,0.2011009153469986,Radial Velocity,1.0,-0.0,1.012954966070327,0.0,0.6757578386190236,0.795866096132521,0.1985289791580297,0.3733048224778867,0.2722348716114531,0.0435710279764328,10,high_toi_region,"Nodo cube26_cluster10 priorizado como high_toi_region con TOI=0.044, shadow_score=0.201, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.043571027976432856,5.551115123125783e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,3316,3316,1.0,10,0,62,0.0592990767055698,Transit,0.928226779252111,0.1232289951722755,0.0729180767904556,0.0025130679533574,0.5333726865779208,0.867410266769534,1.0,0.6457112531348923,0.8035616050651576,0.0412286279306651,11,high_toi_region,"Nodo cube6_cluster0 priorizado como high_toi_region con TOI=0.041, shadow_score=0.059, I_R3=0.003 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9974869320466426,0.04122862793066516,6.245004513516506e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster8,10,10,1.0,3,0,62,0.185155220575032,Radial Velocity,0.9,0.1411817415046075,0.8098643649815044,0.0,0.9686969690778068,0.6255106586889415,0.2957875522619876,0.3733048224778867,0.3322934240822859,0.0384850826108858,12,high_toi_region,"Nodo cube19_cluster8 priorizado como high_toi_region con TOI=0.038, shadow_score=0.185, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.038485082610885867,6.938893903907228e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster12,10,10,1.0,3,0,62,0.185155220575032,Radial Velocity,0.9,0.1411817415046075,0.8098643649815044,0.0,0.9686969690778068,0.6255106586889415,0.2957875522619876,0.3733048224778867,0.3322934240822859,0.0384850826108858,13,high_toi_region,"Nodo cube26_cluster12 priorizado como high_toi_region con TOI=0.038, shadow_score=0.185, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.038485082610885867,6.938893903907228e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube24_cluster0,6,6,1.0,3,0,62,0.2427041750232117,Radial Velocity,1.0,-0.0,1.011124845488257,0.0,1.1368655455885766,0.5240167474584791,0.2400338356892154,0.3733048224778867,0.2993422596638316,0.0380706636089236,14,moderate_toi_region,"Nodo cube24_cluster0 priorizado como moderate_toi_region con TOI=0.038, shadow_score=0.243, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03807066360892363,3.469446951953614e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster0,6,6,1.0,3,0,62,0.2427041750232117,Radial Velocity,1.0,-0.0,1.011124845488257,0.0,1.1368655455885766,0.5240167474584791,0.2400338356892154,0.3733048224778867,0.2993422596638316,0.0380706636089236,15,moderate_toi_region,"Nodo cube17_cluster0 priorizado como moderate_toi_region con TOI=0.038, shadow_score=0.243, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03807066360892363,3.469446951953614e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster14,6,6,1.0,1,0,62,0.1894764243770657,Radial Velocity,1.0,-0.0,0.7893738140417456,0.0,0.4490588459319958,0.9040894959414596,0.2400338356892154,0.1866524112389433,0.2116669417039997,0.0362593186415595,16,moderate_toi_region,"Nodo cube26_cluster14 priorizado como moderate_toi_region con TOI=0.036, shadow_score=0.189, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03625931864155954,4.163336342344337e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster3,10,10,1.0,3,0,62,0.185155220575032,Radial Velocity,0.9,0.1411817415046075,0.8098643649815044,0.0,1.079638608769796,0.5583273930432556,0.2957875522619876,0.3733048224778867,0.3322934240822859,0.0343515742645012,17,moderate_toi_region,"Nodo cube26_cluster3 priorizado como moderate_toi_region con TOI=0.034, shadow_score=0.185, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.034351574264501195,6.938893903907228e-18,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster0,10,10,1.0,3,0,62,0.185155220575032,Radial Velocity,0.9,0.1411817415046075,0.8098643649815044,0.0,1.079638608769796,0.5583273930432556,0.2957875522619876,0.3733048224778867,0.3322934240822859,0.0343515742645012,18,moderate_toi_region,"Nodo cube19_cluster0 priorizado como moderate_toi_region con TOI=0.034, shadow_score=0.185, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.034351574264501195,6.938893903907228e-18,bottleneck=shadow_score; strongest=low_imputation
