config_id,node_id,n_members,n_r3_valid,r3_valid_fraction,degree,component_id,component_size_nodes,shadow_score,top_method,top_method_fraction,method_entropy_norm,method_l1_boundary_N1,I_R3,physical_distance_v_to_N1,C_phys,size_weight,degree_weight,S_net,TOI,TOI_rank,region_class,interpretation_text,caution_text,one_minus_I_R3,TOI_recomputed,TOI_abs_error,dominant_toi_driver
orbital_pca2_cubes10_overlap0p35,cube17_cluster10,5,5,1.0,1,0,62,0.248518934399468,Radial Velocity,1.0,-0.0,1.1244239631336406,0.0,0.8789176967356676,0.6796018555598068,0.2210188883798547,0.1866524112389433,0.2031100894723124,0.0343040610223196,19,moderate_toi_region,"Nodo cube17_cluster10 priorizado como moderate_toi_region con TOI=0.034, shadow_score=0.249, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03430406102231968,7.632783294297951e-17,bottleneck=network_support; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube24_cluster4,5,5,1.0,3,0,62,0.223615894489451,Radial Velocity,1.0,-0.0,1.0117501546072971,0.0,1.1336748139189765,0.525918357664382,0.2210188883798547,0.3733048224778867,0.2872410431865571,0.0337806106131127,20,moderate_toi_region,"Nodo cube24_cluster4 priorizado como moderate_toi_region con TOI=0.034, shadow_score=0.224, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03378061061311273,2.7755575615628914e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster6,5,5,1.0,3,0,62,0.223615894489451,Radial Velocity,1.0,-0.0,1.0117501546072971,0.0,1.1336748139189765,0.525918357664382,0.2210188883798547,0.3733048224778867,0.2872410431865571,0.0337806106131127,21,moderate_toi_region,"Nodo cube17_cluster6 priorizado como moderate_toi_region con TOI=0.034, shadow_score=0.224, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03378061061311273,2.7755575615628914e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube13_cluster0,328,328,1.0,4,0,62,0.0632746217755426,Transit,0.8384146341463414,0.2033597285420298,0.1325031078738641,0.0,0.3750907975632959,0.9320707518196026,0.7149610553538832,0.4333934776341722,0.5566502116705044,0.0328292390642812,22,moderate_toi_region,"Nodo cube13_cluster0 priorizado como moderate_toi_region con TOI=0.033, shadow_score=0.063, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.03282923906428124,4.163336342344337e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster7,5,5,1.0,1,0,62,0.1744665228956728,Radial Velocity,1.0,-0.0,0.7893738140417456,0.0,0.5148645807873465,0.875865474049994,0.2210188883798547,0.1866524112389433,0.2031100894723124,0.0310370910523289,23,moderate_toi_region,"Nodo cube26_cluster7 priorizado como moderate_toi_region con TOI=0.031, shadow_score=0.174, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.031037091052328963,6.245004513516506e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,1085,1085,1.0,40,0,62,0.119694559430695,Radial Velocity,0.4377880184331797,0.4806443748991114,0.6637462832709011,0.0540706605222734,1.564348374015002,0.294171332540328,0.8622690421135799,1.0,0.9285844291789412,0.0309282146843902,24,moderate_toi_region,"Nodo cube18_cluster0 priorizado como moderate_toi_region con TOI=0.031, shadow_score=0.120, I_R3=0.054 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9459293394777266,0.030928214684390234,3.469446951953614e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,159,159,1.0,7,0,62,0.0774890681266967,Transit,0.981132075471698,0.0458656945429422,0.1322217346789527,0.0041928721174004,0.949013839624278,0.6374282011755938,0.6260378662660528,0.55995723371683,0.592076373279939,0.0291222330770633,25,moderate_toi_region,"Nodo cube1_cluster1 priorizado como moderate_toi_region con TOI=0.029, shadow_score=0.077, I_R3=0.004 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9958071278825996,0.029122233077063377,7.632783294297951e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster3,34,34,1.0,3,0,62,0.0788299308264516,Transit,0.5882352941176471,0.2942320813724034,0.4329585774684266,0.0,0.5367852454836773,0.8658278308002192,0.4385628148472452,0.3733048224778867,0.4046203328330808,0.027616611464549,26,moderate_toi_region,"Nodo cube19_cluster3 priorizado como moderate_toi_region con TOI=0.028, shadow_score=0.079, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.027616611464549037,3.8163916471489756e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube13_cluster3,60,60,1.0,3,0,62,0.0676401433524178,Transit,0.6666666666666666,0.2764345909436749,0.2765248391846857,0.0,0.5125134852336433,0.8769239238451995,0.5070885837823019,0.3733048224778867,0.4350846052774278,0.0258071564483745,27,moderate_toi_region,"Nodo cube13_cluster3 priorizado como moderate_toi_region con TOI=0.026, shadow_score=0.068, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.02580715644837456,6.245004513516506e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster9,8,8,1.0,1,0,62,0.1734415295692131,Radial Velocity,0.875,0.1636292019794688,0.8744239631336407,0.0,0.9294866288098332,0.6492271025711179,0.2710342219165003,0.1866524112389433,0.224920410476652,0.0253266998697796,28,moderate_toi_region,"Nodo cube17_cluster9 priorizado como moderate_toi_region con TOI=0.025, shadow_score=0.173, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.0253266998697796,0.0,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube13_cluster1,54,54,1.0,1,0,62,0.0856631421203969,Transit,0.7037037037037037,0.3124006271884855,0.3581488465209395,0.0,0.3892197628933464,0.927051636731302,0.4943165314200173,0.1866524112389433,0.303752156378876,0.0241222211655001,29,moderate_toi_region,"Nodo cube13_cluster1 priorizado como moderate_toi_region con TOI=0.024, shadow_score=0.086, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.02412222116550019,9.020562075079397e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster13,4,4,1.0,1,0,62,0.1567135774757881,Radial Velocity,1.0,-0.0,0.7893738140417456,0.0,0.675383968792593,0.7960671378586226,0.1985289791580297,0.1866524112389433,0.1924991237919076,0.0240151375378837,30,moderate_toi_region,"Nodo cube26_cluster13 priorizado como moderate_toi_region con TOI=0.024, shadow_score=0.157, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.024015137537883757,5.898059818321144e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube5_cluster0,697,697,1.0,5,0,62,0.0506197595991746,Transit,0.9411764705882352,0.1087288578490245,0.0747078585119501,0.0033476805356288,0.81881861674245,0.7151721732256523,0.8077424072907522,0.4824894837218527,0.6242813605049902,0.0225244780651935,31,moderate_toi_region,"Nodo cube5_cluster0 priorizado como moderate_toi_region con TOI=0.023, shadow_score=0.051, I_R3=0.003 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9966523194643712,0.022524478065193594,9.367506770274758e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster2,27,27,1.0,1,0,62,0.1097669662238002,Transit,0.6666666666666666,0.2764345909436749,0.5536098310291858,0.0,0.8047903068423687,0.7233632814882187,0.4110373905324247,0.1866524112389433,0.2769857759023743,0.0219930564164392,32,low_toi_region,"Nodo cube19_cluster2 priorizado como low_toi_region con TOI=0.022, shadow_score=0.110, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.02199305641643928,7.979727989493313e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster1,4,4,1.0,1,0,62,0.2232307415417477,Radial Velocity,1.0,-0.0,1.1244239631336406,0.0,1.1914358763857218,0.4917623420685771,0.1985289791580297,0.1866524112389433,0.1924991237919076,0.0211318747273045,33,low_toi_region,"Nodo cube17_cluster1 priorizado como low_toi_region con TOI=0.021, shadow_score=0.223, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.02113187472730458,7.979727989493313e-17,bottleneck=network_support; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube11_cluster1,284,284,1.0,3,0,62,0.0436806841454125,Transit,0.943661971830986,0.0941421269406637,0.0732864176022081,0.0011737089201877,0.3358549437640715,0.9451616843006144,0.6972514428738438,0.3733048224778867,0.5101836199884024,0.0210383664623445,34,low_toi_region,"Nodo cube11_cluster1 priorizado como low_toi_region con TOI=0.021, shadow_score=0.044, I_R3=0.001 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9988262910798122,0.02103836646234452,2.0816681711721685e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster4,4,4,1.0,3,0,62,0.1251672943995022,Radial Velocity,0.75,0.2442190502882155,1.112268789510653,0.0,0.9886406947118228,0.613420129469525,0.1985289791580297,0.3733048224778867,0.2722348716114531,0.0209022309932874,35,low_toi_region,"Nodo cube17_cluster4 priorizado como low_toi_region con TOI=0.021, shadow_score=0.125, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.02090223099328743,2.7755575615628914e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube11_cluster0,4,4,1.0,3,0,62,0.1251672943995022,Radial Velocity,0.75,0.2442190502882155,1.112268789510653,0.0,0.9886406947118228,0.613420129469525,0.1985289791580297,0.3733048224778867,0.2722348716114531,0.0209022309932874,36,low_toi_region,"Nodo cube11_cluster0 priorizado como low_toi_region con TOI=0.021, shadow_score=0.125, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.02090223099328743,2.7755575615628914e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster11,8,8,1.0,1,19,2,0.0901588499617182,Radial Velocity,0.875,0.1636292019794688,0.4545454545454546,0.0,0.062631020421511,0.9980405997763312,0.2710342219165003,0.1866524112389433,0.224920410476652,0.0202388317156348,37,low_toi_region,"Nodo cube26_cluster11 priorizado como low_toi_region con TOI=0.020, shadow_score=0.090, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.020238831715634856,5.551115123125783e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube19_cluster7,9,9,1.0,3,0,62,0.0652831763771546,Radial Velocity,0.6666666666666666,0.2764345909436749,0.4764851485148514,0.0,0.4081130960208013,0.9200951875417688,0.2840307565796344,0.3733048224778867,0.325622559358562,0.0195590844428112,38,low_toi_region,"Nodo cube19_cluster7 priorizado como low_toi_region con TOI=0.020, shadow_score=0.065, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.019559084442811243,4.5102810375396984e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube26_cluster8,9,9,1.0,1,0,62,0.1147472770089781,Radial Velocity,0.8888888888888888,0.151495854335375,0.5671515918195233,0.037037037037037,0.7879358327102719,0.7331379187586972,0.2840307565796344,0.1866524112389433,0.2302499198297583,0.0186525040154074,39,low_toi_region,"Nodo cube26_cluster8 priorizado como low_toi_region con TOI=0.019, shadow_score=0.115, I_R3=0.037 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.962962962962963,0.018652504015407415,1.3877787807814457e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube17_cluster5,7,7,1.0,3,0,62,0.1821528402809853,Radial Velocity,0.8571428571428571,0.1781112539711337,1.0080296479308213,0.0,1.505969573711447,0.3217526557462655,0.2565053322648138,0.3733048224778867,0.3094425270155149,0.0181358571688281,40,low_toi_region,"Nodo cube17_cluster5 priorizado como low_toi_region con TOI=0.018, shadow_score=0.182, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.018135857168828134,3.469446951953614e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube24_cluster3,7,7,1.0,3,0,62,0.1821528402809853,Radial Velocity,0.8571428571428571,0.1781112539711337,1.0080296479308213,0.0,1.505969573711447,0.3217526557462655,0.2565053322648138,0.3733048224778867,0.3094425270155149,0.0181358571688281,41,low_toi_region,"Nodo cube24_cluster3 priorizado como low_toi_region con TOI=0.018, shadow_score=0.182, I_R3=0.000 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,1.0,0.018135857168828134,3.469446951953614e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube7_cluster0,463,463,1.0,5,0,62,0.0338194537717535,Transit,0.8747300215982722,0.1775101759041455,0.0620657683292672,0.0007199424046076,0.4985311322139014,0.8831443235605319,0.7573731194502016,0.4824894837218527,0.6045035693760102,0.0180419867970998,42,low_toi_region,"Nodo cube7_cluster0 priorizado como low_toi_region con TOI=0.018, shadow_score=0.034, I_R3=0.001 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9992800575953924,0.018041986797099813,1.3877787807814457e-17,bottleneck=shadow_score; strongest=low_imputation
orbital_pca2_cubes10_overlap0p35,cube25_cluster5,22,22,1.0,1,19,2,0.0649779624405126,Radial Velocity,0.6818181818181818,0.4037104607097048,0.4545454545454546,0.0606060606060606,0.062631020421511,0.9980405997763312,0.3867725875196252,0.1866524112389433,0.2686857570874632,0.0163684176016325,43,low_toi_region,"Nodo cube25_cluster5 priorizado como low_toi_region con TOI=0.016, shadow_score=0.065, I_R3=0.061 y lectura prudente de posible submuestreo topologico.",TOI es un ranking topologico para priorizacion observacional; no equivale a una confirmacion de objetos ausentes.,0.9393939393939394,0.01636841760163256,5.898059818321144e-17,bottleneck=shadow_score; strongest=physical_continuity
