config_id,node_id,n_members,top_method,top_method_fraction,method_entropy,method_entropy_norm,mean_imputation_fraction,mean_physically_derived_fraction,degree,component_id,lens_1_mean,lens_2_mean,component_n_nodes,is_peripheral
orbital_pca2_cubes10_overlap0p35,cube19_cluster5,11,Radial Velocity,0.9090909090909091,0.30463609734923813,0.13230177606731594,0.0,0.0909090909090909,3,0,1.999056998070956,0.0430498836120729,62.0,False
orbital_pca2_cubes10_overlap0p35,cube19_cluster7,9,Radial Velocity,0.6666666666666666,0.6365141682948128,0.27643459094367495,0.0,0.0,3,0,1.689775385404184,0.0463528433984682,62.0,False
orbital_pca2_cubes10_overlap0p35,cube19_cluster8,10,Radial Velocity,0.9,0.3250829733914482,0.14118174150460758,0.0,0.1,3,0,2.096967276870285,0.0415095398070836,62.0,False
orbital_pca2_cubes10_overlap0p35,cube19_cluster9,19,Transit,0.8421052631578947,0.4361623253853443,0.18942289112894561,0.0,0.0,3,0,0.7582842215661467,0.0388096057233314,62.0,False
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,159,Transit,0.9811320754716981,0.10560966453439712,0.04586569454294222,0.0,0.0283018867924528,7,0,-1.5562352898564942,-0.0128122177832726,62.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster0,6,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,0,1.8242307910646207,-0.0598813197638615,62.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster1,6,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,0,1.7214947497478106,-0.050848723117069,62.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster3,7,Radial Velocity,0.8571428571428571,0.410116318288409,0.1781112539711337,0.0,0.0714285714285714,3,0,2.09036016743072,-0.0566248002415832,62.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster4,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,0,1.8981520963633205,-0.0595303184977722,62.0,False
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,527,Radial Velocity,0.6053130929791272,0.8581560841358264,0.3726924519518921,0.1774193548387097,0.0123339658444022,25,0,2.2071553653699034,0.0029108770307721,62.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster0,12,Radial Velocity,0.9166666666666666,0.2868359830561607,0.12457128465258523,0.0,0.0,1,0,2.4317682014458577,0.0486932160948755,62.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster10,4,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,0,1.7078691494510505,0.0470945604740393,62.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster12,10,Radial Velocity,0.9,0.3250829733914482,0.14118174150460758,0.0,0.1,3,0,2.096967276870285,0.0415095398070836,62.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster13,4,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,1,0,2.7532688403719594,0.0562828623540805,62.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster14,6,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,1,0,2.5344730034550813,0.0381675833289309,62.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster3,10,Radial Velocity,0.9,0.3250829733914482,0.14118174150460758,0.0,0.0,3,0,2.19796962141341,0.0393444184410578,62.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster4,6,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,0,1.8364016297469643,0.0479570381488531,62.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster5,5,Radial Velocity,0.8,0.5004024235381879,0.21732201127364886,0.0,0.0,1,0,2.821875603802597,0.041244736041486,62.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster6,11,Radial Velocity,0.9090909090909091,0.30463609734923813,0.13230177606731594,0.0,0.0909090909090909,3,0,1.999056998070956,0.0430498836120729,62.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster7,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,1,0,2.5858436471611013,0.0393659156420486,62.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster8,9,Radial Velocity,0.8888888888888888,0.34883209584303193,0.15149585433537502,0.0555555555555555,0.0,1,0,2.665081317566806,0.0525453422078086,62.0,True
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,19,Transit,1.0,-0.0,-0.0,0.0,0.0,3,0,-1.5818353443045208,0.0480392433027549,62.0,False
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,8,Transit,1.0,-0.0,-0.0,0.0,0.125,3,0,-1.4703803869469296,0.0604780640233611,62.0,False
orbital_pca2_cubes10_overlap0p35,cube5_cluster0,697,Transit,0.9411764705882353,0.25035744726143266,0.10872885784902458,0.0,0.0229555236728837,5,0,-0.91870720324251,-0.0612509066887032,62.0,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,3316,Transit,0.928226779252111,0.28374524730831696,0.12322899517227556,0.0007539203860072,0.0450844390832328,10,0,-0.7978063412814679,-0.0134017920704342,62.0,False
orbital_pca2_cubes10_overlap0p35,cube7_cluster0,463,Transit,0.8747300215982722,0.4087322848916364,0.17751017590414553,0.0,0.0485961123110151,5,0,-0.7767109183637144,0.0650933657047046,62.0,False
orbital_pca2_cubes10_overlap0p35,cube7_cluster4,19,Transit,1.0,-0.0,-0.0,0.0,0.0,3,0,-1.5818353443045208,0.0480392433027549,62.0,False
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,12,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,-1.769958904792933,-0.0598157692732842,12.0,False
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,-1.906060995556096,-0.0493787258101854,12.0,False
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,8,Transit,1.0,-0.0,-0.0,0.0,0.125,3,1,-1.9791145679363424,-0.0492306680206573,12.0,False
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,110,Transit,0.990909090909091,0.05178110067444651,0.02248824628978887,0.0,0.0681818181818181,9,1,-1.877868958153695,-0.0236728645347159,12.0,False
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,3,Transit,1.0,-0.0,-0.0,0.0,0.1666666666666666,3,1,-1.922090201010061,0.0610722373601728,12.0,False
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,4,Transit,1.0,-0.0,-0.0,0.0,0.125,5,1,-1.9288150122528696,0.0583029189215929,12.0,False
orbital_pca2_cubes10_overlap0p35,cube5_cluster1,12,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,-1.769958904792933,-0.0598157692732842,12.0,False
orbital_pca2_cubes10_overlap0p35,cube5_cluster2,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,-1.906060995556096,-0.0493787258101854,12.0,False
orbital_pca2_cubes10_overlap0p35,cube5_cluster3,8,Transit,1.0,-0.0,-0.0,0.0,0.125,3,1,-1.9791145679363424,-0.0492306680206573,12.0,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster1,110,Transit,0.990909090909091,0.05178110067444651,0.02248824628978887,0.0,0.0681818181818181,9,1,-1.877868958153695,-0.0236728645347159,12.0,False
orbital_pca2_cubes10_overlap0p35,cube6_cluster4,3,Transit,1.0,-0.0,-0.0,0.0,0.1666666666666666,3,1,-1.922090201010061,0.0610722373601728,12.0,False
orbital_pca2_cubes10_overlap0p35,cube7_cluster6,4,Transit,1.0,-0.0,-0.0,0.0,0.125,5,1,-1.9288150122528696,0.0583029189215929,12.0,False
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,17,Transit,1.0,-0.0,-0.0,0.0,0.0588235294117647,1,2,-2.1145456858238325,-0.0200210718370453,2.0,True
orbital_pca2_cubes10_overlap0p35,cube6_cluster2,12,Transit,1.0,-0.0,-0.0,0.0,0.0833333333333333,1,2,-2.10437753804411,-0.0212788678397099,2.0,True
orbital_pca2_cubes10_overlap0p35,cube1_cluster3,5,Transit,1.0,-0.0,-0.0,0.0,0.0,0,3,-2.356813168066376,-0.023884361195988,1.0,True
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,4,Transit,1.0,-0.0,-0.0,0.0,0.0,1,4,-1.870674742471308,0.0346593794411116,2.0,True
orbital_pca2_cubes10_overlap0p35,cube6_cluster3,4,Transit,1.0,-0.0,-0.0,0.0,0.0,1,4,-1.870674742471308,0.0346593794411116,2.0,True
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,7,Transit,0.8571428571428571,0.410116318288409,0.1781112539711337,0.0,0.0714285714285714,1,5,-1.4910274939124757,0.1541548913034832,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster5,7,Transit,0.8571428571428571,0.410116318288409,0.1781112539711337,0.0,0.0714285714285714,1,5,-1.4910274939124757,0.1541548913034832,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster1,6,Transit,0.6666666666666666,0.6365141682948128,0.27643459094367495,0.0,0.0,1,6,-1.2459220152563155,0.2157692216016281,2.0,True
orbital_pca2_cubes10_overlap0p35,cube8_cluster0,6,Transit,0.6666666666666666,0.6365141682948128,0.27643459094367495,0.0,0.0,1,6,-1.2459220152563155,0.2157692216016281,2.0,True
orbital_pca2_cubes10_overlap0p35,cube13_cluster4,6,Radial Velocity,0.5,0.6931471805599453,0.30102999566398114,0.0,0.0833333333333333,1,7,-0.3102788707979643,0.153047256176717,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster2,6,Radial Velocity,0.5,0.6931471805599453,0.30102999566398114,0.0,0.0833333333333333,1,7,-0.3102788707979643,0.153047256176717,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster3,4,Transit,1.0,-0.0,-0.0,0.0,0.0,0,8,-1.3873851148752794,0.1307608887901973,1.0,True
orbital_pca2_cubes10_overlap0p35,cube13_cluster9,4,Transit,0.75,0.5623351446188083,0.2442190502882155,0.0,0.0,1,9,-0.8013998695474228,0.1431858958597996,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster7,4,Transit,0.75,0.5623351446188083,0.2442190502882155,0.0,0.0,1,9,-0.8013998695474228,0.1431858958597996,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster8,4,Transit,1.0,-0.0,-0.0,0.0,0.0,1,10,-1.125657696416721,0.2122713067317151,2.0,True
orbital_pca2_cubes10_overlap0p35,cube8_cluster1,4,Transit,1.0,-0.0,-0.0,0.0,0.0,1,10,-1.125657696416721,0.2122713067317151,2.0,True
orbital_pca2_cubes10_overlap0p35,cube7_cluster9,4,Transit,0.75,0.5623351446188083,0.2442190502882155,0.0,0.125,1,11,-0.9195706470631932,0.2004526543343854,2.0,True
orbital_pca2_cubes10_overlap0p35,cube8_cluster2,4,Transit,0.75,0.5623351446188083,0.2442190502882155,0.0,0.125,1,11,-0.9195706470631932,0.2004526543343854,2.0,True
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,12,2.005838162843282,-0.063417149205169,4.0,False
orbital_pca2_cubes10_overlap0p35,cube18_cluster1,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,12,2.005838162843282,-0.063417149205169,4.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster2,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,12,2.005838162843282,-0.063417149205169,4.0,False
orbital_pca2_cubes10_overlap0p35,cube25_cluster3,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,12,2.005838162843282,-0.063417149205169,4.0,False
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,5,Radial Velocity,0.8,0.5004024235381879,0.21732201127364886,0.0,0.0,3,13,2.2181888278264945,-0.0646041165724026,4.0,False
orbital_pca2_cubes10_overlap0p35,cube18_cluster2,5,Radial Velocity,0.8,0.5004024235381879,0.21732201127364886,0.0,0.0,3,13,2.2181888278264945,-0.0646041165724026,4.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster5,5,Radial Velocity,0.8,0.5004024235381879,0.21732201127364886,0.0,0.0,3,13,2.2181888278264945,-0.0646041165724026,4.0,False
orbital_pca2_cubes10_overlap0p35,cube25_cluster7,5,Radial Velocity,0.8,0.5004024235381879,0.21732201127364886,0.0,0.0,3,13,2.2181888278264945,-0.0646041165724026,4.0,False
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,4,Radial Velocity,1.0,-0.0,-0.0,0.0,0.125,3,14,2.3191770670455694,-0.0485621184370541,4.0,False
orbital_pca2_cubes10_overlap0p35,cube18_cluster3,4,Radial Velocity,1.0,-0.0,-0.0,0.0,0.125,3,14,2.3191770670455694,-0.0485621184370541,4.0,False
orbital_pca2_cubes10_overlap0p35,cube24_cluster6,4,Radial Velocity,1.0,-0.0,-0.0,0.0,0.125,3,14,2.3191770670455694,-0.0485621184370541,4.0,False
orbital_pca2_cubes10_overlap0p35,cube25_cluster8,4,Radial Velocity,1.0,-0.0,-0.0,0.0,0.125,3,14,2.3191770670455694,-0.0485621184370541,4.0,False
orbital_pca2_cubes10_overlap0p35,cube19_cluster6,4,Radial Velocity,0.5,0.6931471805599453,0.30102999566398114,0.0,0.0,1,15,1.806659549342908,0.1035662878941502,2.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster9,4,Radial Velocity,0.5,0.6931471805599453,0.30102999566398114,0.0,0.0,1,15,1.806659549342908,0.1035662878941502,2.0,True
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,10,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,16,3.60102110652153,0.0587536631819645,4.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,10,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,16,3.60102110652153,0.0587536631819645,4.0,False
orbital_pca2_cubes10_overlap0p35,cube32_cluster0,10,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,16,3.60102110652153,0.0587536631819645,4.0,False
orbital_pca2_cubes10_overlap0p35,cube33_cluster0,10,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,3,16,3.60102110652153,0.0587536631819645,4.0,False
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,33,Radial Velocity,0.8484848484848485,0.5011468423941993,0.21764530827503936,0.0606060606060606,0.0,3,17,3.048274070350421,0.0406719476420193,4.0,False
orbital_pca2_cubes10_overlap0p35,cube26_cluster2,25,Radial Velocity,0.92,0.33422114621338295,0.1451503995358521,0.02,0.0,3,17,3.0425716703635084,0.0514730022867563,4.0,False
orbital_pca2_cubes10_overlap0p35,cube32_cluster1,33,Radial Velocity,0.8484848484848485,0.5011468423941993,0.21764530827503936,0.0606060606060606,0.0,3,17,3.048274070350421,0.0406719476420193,4.0,False
orbital_pca2_cubes10_overlap0p35,cube33_cluster1,25,Radial Velocity,0.92,0.33422114621338295,0.1451503995358521,0.02,0.0,3,17,3.0425716703635084,0.0514730022867563,4.0,False
orbital_pca2_cubes10_overlap0p35,cube25_cluster4,4,Microlensing,0.5,1.0397207708399179,0.4515449934959717,0.25,0.0,0,18,2.959282582548984,-0.0149681433127039,1.0,True
orbital_pca2_cubes10_overlap0p35,cube25_cluster5,22,Radial Velocity,0.6818181818181818,0.9295776887159248,0.40371046070970484,0.0909090909090909,0.0,1,19,2.908393887646449,0.0153834681961571,2.0,True
orbital_pca2_cubes10_overlap0p35,cube26_cluster11,8,Radial Velocity,0.875,0.37677016125643675,0.16362920197946884,0.0,0.0,1,19,2.9330215381018885,0.0394497300890184,2.0,True
orbital_pca2_cubes10_overlap0p35,cube25_cluster6,9,Radial Velocity,0.6666666666666666,1.0027182645175161,0.4354750091835624,0.0555555555555555,0.0,1,20,3.453767102895336,0.0087853645697609,2.0,True
orbital_pca2_cubes10_overlap0p35,cube32_cluster4,9,Radial Velocity,0.6666666666666666,1.0027182645175161,0.4354750091835624,0.0555555555555555,0.0,1,20,3.453767102895336,0.0087853645697609,2.0,True
orbital_pca2_cubes10_overlap0p35,cube32_cluster2,7,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,1,21,3.699709512847136,0.0502619841958724,2.0,True
orbital_pca2_cubes10_overlap0p35,cube33_cluster2,6,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,1,21,3.70060463444298,0.0543522852292921,2.0,True
orbital_pca2_cubes10_overlap0p35,cube32_cluster3,6,Radial Velocity,0.8333333333333334,0.45056120886630463,0.19567624677029458,0.0833333333333333,0.0,1,22,3.956933749473337,0.0428678834769467,2.0,True
orbital_pca2_cubes10_overlap0p35,cube33_cluster3,5,Radial Velocity,1.0,-0.0,-0.0,0.0,0.0,1,22,3.955427072840509,0.0490838326937918,2.0,True
orbital_pca2_cubes10_overlap0p35,cube32_cluster5,4,Imaging,0.5,1.0397207708399179,0.4515449934959717,0.375,0.0,0,23,3.765573345506807,0.0073174333307801,1.0,True
phys_min_pca2_cubes10_overlap0p35,cube0_cluster0,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,0,-1.8300630681366865,0.0460450960786971,4.0,False
phys_min_pca2_cubes10_overlap0p35,cube1_cluster0,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,0,-1.8300630681366865,0.0460450960786971,4.0,False
phys_min_pca2_cubes10_overlap0p35,cube5_cluster1,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,0,-1.8300630681366865,0.0460450960786971,4.0,False
phys_min_pca2_cubes10_overlap0p35,cube6_cluster1,5,Transit,1.0,-0.0,-0.0,0.0,0.0,3,0,-1.8300630681366865,0.0460450960786971,4.0,False
phys_min_pca2_cubes10_overlap0p35,cube12_cluster0,78,Transit,0.9615384615384616,0.18750494365955103,0.07819563505821114,0.0,0.0,3,1,-0.8898913274256613,-0.0894365559886058,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube13_cluster0,659,Transit,0.9347496206373292,0.29508672517101664,0.1230607226756184,0.0,0.0,4,1,-1.015328118382523,-0.0652949605984695,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube20_cluster0,166,Transit,0.9337349397590361,0.28363890691974086,0.11828661165369873,0.0,0.0,5,1,-0.7338988683061037,-0.1171046895983393,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube21_cluster0,2323,Transit,0.9220835126990959,0.32578968543115083,0.13586485161670578,0.0002152389151958,0.0,7,1,-0.6369887173885341,-0.0306430258949511,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube22_cluster0,538,Transit,0.9144981412639405,0.3371128842747855,0.14058699230903898,0.0009293680297397,0.0,3,1,-0.431745129832438,0.0239765798524933,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube30_cluster0,47,Transit,0.9361702127659575,0.2780063622733909,0.11593765809002757,0.0,0.0,3,1,-0.4902542216289763,-0.1527029365687538,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube30_cluster1,44,Transit,0.9545454545454546,0.21641408919322774,0.09025168515415191,0.0,0.0,4,1,-0.1898605060146027,-0.1479674721774269,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube31_cluster0,2266,Transit,0.8715798764342454,0.47625010630192843,0.19861172074714473,0.0033097969991173,0.0,9,1,-0.3603897628647231,0.021616929360931,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube32_cluster0,1613,Transit,0.842529448233106,0.5289294038331046,0.22058069417512052,0.0003099814011159,0.0,5,1,-0.2886598939745579,0.0517249052081909,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube40_cluster0,15,Transit,1.0,-0.0,-0.0,0.0,0.0,3,1,-0.1331755124112351,-0.1464296166128901,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube40_cluster3,6,Transit,1.0,-0.0,-0.0,0.0,0.0,1,1,-0.1199023117023126,-0.2340354869617243,33.0,True
phys_min_pca2_cubes10_overlap0p35,cube41_cluster0,288,Transit,0.71875,0.7651117422030788,0.3190763795577214,0.0,0.0,5,1,-0.0883670353592364,0.0663241673911172,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube42_cluster0,592,Transit,0.6486486486486487,0.8972268850079785,0.37417267350500455,0.0,0.0,6,1,0.104648803048464,0.134134653633527,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube43_cluster0,80,Transit,0.5375,1.0779443259348984,0.4495377000668279,0.0,0.0,3,1,0.4625546744998567,0.227561737117887,33.0,False
phys_min_pca2_cubes10_overlap0p35,cube51_cluster0,8,Transit,0.5,0.9743147528693494,0.40632081138902837,0.25,0.0,1,1,0.9102784429649202,-0.0578430587858317,33.0,True
phys_min_pca2_cubes10_overlap0p35,cube51_cluster1,79,Transit,0.9873417721518988,0.0678872387735005,0.028311177532901733,0.0,0.0,3,1,0.8618702113200196,0.0693842290331508,33.0,False
