config_id,node_id,n_members,enriched_method,top_method,top_method_fraction,z_score,empirical_p_value,fdr_q_value,mean_imputation_fraction,is_peripheral
joint_pca2_cubes10_overlap0p35,cube47_cluster0,7,Imaging,Imaging,1.0,48.673458371897404,0.000999000999000999,0.010171646535282899,0.2857142857142856,False
joint_pca2_cubes10_overlap0p35,cube54_cluster0,7,Imaging,Imaging,1.0,48.673458371897404,0.000999000999000999,0.010171646535282899,0.2857142857142856,False
joint_pca2_cubes10_overlap0p35,cube48_cluster1,6,Imaging,Imaging,1.0,43.808915096146684,0.000999000999000999,0.010171646535282899,0.2857142857142856,False
joint_pca2_cubes10_overlap0p35,cube55_cluster0,6,Imaging,Imaging,1.0,43.808915096146684,0.000999000999000999,0.010171646535282899,0.2857142857142856,False
joint_pca2_cubes10_overlap0p35,cube61_cluster0,8,Imaging,Imaging,1.0,43.263785701151114,0.000999000999000999,0.010171646535282899,0.4285714285714285,True
joint_pca2_cubes10_overlap0p35,cube62_cluster0,5,Imaging,Imaging,1.0,36.48423442466253,0.000999000999000999,0.010171646535282899,0.4285714285714285,True
joint_pca2_cubes10_overlap0p35,cube40_cluster0,588,Radial Velocity,Radial Velocity,0.6462585034013606,30.527701882994734,0.000999000999000999,0.010171646535282899,0.2939747327502429,False
joint_pca2_cubes10_overlap0p35,cube24_cluster0,2384,Transit,Transit,0.9286912751677853,26.58558365001454,0.000999000999000999,0.010171646535282899,0.0338566634707574,False
joint_pca2_cubes10_overlap0p35,cube39_cluster0,384,Radial Velocity,Radial Velocity,0.6640625,24.526095813237745,0.000999000999000999,0.010171646535282899,0.316220238095238,False
joint_pca2_cubes10_overlap0p35,cube30_cluster0,352,Radial Velocity,Radial Velocity,0.6420454545454546,22.105036389069895,0.000999000999000999,0.010171646535282899,0.2321428571428571,False
joint_pca2_cubes10_overlap0p35,cube15_cluster0,1445,Transit,Transit,0.9598615916955018,21.860057948850685,0.000999000999000999,0.010171646535282899,0.0324270884824518,False
joint_pca2_cubes10_overlap0p35,cube41_cluster1,98,Microlensing,Microlensing,0.46938775510204084,20.17643385862221,0.000999000999000999,0.010171646535282899,0.2244897959183673,False
joint_pca2_cubes10_overlap0p35,cube49_cluster0,159,Radial Velocity,Radial Velocity,0.7924528301886793,19.844841486351093,0.000999000999000999,0.010171646535282899,0.2785265049415992,False
joint_pca2_cubes10_overlap0p35,cube48_cluster0,199,Radial Velocity,Radial Velocity,0.6984924623115578,18.17246424465249,0.000999000999000999,0.010171646535282899,0.3108399138549891,False
joint_pca2_cubes10_overlap0p35,cube41_cluster0,170,Radial Velocity,Radial Velocity,0.7176470588235294,17.71506810683704,0.000999000999000999,0.010171646535282899,0.2789915966386554,False
joint_pca2_cubes10_overlap0p35,cube47_cluster1,79,Microlensing,Radial Velocity,0.5822784810126582,16.208433571248708,0.000999000999000999,0.010171646535282899,0.3254972875226038,False
joint_pca2_cubes10_overlap0p35,cube14_cluster0,941,Transit,Transit,0.9373007438894793,15.110100508938803,0.000999000999000999,0.010171646535282899,0.0422043418855321,False
joint_pca2_cubes10_overlap0p35,cube23_cluster0,1643,Transit,Transit,0.8831405964698722,14.607671332334531,0.000999000999000999,0.010171646535282899,0.0539083557951482,False
joint_pca2_cubes10_overlap0p35,cube31_cluster0,797,Radial Velocity,Transit,0.5746549560853199,13.575825742575638,0.000999000999000999,0.010171646535282899,0.1292346298619824,False
joint_pca2_cubes10_overlap0p35,cube42_cluster0,21,Microlensing,Microlensing,0.6190476190476191,13.08381259923154,0.000999000999000999,0.010171646535282899,0.2789115646258503,False
joint_pca2_cubes10_overlap0p35,cube38_cluster0,21,Microlensing,Microlensing,0.5238095238095238,10.588623675046483,0.000999000999000999,0.010171646535282899,0.3605442176870748,False
joint_pca2_cubes10_overlap0p35,cube56_cluster0,41,Radial Velocity,Radial Velocity,0.8292682926829268,10.494589204234543,0.000999000999000999,0.010171646535282899,0.2857142857142857,False
joint_pca2_cubes10_overlap0p35,cube50_cluster0,20,Imaging,Radial Velocity,0.8,10.394897223042843,0.000999000999000999,0.010171646535282899,0.2928571428571428,False
joint_pca2_cubes10_overlap0p35,cube16_cluster0,362,Transit,Transit,0.9337016574585635,8.363635757865655,0.000999000999000999,0.010171646535282899,0.0378847671665351,False
joint_pca2_cubes10_overlap0p35,cube25_cluster0,606,Transit,Transit,0.8877887788778878,8.253719926735966,0.000999000999000999,0.010171646535282899,0.033003300330033,False
joint_pca2_cubes10_overlap0p35,cube13_cluster0,516,Transit,Transit,0.8953488372093024,8.011738671553827,0.000999000999000999,0.010171646535282899,0.0470653377630121,False
joint_pca2_cubes10_overlap0p35,cube5_cluster0,190,Transit,Transit,0.9842105263157894,7.828868623079683,0.000999000999000999,0.010171646535282899,0.0285714285714285,False
joint_pca2_cubes10_overlap0p35,cube12_cluster0,416,Transit,Transit,0.9038461538461539,7.707306230152303,0.000999000999000999,0.010171646535282899,0.0315934065934065,False
joint_pca2_cubes10_overlap0p35,cube32_cluster0,55,Radial Velocity,Radial Velocity,0.6,7.670519473869908,0.000999000999000999,0.010171646535282899,0.3064935064935064,False
joint_pca2_cubes10_overlap0p35,cube32_cluster1,806,Transit,Transit,0.8498759305210918,7.395246627715661,0.000999000999000999,0.010171646535282899,0.0418291386033321,False
