config_id,node_id,Astrometry,Eclipse Timing Variations,Imaging,Microlensing,Orbital Brightness Modulation,Pulsar Timing,Pulsation Timing Variations,Radial Velocity,Transit,Transit Timing Variations,Disk Kinematics
phys_min_pca2_cubes10_overlap0p35,cube53_cluster0,0,0,0,58,1,0,0,141,200,9,0.0
phys_min_pca2_cubes10_overlap0p35,cube59_cluster0,0,0,0,0,0,0,0,0,4,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster0,1,7,16,39,0,0,0,211,63,2,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster1,0,1,1,0,0,0,0,12,5,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster2,0,0,0,0,0,0,0,0,3,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,2,11,10,73,3,3,1,374,287,4,1.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster1,0,0,0,0,0,0,0,0,7,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster0,0,3,0,77,3,1,0,295,410,5,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster1,0,0,0,0,0,0,0,0,5,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube63_cluster0,0,0,0,29,1,0,0,79,151,3,0.0
phys_min_pca2_cubes10_overlap0p35,cube66_cluster0,4,3,47,21,0,0,1,96,15,2,0.0
phys_min_pca2_cubes10_overlap0p35,cube67_cluster0,2,9,48,51,0,0,1,273,51,3,0.0
phys_min_pca2_cubes10_overlap0p35,cube67_cluster1,0,2,7,0,0,0,0,22,8,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube67_cluster2,0,0,2,0,0,0,0,0,2,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube68_cluster0,1,7,15,33,0,0,1,149,64,1,0.0
phys_min_pca2_cubes10_overlap0p35,cube68_cluster1,0,0,0,0,0,0,0,0,7,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube69_cluster0,0,0,0,0,0,0,0,0,19,0,0.0
phys_min_pca2_cubes10_overlap0p35,cube69_cluster1,0,0,0,0,0,0,0,0,5,0,0.0
joint_no_density_pca2_cubes10_overlap0p35,cube1_cluster0,0,0,0,0,0,0,0,0,8,0,
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster0,0,0,0,0,0,0,0,0,32,0,
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster1,0,0,0,0,0,0,0,0,10,0,
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster2,0,0,0,0,0,0,0,0,5,0,
joint_no_density_pca2_cubes10_overlap0p35,cube2_cluster3,0,0,0,0,0,0,0,0,5,0,
joint_no_density_pca2_cubes10_overlap0p35,cube3_cluster0,0,0,0,0,0,0,0,0,143,0,
joint_no_density_pca2_cubes10_overlap0p35,cube4_cluster0,0,0,0,0,0,0,0,1,85,1,
