config_id,node_id,method,node_count,node_fraction,global_fraction,enrichment_ratio,z_score,empirical_p_value,fdr_q_value
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,Microlensing,187,0.3548387096774194,0.034610303830911494,10.252400886481162,36.848056783609984,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,Transit,3078,0.928226779252111,0.7715543813298107,1.2030607326113136,32.77789777269014,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,Radial Velocity,319,0.6053130929791272,0.1833553500660502,3.301311321219015,27.707074208021044,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube32_cluster5,Imaging,2,0.5,0.0008806693086745927,567.75,25.82000586529698,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,Radial Velocity,475,0.4377880184331797,0.1833553500660502,2.3876479103308146,25.70987248482572,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,Transit,2792,0.8774355751099937,0.7715543813298107,1.137231018762011,20.589546530294534,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,Microlensing,170,0.15668202764976957,0.034610303830911494,4.527034157667006,20.41078222161668,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube5_cluster0,Transit,656,0.9411764705882353,0.7715543813298107,1.2198446322941914,10.995361640085134,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,Radial Velocity,28,0.8484848484848485,0.1833553500660502,4.62754344598725,10.067400425711858,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube32_cluster1,Radial Velocity,28,0.8484848484848485,0.1833553500660502,4.62754344598725,10.067400425711858,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster2,Radial Velocity,23,0.92,0.1833553500660502,5.017579250720462,9.610617697649701,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube33_cluster1,Radial Velocity,23,0.92,0.1833553500660502,5.017579250720462,9.610617697649701,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster0,Radial Velocity,11,0.9166666666666666,0.1833553500660502,4.999399615754083,7.050522741633687,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube11_cluster1,Transit,268,0.9436619718309859,0.7715543813298107,1.2230660529780668,6.942861904360775,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,Radial Velocity,10,1.0,0.1833553500660502,5.453890489913545,6.911261833020385,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,Radial Velocity,10,1.0,0.1833553500660502,5.453890489913545,6.911261833020385,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube32_cluster0,Radial Velocity,10,1.0,0.1833553500660502,5.453890489913545,6.911261833020385,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube33_cluster0,Radial Velocity,10,1.0,0.1833553500660502,5.453890489913545,6.911261833020385,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube19_cluster5,Radial Velocity,10,0.9090909090909091,0.1833553500660502,4.958082263557768,6.555297196935279,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster6,Radial Velocity,10,0.9090909090909091,0.1833553500660502,4.958082263557768,6.555297196935279,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube17_cluster2,Radial Velocity,8,1.0,0.1833553500660502,5.453890489913545,6.240664343004099,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube25_cluster5,Radial Velocity,15,0.6818181818181818,0.1833553500660502,3.7185616976683256,6.12297781276028,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,Transit,156,0.9811320754716981,0.7715543813298107,1.2716304893255486,6.053857116783674,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube32_cluster2,Radial Velocity,7,1.0,0.1833553500660502,5.453890489913545,6.0386833500194825,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube19_cluster8,Radial Velocity,9,0.9,0.1833553500660502,4.9085014409221905,5.855821685683465,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster12,Radial Velocity,9,0.9,0.1833553500660502,4.9085014409221905,5.855821685683465,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube19_cluster0,Radial Velocity,9,0.9,0.1833553500660502,4.9085014409221905,5.792391770455745,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster3,Radial Velocity,9,0.9,0.1833553500660502,4.9085014409221905,5.792391770455745,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube26_cluster8,Radial Velocity,8,0.8888888888888888,0.1833553500660502,4.847902657700929,5.6852605562128975,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube7_cluster0,Transit,405,0.8747300215982722,0.7715543813298107,1.1337243916503117,5.625077992524783,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube33_cluster2,Radial Velocity,6,1.0,0.1833553500660502,5.453890489913545,5.557791500736636,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,Transit,109,0.990909090909091,0.7715543813298107,1.2843023316142823,5.557076541715557,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube6_cluster1,Transit,109,0.990909090909091,0.7715543813298107,1.2843023316142823,5.557076541715557,0.000999000999000999,0.02099595319934303
orbital_pca2_cubes10_overlap0p35,cube19_cluster4,Radial Velocity,6,1.0,0.1833553500660502,5.453890489913545,5.364530009359463,0.000999000999000999,0.02099595319934303
