config_id,node_id,Astrometry,Eclipse Timing Variations,Imaging,Microlensing,Orbital Brightness Modulation,Pulsar Timing,Pulsation Timing Variations,Radial Velocity,Transit,Transit Timing Variations,Disk Kinematics
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.9722222222222222,0.0,
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.990909090909091,0.0,
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,0.0,0.0,0.0,0.0,0.012578616352201259,0.0,0.0,0.006289308176100629,0.9811320754716981,0.0,
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube1_cluster3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube5_cluster0,0.0,0.0,0.0,0.0,0.00430416068866571,0.0,0.0,0.05164992826398852,0.9411764705882353,0.0028694404591104736,
orbital_pca2_cubes10_overlap0p35,cube5_cluster1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube5_cluster2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
orbital_pca2_cubes10_overlap0p35,cube5_cluster3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
